2014 SVI Mobile Homes Data and Encoding,2015 SVI Mobile Homes Data and Encoding,2016 SVI Mobile Homes Data and Encoding,2017 SVI Mobile Homes Data and Encoding,2018 SVI Mobile Homes Data and Encoding,2019 SVI Mobile Homes Data and Encoding,2020 SVI Mobile Homes Data and Encoding
79.72,79.48,79.24,77.04,74.85,74.39,73.93
97.17,96.69,96.21,96.86,97.52,98.11,98.7
68.83,68.58,68.32,64.23,60.14,63.71,67.28
97.84,97.47,97.1,97.07,97.04,96.69,96.34
6.65,6.18,5.7,5.89,6.08,5.22,4.36
18.59,21.02,23.46,24.58,25.69,22.42,19.16
24.51,24.75,24.99,24.6,24.2,26.66,29.12
88.54,90.64,92.74,93.86,94.97,94.05,93.13
11.65,12.52,13.4,12.99,12.58,13.72,14.86
67.56,67.54,67.53,67.24,66.95,61.72,56.49
62.97,62.39,61.8,63.95,66.09,66.48,66.87
93.76,94.6,95.45,95.96,96.47,95.78,95.1
56.35,55.5,54.66,56.6,58.55,55.72,52.9
52.56,53.46,54.35,49.3,44.25,44.53,44.81
83.7,85.2,86.69,83.76,80.83,82.57,84.31
89.68,91.46,93.25,92.5,91.75,93.41,95.07
100.0,100.0,100.0,100.0,100.0,99.95,99.9
50.97,52.42,53.87,51.5,49.12,49.32,49.52
79.24,83.8,88.35,85.7,83.06,83.06,83.07
35.24,35.98,36.71,36.87,37.03,35.22,33.42
10.35,11.1,11.84,11.14,10.44,15.07,19.7
98.66,98.68,98.69,97.99,97.29,95.64,93.98
95.61,95.52,95.42,95.94,96.47,96.07,95.67
93.66,93.5,93.35,92.78,92.2,94.27,96.34
32.41,35.1,37.79,36.28,34.77,32.14,29.5
81.15,82.12,83.09,83.84,84.59,83.14,81.7
97.99,96.76,95.54,94.17,92.8,94.99,97.17
69.12,69.69,70.26,69.61,68.96,67.01,65.05
97.04,97.01,96.98,96.78,96.59,95.28,93.98
93.28,96.04,98.79,99.02,99.24,99.19,99.14
97.61,97.98,98.34,98.02,97.71,97.52,97.33
98.54,98.84,99.14,98.66,98.19,98.12,98.06
92.01,94.28,96.56,95.4,94.24,91.6,88.96
75.61,70.81,66.0,66.16,66.32,65.32,64.32
70.61,69.83,69.05,70.86,72.68,73.66,74.63
87.3,86.74,86.18,86.44,86.69,85.92,85.14
86.5,85.74,84.97,83.0,81.03,81.36,81.7
66.73,59.88,53.04,55.2,57.37,58.82,60.28
92.49,94.35,96.21,97.31,98.41,97.3,96.18
35.24,35.76,36.29,35.15,34.0,34.97,35.93
88.76,87.72,86.69,81.82,76.95,79.21,81.48
99.43,98.86,98.28,97.52,96.75,96.91,97.07
49.35,49.12,48.9,51.37,53.84,59.27,64.7
71.28,71.87,72.46,73.66,74.85,71.06,67.28
62.27,62.35,62.43,59.61,56.8,57.0,57.19
31.33,32.68,34.03,35.82,37.6,38.23,38.86
83.06,80.68,78.29,77.81,77.33,79.31,81.29
95.89,95.36,94.84,96.12,97.39,97.68,97.96
95.73,94.8,93.86,94.68,95.51,95.52,95.54
96.15,95.94,95.73,94.86,93.98,94.46,94.94
99.97,99.8,99.62,99.52,99.43,99.44,99.46
96.82,97.87,98.92,97.02,95.13,95.56,95.99
68.23,69.64,71.06,69.82,68.58,74.06,79.54
58.87,58.47,58.07,60.72,63.36,64.2,65.05
98.38,97.38,96.37,94.22,92.07,94.43,96.79
80.9,80.82,80.74,79.31,77.87,82.36,86.86
96.24,96.36,96.47,96.2,95.92,95.1,94.27
99.17,98.93,98.69,97.02,95.35,95.76,96.18
1.05,1.06,1.08,1.04,0.99,1.2,1.4
0.22,0.27,0.32,0.27,0.22,0.35,0.48
0.0,0.0,0.0,0.0,0.0,0.48,0.95
1.05,0.85,0.64,0.43,0.22,0.81,1.4
0.67,1.06,1.46,1.42,1.37,1.16,0.95
17.22,17.36,17.51,17.51,17.51,16.49,15.47
65.14,62.39,59.63,55.33,51.03,47.26,43.48
35.24,38.12,41.01,40.33,39.64,40.15,40.67
38.65,33.44,28.24,27.18,26.11,24.54,22.98
86.85,84.97,83.09,79.6,76.12,74.17,72.22
56.35,57.21,58.07,58.43,58.8,60.08,61.36
22.73,24.62,26.52,27.22,27.92,22.57,17.22
76.25,70.54,64.82,62.05,59.28,63.12,66.96
57.91,58.5,59.09,58.23,57.37,56.61,55.86
22.09,22.78,23.46,24.0,24.55,22.8,21.04
63.42,63.6,63.77,56.7,49.63,43.5,37.36
63.42,59.04,54.66,56.36,58.07,57.63,57.19
48.97,59.38,69.79,65.22,60.65,52.07,43.48
39.22,39.48,39.73,38.38,37.03,36.02,35.01
68.42,56.8,45.18,43.97,42.76,49.85,56.94
61.1,56.37,51.64,52.74,53.84,52.34,50.83
76.25,82.76,89.27,88.54,87.81,82.86,77.91
74.37,73.68,73.0,74.04,75.07,76.22,77.37
66.13,67.96,69.79,67.94,66.09,69.58,73.07
56.06,55.9,55.75,52.43,49.12,48.98,48.85
15.15,13.72,12.29,14.36,16.43,22.96,29.5
48.74,51.3,53.87,53.36,52.85,53.89,54.93
38.65,39.61,40.56,46.98,53.39,51.46,49.52
65.81,67.06,68.32,73.96,79.59,79.04,78.49
68.83,70.38,71.92,70.04,68.16,67.02,65.88
49.35,52.89,56.42,56.26,56.1,50.04,43.98
67.56,64.82,62.08,58.16,54.25,51.44,48.63
42.34,41.04,39.73,39.88,40.02,39.98,39.94
50.02,50.46,50.91,49.9,48.9,48.59,48.28
72.17,69.76,67.34,66.32,65.3,69.46,73.62
61.45,63.83,66.22,69.54,72.87,69.3,65.72
87.3,87.1,86.91,87.02,87.14,88.16,89.18
26.07,25.9,25.72,22.74,19.77,21.66,23.55
56.06,52.91,49.76,47.0,44.25,45.01,45.77
39.22,39.48,39.73,41.64,43.55,45.92,48.28
31.33,26.62,21.9,25.86,29.83,25.67,21.51
80.04,78.56,77.08,78.96,80.83,81.16,81.48
57.53,58.44,59.34,60.18,61.03,56.96,52.9
73.58,74.78,75.99,80.21,84.43,88.44,92.46
49.7,50.86,52.02,52.43,52.85,52.28,51.72
33.91,35.55,37.19,46.84,56.48,50.52,44.56
34.73,34.96,35.18,35.64,36.1,36.92,37.75
45.5,47.08,48.65,47.46,46.26,44.31,42.36
56.99,51.38,45.78,44.14,42.5,55.06,67.63
22.09,20.39,18.69,18.39,18.08,20.82,23.55
74.37,70.3,66.22,57.56,48.9,50.9,52.9
54.86,57.77,60.68,57.04,53.39,58.29,63.18
27.63,24.38,21.14,21.81,22.48,21.76,21.04
36.9,41.04,45.18,50.99,56.8,56.87,56.94
10.98,12.8,14.61,12.42,10.22,10.68,11.14
45.5,47.42,49.35,51.1,52.85,53.89,54.93
15.15,16.33,17.51,19.0,20.5,19.83,19.16
58.87,58.47,58.07,54.76,51.45,54.76,58.08
15.15,15.4,15.66,16.38,17.1,17.44,17.79
23.91,22.9,21.9,22.49,23.08,24.43,25.78
52.98,53.2,53.42,50.65,47.88,45.42,42.97
72.17,74.44,76.7,76.82,76.95,78.48,80.01
51.51,51.58,51.64,51.54,51.45,49.3,47.14
23.3,23.38,23.46,23.46,23.46,23.72,23.97
2.39,2.48,2.58,2.48,2.39,2.56,2.74
43.27,43.78,44.29,43.53,42.76,42.56,42.36
55.68,58.07,60.46,55.36,50.27,51.14,52.01
9.93,9.62,9.3,8.38,7.45,7.78,8.12
20.73,22.64,24.55,23.24,21.94,24.63,27.31
12.26,15.95,19.64,22.1,24.55,24.88,25.21
0.67,0.66,0.64,0.66,0.67,0.57,0.48
28.14,29.84,31.55,29.74,27.92,29.88,31.83
66.51,69.22,71.92,71.73,71.54,74.46,77.37
33.21,35.2,37.19,36.21,35.24,36.67,38.1
70.61,71.04,71.47,68.26,65.04,62.14,59.23
11.65,10.66,9.68,8.57,7.45,12.34,17.22
54.86,53.25,51.64,52.74,53.84,54.62,55.41
15.15,14.06,12.96,12.5,12.03,13.75,15.47
73.93,70.28,66.63,68.82,71.0,77.24,83.48
38.43,40.05,41.67,43.96,46.26,46.38,46.5
18.59,18.64,18.69,18.93,19.17,18.2,17.22
71.98,73.43,74.88,72.67,70.46,73.34,76.23
30.28,30.56,30.85,30.93,31.01,28.66,26.32
82.62,83.05,83.48,82.88,82.27,80.94,79.6
52.98,53.82,54.66,51.89,49.12,48.98,48.85
8.76,8.4,8.05,7.75,7.45,7.18,6.91
16.14,15.02,13.91,14.44,14.96,18.97,22.98
56.77,53.06,49.35,48.61,47.88,48.08,48.28
50.97,51.07,51.16,51.72,52.28,55.39,58.5
73.93,72.82,71.7,71.08,70.46,70.76,71.07
33.43,32.14,30.85,27.7,24.55,27.59,30.62
13.44,16.07,18.69,16.83,14.96,13.74,12.51
81.41,79.85,78.29,79.4,80.52,81.8,83.07
2.39,2.31,2.23,2.16,2.1,2.42,2.74
29.26,30.41,31.55,31.28,31.01,31.42,31.83
0.67,0.5,0.32,0.27,0.22,0.11,0.0
13.69,15.6,17.51,16.5,15.5,17.6,19.7
5.99,6.02,6.05,6.25,6.46,6.68,6.91
19.99,19.34,18.69,18.1,17.51,16.74,15.98
50.43,47.36,44.29,52.8,61.32,63.76,66.2
16.84,17.76,18.69,16.3,13.91,17.2,20.5
22.09,23.32,24.55,25.33,26.11,26.22,26.32
16.84,15.72,14.61,15.06,15.5,16.64,17.79
27.28,28.82,30.37,28.24,26.11,23.58,21.04
1.78,2.0,2.23,2.31,2.39,2.41,2.42
17.83,17.37,16.91,16.67,16.43,16.83,17.22
12.26,10.97,9.68,9.7,9.71,9.9,10.09
37.85,37.82,37.79,36.52,35.24,38.16,41.09
12.26,12.28,12.29,11.9,11.52,11.7,11.87
75.01,72.64,70.26,70.74,71.22,73.72,76.23
15.15,14.27,13.4,13.32,13.24,11.42,9.61
43.27,42.9,42.53,41.56,40.59,37.1,33.61
75.61,76.95,78.29,76.34,74.4,74.16,73.93
24.51,24.28,24.04,20.78,17.51,19.0,20.5
16.84,15.88,14.93,16.5,18.08,16.78,15.47
9.39,10.84,12.29,11.0,9.71,9.28,8.85
31.77,35.2,38.62,36.93,35.24,32.93,30.62
31.77,31.94,32.12,32.78,33.43,37.56,41.69
30.28,26.65,23.02,19.72,16.43,16.63,16.84
16.84,16.72,16.59,15.25,13.91,11.76,9.61
5.35,5.82,6.3,6.04,5.79,5.08,4.36
60.04,58.52,56.99,55.41,53.84,53.7,53.56
16.14,14.22,12.29,13.1,13.91,13.75,13.59
50.97,45.99,41.01,38.56,36.1,38.6,41.09
85.8,84.64,83.48,79.28,75.07,75.65,76.23
83.38,82.38,81.38,80.58,79.78,78.37,76.96
23.3,22.6,21.9,24.56,27.22,31.34,35.46
58.87,58.12,57.37,57.08,56.8,57.44,58.08
53.9,52.18,50.46,50.05,49.63,51.15,52.67
10.35,11.88,13.4,12.72,12.03,11.34,10.66
27.63,27.36,27.09,27.15,27.22,25.6,23.97
62.27,61.82,61.38,62.16,62.94,60.72,58.5
21.68,22.57,23.46,22.97,22.48,22.0,21.51
43.27,48.34,53.42,54.76,56.1,54.06,52.01
51.51,48.64,45.78,44.27,42.76,45.69,48.63
51.83,51.5,51.16,50.03,48.9,50.06,51.21
19.99,18.02,16.05,16.24,16.43,18.74,21.04
15.7,16.92,18.15,17.29,16.43,18.46,20.5
6.3,6.88,7.45,7.45,7.45,7.41,7.38
69.12,67.88,66.63,65.0,63.36,64.62,65.88
26.07,24.76,23.46,23.46,23.46,23.22,22.98
47.98,48.44,48.9,52.5,56.1,59.26,62.41
13.69,15.6,17.51,17.51,17.51,13.56,9.61
45.5,48.33,51.16,49.87,48.58,46.28,43.98
83.38,83.43,83.48,85.94,88.41,86.63,84.85
47.18,52.62,58.07,58.96,59.85,56.88,53.91
12.77,14.22,15.66,14.45,13.24,11.04,8.85
4.49,4.79,5.09,5.26,5.44,5.16,4.87
40.46,40.3,40.15,42.2,44.25,42.97,41.69
6.3,6.3,6.3,6.19,6.08,5.7,5.32
15.7,14.33,12.96,10.43,7.9,8.15,8.4
8.76,10.03,11.3,12.6,13.91,14.38,14.86
13.69,14.31,14.93,14.68,14.42,14.18,13.94
33.21,33.08,32.95,34.1,35.24,33.31,31.38
18.15,17.53,16.91,17.21,17.51,15.32,13.14
40.75,40.65,40.56,34.98,29.39,26.68,23.97
16.84,16.44,16.05,15.24,14.42,14.64,14.86
36.9,36.28,35.66,35.68,35.69,33.98,32.27
38.65,36.92,35.18,33.1,31.01,29.8,28.58
23.3,22.22,21.14,22.11,23.08,23.8,24.51
26.07,25.06,24.04,23.75,23.46,25.22,26.99
50.97,45.1,39.22,40.4,41.58,44.78,47.99
13.69,15.3,16.91,17.21,17.51,17.36,17.22
78.1,80.01,81.92,82.57,83.22,85.62,88.03
41.39,38.52,35.66,34.03,32.41,35.92,39.43
15.7,13.28,10.86,12.91,14.96,15.22,15.47
28.14,29.26,30.37,28.8,27.22,24.76,22.31
36.39,37.32,38.24,39.91,41.58,41.97,42.36
22.09,21.42,20.76,21.11,21.46,21.88,22.31
34.73,32.18,29.64,27.1,24.55,20.88,17.22
29.26,30.93,32.6,32.51,32.41,33.71,35.01
26.07,23.98,21.9,22.19,22.48,26.55,30.62
8.05,7.38,6.72,6.78,6.84,7.48,8.12
50.43,49.11,47.79,47.84,47.88,48.94,50.0
49.7,45.44,41.17,45.4,49.63,54.43,59.23
59.76,59.04,58.33,53.46,48.58,49.05,49.52
59.41,58.04,56.67,58.4,60.14,58.0,55.86
26.71,27.17,27.63,27.78,27.92,29.1,30.27
79.4,80.66,81.92,80.39,78.86,75.96,73.07
5.99,6.02,6.05,6.25,6.46,6.52,6.59
5.99,5.85,5.7,5.89,6.08,6.73,7.38
62.27,61.96,61.64,62.1,62.56,63.63,64.7
7.55,6.08,4.62,4.52,4.43,5.51,6.59
14.61,15.76,16.91,18.96,21.01,21.66,22.31
17.22,16.9,16.59,15.78,14.96,15.22,15.47
22.09,21.14,20.18,21.82,23.46,24.62,25.78
56.35,54.47,52.59,49.8,47.02,45.5,43.98
23.3,21.47,19.64,20.79,21.94,19.18,16.42
30.88,30.86,30.85,31.63,32.41,34.88,37.36
41.77,45.76,49.76,48.82,47.88,51.2,54.52
81.41,77.38,73.35,74.74,76.12,78.18,80.24
10.98,11.41,11.84,11.68,11.52,10.81,10.09
31.77,32.9,34.03,38.4,42.76,40.62,38.48
54.86,55.76,56.67,55.88,55.08,51.96,48.85
35.24,33.68,32.12,31.56,31.01,34.38,37.75
4.49,4.79,5.09,5.26,5.44,5.68,5.92
18.59,19.86,21.14,21.54,21.94,20.82,19.7
51.51,50.43,49.35,49.24,49.12,50.42,51.72
23.91,24.45,24.99,24.04,23.08,23.52,23.97
5.7,6.0,6.3,6.19,6.08,6.0,5.92
32.41,33.22,34.03,34.17,34.32,36.04,37.75
78.57,74.57,70.58,69.9,69.21,65.98,62.76
52.56,49.95,47.34,46.8,46.26,42.56,38.86
22.73,23.86,24.99,26.46,27.92,28.25,28.58
30.88,30.86,30.85,28.48,26.11,29.86,33.61
28.49,29.67,30.85,33.94,37.03,37.76,38.48
8.05,9.15,10.25,11.74,13.24,21.18,29.12
40.75,41.77,42.79,41.47,40.15,40.41,40.67
37.22,40.75,44.29,49.07,53.84,61.33,68.81
83.06,80.85,78.64,75.95,73.26,72.61,71.96
75.9,80.04,84.18,83.22,82.27,81.45,80.62
63.93,61.78,59.63,61.28,62.94,66.05,69.16
55.68,55.17,54.66,52.14,49.63,53.06,56.49
67.94,63.14,58.33,61.14,63.96,63.57,63.18
22.73,22.65,22.57,21.79,21.01,21.66,22.31
40.75,36.85,32.95,34.67,36.39,35.2,34.02
60.04,60.84,61.64,60.46,59.28,61.02,62.76
50.02,46.85,43.68,45.35,47.02,43.67,40.32
36.9,33.27,29.64,29.31,28.97,30.62,32.27
39.92,34.08,28.24,31.96,35.69,38.39,41.09
15.15,14.27,13.4,14.45,15.5,15.48,15.47
5.35,6.04,6.72,6.59,6.46,6.52,6.59
71.03,70.24,69.44,70.49,71.54,70.18,68.81
18.59,17.32,16.05,15.51,14.96,17.33,19.7
54.86,54.36,53.87,52.16,50.46,54.27,58.08
38.65,38.64,38.62,39.61,40.59,42.7,44.81
53.61,54.3,54.98,55.33,55.68,54.79,53.91
60.04,64.24,68.45,64.88,61.32,59.7,58.08
76.25,76.84,77.43,77.57,77.71,78.28,78.84
10.98,10.62,10.25,11.42,12.58,13.08,13.59
22.09,30.17,38.24,42.25,46.26,43.46,40.67
36.9,42.55,48.2,53.14,58.07,55.04,52.01
9.39,10.12,10.86,10.54,10.22,10.15,10.09
37.22,36.2,35.18,38.14,41.1,39.23,37.36
19.99,18.75,17.51,17.3,17.1,14.49,11.87
24.51,23.2,21.9,21.92,21.94,20.82,19.7
27.63,28.16,28.69,25.58,22.48,21.76,21.04
23.3,22.6,21.9,22.68,23.46,24.89,26.32
80.04,79.34,78.64,77.38,76.12,75.02,73.93
19.48,19.56,19.64,19.4,19.17,17.02,14.86
22.73,25.34,27.95,30.06,32.16,33.09,34.02
56.77,55.1,53.42,54.95,56.48,55.42,54.36
23.91,26.08,28.24,25.85,23.46,26.86,30.27
11.65,11.97,12.29,14.7,17.1,14.12,11.14
28.14,27.62,27.09,24.28,21.46,19.62,17.79
54.86,56.6,58.33,60.85,63.36,65.5,67.63
39.51,38.88,38.24,36.74,35.24,37.96,40.67
2.39,3.74,5.09,5.44,5.79,4.26,2.74
12.77,11.51,10.25,9.46,8.66,9.9,11.14
12.77,13.34,13.91,14.71,15.5,15.18,14.86
17.22,17.07,16.91,17.5,18.08,17.46,16.84
8.05,7.75,7.45,7.45,7.45,6.16,4.87
23.91,22.34,20.76,20.26,19.77,23.04,26.32
11.65,13.29,14.93,13.76,12.58,10.98,9.39
6.65,7.05,7.45,8.36,9.26,8.83,8.4
4.49,4.56,4.62,4.73,4.84,5.08,5.32
2.74,2.1,1.46,1.42,1.37,2.05,2.74
6.65,6.8,6.94,7.05,7.16,6.54,5.92
19.99,20.38,20.76,21.35,21.94,20.82,19.7
8.76,8.4,8.05,7.98,7.9,11.68,15.47
9.39,8.31,7.23,5.83,4.43,4.88,5.32
9.93,9.62,9.3,10.41,11.52,10.18,8.85
41.77,39.48,37.19,33.08,28.97,28.48,27.98
7.55,6.08,4.62,4.52,4.43,5.18,5.92
24.9,30.6,36.29,33.28,30.28,27.4,24.51
7.55,8.42,9.3,8.98,8.66,9.02,9.39
12.26,17.42,22.57,27.36,32.16,29.57,26.99
9.39,9.14,8.88,9.66,10.44,10.79,11.14
35.24,31.44,27.63,27.15,26.68,29.03,31.38
37.85,36.14,34.42,34.83,35.24,35.12,35.01
8.76,13.46,18.15,19.58,21.01,18.5,15.98
18.59,21.32,24.04,25.36,26.68,23.59,20.5
34.29,36.46,38.62,39.86,41.1,38.06,35.01
15.7,15.88,16.05,16.24,16.43,16.63,16.84
7.55,11.08,14.61,15.86,17.1,17.44,17.79
14.23,14.58,14.93,18.2,21.46,25.02,28.58
5.99,5.54,5.09,5.78,6.46,5.67,4.87
4.49,5.4,6.3,8.01,9.71,10.42,11.14
29.8,26.41,23.02,23.78,24.55,20.88,17.22
6.65,5.17,3.69,4.26,4.84,7.75,10.66
9.39,9.53,9.68,9.0,8.31,12.76,17.22
14.23,13.6,12.96,13.69,14.42,14.64,14.86
5.35,6.04,6.72,8.58,10.44,10.55,10.66
21.2,18.62,16.05,14.04,12.03,12.27,12.51
7.13,8.4,9.68,11.8,13.91,12.0,10.09
18.15,18.42,18.69,17.1,15.5,21.4,27.31
23.91,26.08,28.24,27.46,26.68,25.32,23.97
7.55,8.9,10.25,10.65,11.05,8.49,5.92
9.39,8.42,7.45,9.25,11.05,10.86,10.66
7.13,6.11,5.09,7.4,9.71,9.66,9.61
12.26,15.2,18.15,18.11,18.08,21.93,25.78
33.43,36.58,39.73,39.68,39.64,41.56,43.48
21.2,21.17,21.14,21.81,22.48,20.14,17.79
55.68,50.43,45.18,47.4,49.63,50.82,52.01
24.9,22.83,20.76,21.62,22.48,20.82,19.16
31.77,30.7,29.64,30.69,31.74,30.16,28.58
19.99,18.29,16.59,14.58,12.58,13.08,13.59
2.1,2.51,2.93,2.82,2.71,2.96,3.21
30.88,28.7,26.52,26.6,26.68,25.32,23.97
17.22,18.43,19.64,19.71,19.77,18.78,17.79
43.27,47.22,51.16,53.42,55.68,58.52,61.36
29.8,26.18,22.57,22.02,21.46,22.98,24.51
5.7,5.16,4.62,6.64,8.66,10.26,11.87
18.15,20.02,21.9,22.68,23.46,22.25,21.04
22.73,23.38,24.04,25.98,27.92,25.73,23.55
19.99,19.34,18.69,21.08,23.46,24.62,25.78
14.23,14.58,14.93,13.22,11.52,12.73,13.94
24.51,25.52,26.52,23.14,19.77,19.11,18.46
5.7,6.58,7.45,8.58,9.71,8.54,7.38
22.73,17.84,12.96,11.7,10.44,14.8,19.16
55.68,58.18,60.68,62.56,64.44,66.44,68.43
15.15,13.5,11.84,11.68,11.52,9.96,8.4
30.88,31.5,32.12,32.26,32.41,32.65,32.88
12.26,9.86,7.45,7.45,7.45,9.66,11.87
2.93,3.31,3.69,3.63,3.57,3.16,2.74
8.76,9.5,10.25,9.98,9.71,9.28,8.85
8.05,7.5,6.94,5.43,3.92,2.88,1.85
12.26,13.44,14.61,15.06,15.5,15.96,16.42
3.57,3.83,4.08,4.0,3.92,5.26,6.59
8.05,7.75,7.45,7.68,7.9,8.38,8.85
15.7,14.0,12.29,14.15,16.01,19.16,22.31
12.77,15.46,18.15,18.11,18.08,19.8,21.51
36.39,35.78,35.18,32.73,30.28,28.03,25.78
7.13,6.72,6.3,6.38,6.46,7.43,8.4
11.65,10.66,9.68,9.7,9.71,9.9,10.09
6.3,6.88,7.45,5.94,4.43,5.18,5.92
14.23,14.07,13.91,14.16,14.42,13.46,12.51
16.84,16.25,15.66,15.84,16.01,17.58,19.16
17.22,16.9,16.59,17.05,17.51,18.6,19.7
26.71,26.22,25.72,27.34,28.97,28.14,27.31
21.2,23.86,26.52,24.8,23.08,21.39,19.7
39.92,40.8,41.67,42.44,43.2,42.6,42.01
30.28,26.42,22.57,22.82,23.08,23.8,24.51
18.59,18.05,17.51,17.51,17.51,17.36,17.22
25.44,26.53,27.63,27.78,27.92,24.72,21.51
37.22,34.03,30.85,31.98,33.11,36.27,39.43
10.98,10.92,10.86,11.44,12.03,11.58,11.14
4.14,3.19,2.23,2.05,1.88,1.64,1.4
6.65,8.45,10.25,11.74,13.24,13.59,13.94
14.61,14.26,13.91,14.16,14.42,16.79,19.16
10.98,8.85,6.72,5.78,4.84,6.62,8.4
6.3,5.46,4.62,5.73,6.84,5.86,4.87
47.98,46.88,45.78,43.18,40.59,40.63,40.67
62.62,57.6,52.59,44.81,37.03,30.77,24.51
24.9,24.18,23.46,21.32,19.17,23.24,27.31
39.92,35.15,30.37,30.33,30.28,29.13,27.98
36.39,34.67,32.95,33.86,34.77,38.56,42.36
41.39,39.05,36.71,35.36,34.0,35.88,37.75
13.44,15.18,16.91,16.2,15.5,14.0,12.51
36.39,36.02,35.66,34.83,34.0,35.22,36.44
52.21,48.52,44.83,42.71,40.59,40.01,39.43
65.81,65.9,66.0,63.33,60.65,65.32,69.99
59.41,57.4,55.4,53.65,51.89,47.12,42.36
14.61,16.06,17.51,19.49,21.46,21.49,21.51
28.49,31.26,34.03,32.16,30.28,27.74,25.21
8.76,11.68,14.61,13.6,12.58,12.54,12.51
7.55,7.8,8.05,9.25,10.44,9.65,8.85
46.42,46.54,46.67,49.06,51.45,48.3,45.16
33.21,29.1,24.99,19.98,14.96,14.27,13.59
46.0,44.84,43.68,41.42,39.16,42.67,46.18
28.49,27.51,26.52,28.18,29.83,29.48,29.12
28.91,27.72,26.52,22.3,18.08,19.29,20.5
29.26,30.41,31.55,29.74,27.92,23.19,18.46
61.73,59.08,56.42,53.02,49.63,52.08,54.52
14.23,12.76,11.3,9.6,7.9,7.4,6.91
33.43,35.07,36.71,35.07,33.43,28.2,22.98
38.65,44.91,51.16,55.65,60.14,54.5,48.85
27.28,22.4,17.51,16.97,16.43,17.44,18.46
40.75,41.21,41.67,42.78,43.9,45.94,47.99
59.41,59.38,59.34,59.46,59.57,60.8,62.03
51.83,53.24,54.66,54.87,55.08,53.4,51.72
39.51,41.6,43.68,45.35,47.02,46.09,45.16
40.46,38.38,36.29,32.84,29.39,29.44,29.5
29.8,34.98,40.15,35.58,31.01,21.08,11.14
37.22,42.71,48.2,46.8,45.4,39.51,33.61
89.49,89.1,88.7,87.5,86.31,79.39,72.47
58.87,58.6,58.33,56.29,54.25,53.58,52.9
32.41,37.04,41.67,45.65,49.63,51.0,52.36
55.68,52.52,49.35,48.02,46.7,46.6,46.5
49.7,54.32,58.93,56.16,53.39,54.94,56.49
22.09,20.65,19.2,17.35,15.5,14.72,13.94
15.15,13.5,11.84,11.94,12.03,12.98,13.94
77.24,78.66,80.07,82.6,85.13,83.02,80.9
31.77,31.31,30.85,32.58,34.32,32.47,30.62
29.26,31.32,33.37,33.4,33.43,32.85,32.27
47.18,46.18,45.18,39.98,34.77,33.52,32.27
27.63,29.59,31.55,35.36,39.16,38.46,37.75
2.39,2.48,2.58,2.48,2.39,2.3,2.2
82.39,80.69,78.99,73.1,67.21,66.88,66.55
32.41,26.02,19.64,22.88,26.11,36.3,46.5
24.9,26.42,27.95,26.82,25.69,27.14,28.58
31.33,29.21,27.09,24.51,21.94,25.26,28.58
18.59,21.79,24.99,22.08,19.17,19.84,20.5
12.26,10.35,8.44,7.45,6.46,5.89,5.32
34.73,35.51,36.29,30.24,24.2,26.09,27.98
73.93,71.41,68.9,66.67,64.44,64.38,64.32
14.23,14.42,14.61,20.15,25.69,30.58,35.46
43.52,41.62,39.73,37.71,35.69,34.65,33.61
17.83,18.51,19.2,18.93,18.66,17.75,16.84
22.09,26.47,30.85,28.48,26.11,23.58,21.04
11.65,10.66,9.68,10.06,10.44,16.71,22.98
25.44,22.54,19.64,29.4,39.16,46.03,52.9
22.09,20.86,19.64,18.04,16.43,15.18,13.94
9.93,12.99,16.05,17.07,18.08,18.27,18.46
34.73,34.05,33.37,32.89,32.41,35.92,39.43
47.18,46.18,45.18,42.66,40.15,42.48,44.81
68.83,67.08,65.33,60.2,55.08,44.55,34.02
19.17,19.19,19.2,17.35,15.5,14.72,13.94
36.04,35.5,34.96,34.86,34.77,35.6,36.44
34.29,33.2,32.12,30.54,28.97,23.72,18.46
20.73,24.18,27.63,30.82,34.0,28.78,23.55
46.9,48.33,49.76,50.11,50.46,51.41,52.36
15.7,15.88,16.05,12.35,8.66,12.54,16.42
39.92,38.56,37.19,33.08,28.97,21.92,14.86
10.98,12.19,13.4,12.99,12.58,17.78,22.98
20.73,24.18,27.63,28.73,29.83,28.08,26.32
44.41,42.79,41.17,43.28,45.4,47.94,50.48
26.07,25.9,25.72,26.47,27.22,23.46,19.7
17.22,11.76,6.3,12.19,18.08,22.2,26.32
17.22,16.08,14.93,17.05,19.17,19.44,19.7
15.7,16.92,18.15,13.93,9.71,8.72,7.73
21.68,18.3,14.93,16.79,18.66,18.22,17.79
23.91,24.23,24.55,24.55,24.55,26.56,28.58
17.83,15.39,12.96,10.81,8.66,10.9,13.14
12.77,14.22,15.66,16.87,18.08,21.64,25.21
10.35,12.48,14.61,15.52,16.43,16.2,15.98
23.91,22.9,21.9,20.28,18.66,14.9,11.14
36.39,42.09,47.79,53.96,60.14,54.21,48.28
16.14,15.53,14.93,14.94,14.96,14.91,14.86
72.75,71.27,69.79,65.71,61.64,60.07,58.5
10.35,10.01,9.68,9.7,9.71,10.42,11.14
21.68,17.54,13.4,12.99,12.58,14.28,15.98
50.43,45.8,41.17,41.14,41.1,39.01,36.92
16.84,13.26,9.68,7.26,4.84,7.22,9.61
22.73,22.88,23.02,23.78,24.55,28.19,31.83
84.08,87.6,91.12,88.24,85.35,86.31,87.27
