2014 SVI Limited English Ability Data and Encoding,2015 SVI Limited English Ability Data and Encoding,2016 SVI Limited English Ability Data and Encoding,2017 SVI Limited English Ability Data and Encoding,2018 SVI Limited English Ability Data and Encoding,2019 SVI Limited English Ability Data and Encoding,2020 SVI Limited English Ability Data and Encoding
30.02,33.84,37.66,39.76,41.87,39.48,37.08
71.76,76.79,81.82,83.38,84.94,83.97,83.0
56.22,56.78,57.34,59.1,60.87,34.73,8.59
84.75,83.64,82.52,83.46,84.4,82.43,80.46
70.61,69.93,69.25,66.18,63.1,59.11,55.12
68.7,64.53,60.36,55.74,51.13,54.88,58.63
62.34,66.67,71.0,67.05,63.1,63.62,64.13
63.58,66.19,68.8,71.86,74.91,58.94,42.97
54.41,54.9,55.4,50.91,46.42,46.89,47.36
68.51,70.32,72.14,73.52,74.91,71.52,68.14
45.85,42.42,39.0,30.85,22.7,26.93,31.16
79.27,75.26,71.25,61.19,51.13,47.05,42.97
11.27,12.37,13.47,10.27,7.07,7.83,8.59
87.52,87.85,88.19,87.33,86.47,88.38,90.29
42.92,38.16,33.4,16.7,0.0,0.0,0.0
82.84,85.42,88.0,77.59,67.18,52.13,37.08
0.0,0.0,0.0,25.56,51.13,51.32,51.5
75.2,73.86,72.52,69.85,67.18,62.9,58.63
0.0,0.0,0.0,0.0,0.0,0.0,0.0
46.7,46.4,46.1,46.26,46.42,46.89,47.36
83.73,83.46,83.19,80.84,78.48,78.99,79.5
40.56,47.57,54.57,42.14,29.7,26.93,24.16
30.05,28.86,27.67,31.74,35.82,33.49,31.16
31.04,23.47,15.89,28.88,41.87,33.02,24.16
63.42,54.26,45.11,37.4,29.7,26.93,24.16
50.94,51.36,51.77,51.45,51.13,44.1,37.08
98.31,98.36,98.41,98.2,97.99,98.54,99.08
57.37,59.1,60.84,64.01,67.18,73.34,79.5
47.5,48.22,48.93,39.32,29.7,22.87,16.04
0.0,0.0,0.0,0.0,0.0,0.0,0.0
74.5,75.37,76.25,76.28,76.31,80.82,85.33
4.9,11.98,19.07,16.92,14.77,19.46,24.16
93.92,94.35,94.78,95.73,96.69,96.01,95.32
11.08,8.9,6.72,6.9,7.07,11.55,16.04
54.95,55.56,56.16,55.54,54.92,57.98,61.04
75.58,62.32,49.06,51.99,54.92,61.53,68.14
86.79,85.93,85.07,82.36,79.66,80.06,80.46
50.91,50.91,50.91,25.46,0.0,4.3,8.59
55.4,55.18,54.95,70.25,85.55,81.57,77.59
62.78,63.36,63.93,60.92,57.91,58.27,58.63
69.05,73.24,77.43,64.28,51.13,49.24,47.36
0.0,2.53,5.06,2.53,0.0,15.58,31.16
46.13,46.82,47.5,51.21,54.92,46.0,37.08
42.69,42.58,42.47,42.17,41.87,33.02,24.16
19.45,23.64,27.83,28.76,29.7,22.87,16.04
63.07,51.45,39.83,43.12,46.42,48.96,51.5
70.84,70.54,70.23,42.5,14.77,19.46,24.16
0.0,24.31,48.62,42.22,35.82,17.91,0.0
47.63,44.82,42.02,44.22,46.42,38.79,31.16
74.88,71.89,68.9,69.71,70.52,62.82,55.12
62.62,60.42,58.23,65.74,73.26,77.85,82.43
23.97,28.64,33.3,24.04,14.77,11.68,8.59
24.83,40.68,56.54,53.84,51.13,33.58,16.04
96.31,96.6,96.88,97.3,97.71,97.31,96.91
46.2,48.89,51.58,61.64,71.7,76.59,81.48
57.78,63.67,69.56,74.02,78.48,64.99,51.5
31.07,30.44,29.8,32.81,35.82,36.45,37.08
38.78,42.01,45.24,40.53,35.82,36.45,37.08
78.48,78.33,78.19,80.72,83.25,85.13,87.01
92.42,92.48,92.55,92.71,92.87,92.57,92.27
97.04,94.74,92.45,87.85,83.25,60.16,37.08
84.59,85.62,86.66,86.76,86.85,86.46,86.06
84.85,84.9,84.94,85.43,85.93,85.63,85.33
67.65,67.28,66.92,66.25,65.58,62.11,58.63
0.0,10.56,21.11,14.09,7.07,3.54,0.0
39.64,38.4,37.15,39.51,41.87,42.42,42.97
34.61,38.67,42.73,32.71,22.7,15.65,8.59
8.47,9.15,9.84,16.27,22.7,26.93,31.16
86.6,86.42,86.25,84.08,81.92,80.71,79.5
90.29,91.23,92.17,93.36,94.56,95.05,95.54
16.43,12.42,8.4,4.2,0.0,18.54,37.08
18.05,12.8,7.55,11.16,14.77,11.68,8.59
72.37,73.07,73.77,72.74,71.7,67.91,64.13
31.61,37.36,43.11,44.76,46.42,23.21,0.0
42.79,36.57,30.34,15.17,0.0,0.0,0.0
85.93,78.21,70.49,64.2,57.91,71.08,84.25
88.54,87.57,86.6,87.78,88.95,87.5,86.06
73.48,67.86,62.24,61.56,60.87,42.52,24.16
95.07,95.01,94.94,94.43,93.92,92.55,91.18
99.52,99.65,99.78,99.8,99.81,99.73,99.65
29.0,17.0,5.0,2.5,0.0,18.54,37.08
58.23,61.4,64.57,61.24,57.91,28.96,0.0
85.64,86.3,86.95,85.1,83.25,83.75,84.25
68.9,65.4,61.89,48.86,35.82,41.59,47.36
87.93,85.12,82.3,82.11,81.92,84.9,87.87
65.97,62.53,59.09,61.1,63.1,66.48,69.86
93.86,95.2,96.53,95.7,94.87,95.1,95.32
14.07,33.89,53.71,54.32,54.92,63.84,72.76
79.37,78.6,77.84,78.75,79.66,76.21,72.76
97.26,97.68,98.09,98.18,98.28,98.33,98.38
31.55,24.08,16.62,19.66,22.7,23.43,24.16
42.18,41.37,40.56,27.66,14.77,11.68,8.59
30.31,22.78,15.25,18.98,22.7,29.89,37.08
50.81,43.74,36.68,39.28,41.87,50.25,58.63
95.7,96.16,96.63,96.31,95.99,96.56,97.14
58.17,49.43,40.69,35.2,29.7,22.87,16.04
96.21,96.53,96.85,96.58,96.31,96.66,97.01
12.26,16.9,21.55,25.62,29.7,30.43,31.16
59.47,66.89,74.31,75.86,77.4,81.97,86.54
94.84,95.26,95.67,95.76,95.86,95.7,95.54
82.23,81.26,80.29,81.77,83.25,84.29,85.33
94.52,94.02,93.51,92.16,90.8,92.88,94.97
28.33,19.34,10.35,34.13,57.91,59.48,61.04
91.15,89.09,87.04,78.04,69.05,67.53,66.01
88.6,86.85,85.1,83.51,81.92,82.8,83.67
44.86,22.43,0.0,0.0,0.0,0.0,0.0
85.35,84.89,84.43,85.86,87.3,88.88,90.45
29.67,26.66,23.65,19.21,14.77,11.68,8.59
11.81,14.93,18.05,12.56,7.07,3.54,0.0
32.12,25.94,19.77,17.27,14.77,11.68,8.59
89.02,88.5,87.97,87.64,87.3,85.48,83.67
33.11,36.99,40.88,43.65,46.42,50.77,55.12
56.89,59.58,62.27,63.93,65.58,65.8,66.01
6.27,3.14,0.0,0.0,0.0,0.0,0.0
56.51,54.81,53.1,41.4,29.7,22.87,16.04
90.48,91.66,92.84,93.44,94.05,94.91,95.77
75.07,74.5,73.93,74.42,74.91,71.52,68.14
7.96,9.96,11.97,13.37,14.77,22.96,31.16
5.79,13.56,21.33,18.05,14.77,22.96,31.16
8.21,27.48,46.74,54.92,63.1,57.3,51.5
29.1,30.02,30.95,26.82,22.7,23.43,24.16
23.5,33.48,43.46,39.64,35.82,25.93,16.04
95.73,95.52,95.32,95.24,95.16,95.2,95.23
43.58,48.44,53.3,54.11,54.92,46.0,37.08
54.25,27.12,0.0,3.54,7.07,7.83,8.59
80.01,76.65,73.29,71.17,69.05,70.9,72.76
32.63,36.48,40.34,38.08,35.82,25.93,16.04
76.12,74.09,72.05,67.58,63.1,62.07,61.04
88.41,88.38,88.35,88.04,87.74,87.65,87.56
27.19,28.56,29.93,32.88,35.82,33.49,31.16
12.0,15.34,18.69,24.2,29.7,42.41,55.12
28.53,32.92,37.31,44.22,51.13,53.12,55.12
30.53,34.88,39.22,34.46,29.7,42.41,55.12
18.82,21.89,24.96,23.83,22.7,23.43,24.16
29.54,25.64,21.74,14.4,7.07,11.55,16.04
53.3,57.44,61.57,58.24,54.92,35.48,16.04
6.11,13.46,20.82,21.76,22.7,19.37,16.04
13.47,10.12,6.78,3.39,0.0,4.3,8.59
61.89,55.81,49.73,52.32,54.92,46.0,37.08
34.96,20.03,5.09,9.93,14.77,15.4,16.04
18.91,19.07,19.23,17.0,14.77,11.68,8.59
0.0,0.0,0.0,0.0,0.0,12.08,24.16
11.3,13.48,15.66,11.36,7.07,3.54,0.0
48.65,52.86,57.08,54.1,51.13,41.14,31.16
61.92,64.07,66.22,64.66,63.1,66.48,69.86
57.43,54.25,51.07,51.1,51.13,51.32,51.5
50.24,27.55,4.87,23.37,41.87,39.48,37.08
30.47,27.65,24.83,23.76,22.7,23.43,24.16
15.41,23.54,31.68,36.78,41.87,28.96,16.04
18.66,24.74,30.82,36.34,41.87,42.42,42.97
9.81,10.0,10.19,5.1,0.0,8.02,16.04
96.05,95.97,95.89,95.52,95.16,94.9,94.65
71.54,70.46,69.37,67.47,65.58,64.85,64.13
77.49,81.03,84.56,84.48,84.4,84.04,83.67
48.23,46.9,45.56,40.69,35.82,41.59,47.36
91.5,91.74,91.98,91.61,91.24,91.21,91.18
60.59,61.96,63.32,62.1,60.87,65.37,69.86
63.61,65.57,67.53,56.97,46.42,53.73,61.04
45.94,51.12,56.29,51.36,46.42,41.75,37.08
30.25,34.28,38.3,30.5,22.7,19.37,16.04
22.13,20.06,17.99,16.38,14.77,15.4,16.04
26.77,31.14,35.5,35.66,35.82,33.49,31.16
82.36,81.28,80.2,80.66,81.12,79.87,78.61
54.47,56.91,59.34,57.13,54.92,55.02,55.12
38.81,32.34,25.88,24.29,22.7,19.37,16.04
23.11,22.92,22.73,18.75,14.77,15.4,16.04
27.38,26.98,26.58,28.14,29.7,30.43,31.16
26.55,32.87,39.19,34.44,29.7,22.87,16.04
44.92,36.61,28.3,21.54,14.77,15.4,16.04
14.58,11.78,8.98,4.49,0.0,0.0,0.0
30.34,29.62,28.91,21.84,14.77,7.38,0.0
0.0,0.0,0.0,0.0,0.0,4.3,8.59
23.59,16.4,9.2,8.14,7.07,19.11,31.16
7.55,9.89,12.23,24.02,35.82,36.45,37.08
8.66,7.91,7.16,14.93,22.7,19.37,16.04
35.53,36.48,37.44,33.57,29.7,33.39,37.08
14.17,22.67,31.17,30.44,29.7,22.87,16.04
71.79,74.88,77.97,79.18,80.39,79.5,78.61
61.64,61.14,60.65,63.92,67.18,61.15,55.12
37.95,25.12,12.29,9.68,7.07,7.83,8.59
5.0,6.43,7.86,7.46,7.07,15.62,24.16
23.21,16.22,9.23,12.0,14.77,15.4,16.04
0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.57,19.86,22.16,18.46,14.77,7.38,0.0
25.76,42.95,60.14,60.51,60.87,46.02,31.16
25.98,23.1,20.22,24.96,29.7,30.43,31.16
16.05,12.05,8.05,21.94,35.82,53.6,71.39
81.15,82.49,83.83,82.48,81.12,79.87,78.61
39.73,41.04,42.34,44.38,46.42,44.7,42.97
37.38,45.42,53.45,49.93,46.42,35.29,24.16
34.48,34.45,34.42,32.06,29.7,33.39,37.08
34.0,33.14,32.28,48.93,65.58,58.54,51.5
23.62,23.28,22.95,18.86,14.77,22.96,31.16
12.45,11.39,10.32,8.7,7.07,7.83,8.59
16.14,13.64,11.14,9.1,7.07,7.83,8.59
33.68,31.59,29.51,26.1,22.7,23.43,24.16
19.2,19.28,19.36,21.03,22.7,26.93,31.16
52.88,46.28,39.67,37.74,35.82,33.49,31.16
46.16,46.61,47.06,46.74,46.42,41.75,37.08
28.62,35.3,41.99,41.93,41.87,48.5,55.12
83.64,83.19,82.74,77.22,71.7,68.86,66.01
34.32,32.51,30.69,30.2,29.7,26.93,24.16
22.0,32.98,43.97,47.55,51.13,49.24,47.36
19.29,31.18,43.08,36.39,29.7,19.14,8.59
51.7,51.19,50.68,54.3,57.91,56.52,55.12
85.83,85.7,85.58,85.56,85.55,85.44,85.33
43.46,38.86,34.26,40.34,46.42,41.75,37.08
81.53,80.92,80.32,79.4,78.48,78.54,78.61
13.94,11.24,8.53,7.8,7.07,11.55,16.04
76.25,72.5,68.74,63.32,57.91,61.02,64.13
76.89,78.22,79.56,78.48,77.4,77.5,77.59
73.99,75.01,76.03,74.65,73.26,68.69,64.13
56.73,53.22,49.7,39.7,29.7,33.39,37.08
27.44,32.99,38.55,22.81,7.07,7.83,8.59
31.3,40.08,48.87,50.0,51.13,53.12,55.12
17.03,19.69,22.35,26.02,29.7,30.43,31.16
66.92,61.84,56.77,49.32,41.87,33.02,24.16
91.18,91.36,91.53,91.52,91.5,89.26,87.01
55.17,52.8,50.43,50.78,51.13,54.88,58.63
10.73,19.45,28.18,32.0,35.82,36.45,37.08
87.87,87.42,86.98,87.36,87.74,88.22,88.7
11.37,12.35,13.34,14.06,14.77,11.68,8.59
54.89,53.95,53.01,60.1,67.18,69.97,72.76
10.41,11.02,11.62,9.35,7.07,11.55,16.04
17.83,25.67,33.52,28.11,22.7,15.65,8.59
29.45,28.58,27.7,25.2,22.7,23.43,24.16
32.79,32.58,32.38,31.04,29.7,26.93,24.16
80.13,77.61,75.1,70.34,65.58,63.31,61.04
88.51,88.65,88.79,88.04,87.3,85.48,83.67
21.84,19.77,17.7,20.2,22.7,35.03,47.36
58.77,57.14,55.52,42.61,29.7,30.43,31.16
39.48,42.22,44.95,40.39,35.82,41.59,47.36
13.09,9.87,6.65,18.18,29.7,42.41,55.12
56.45,57.37,58.29,56.6,54.92,53.21,51.5
27.89,27.32,26.74,20.76,14.77,25.92,37.08
45.24,33.81,22.38,14.72,7.07,11.55,16.04
12.61,17.0,21.39,31.63,41.87,36.52,31.16
59.6,59.76,59.92,58.91,57.91,61.02,64.13
34.1,28.1,22.09,25.9,29.7,38.53,47.36
19.07,16.97,14.87,14.82,14.77,15.4,16.04
47.15,48.6,50.05,53.98,57.91,50.44,42.97
24.51,21.84,19.17,13.12,7.07,7.83,8.59
48.39,44.38,40.37,38.1,35.82,29.99,24.16
22.7,22.03,21.36,22.03,22.7,29.89,37.08
77.24,76.36,75.49,72.27,69.05,74.76,80.46
28.3,35.3,42.31,44.36,46.42,50.77,55.12
31.68,32.9,34.13,34.98,35.82,36.45,37.08
35.31,31.92,28.53,25.62,22.7,23.43,24.16
20.57,18.24,15.92,19.31,22.7,23.43,24.16
40.02,40.53,41.04,41.46,41.87,42.42,42.97
29.29,22.11,14.93,14.85,14.77,34.95,55.12
66.83,68.8,70.77,72.84,74.91,76.25,77.59
84.94,84.29,83.64,84.78,85.93,87.12,88.32
79.5,79.28,79.05,78.76,78.48,77.35,76.23
61.1,58.04,54.98,50.7,46.42,44.7,42.97
36.96,31.96,26.97,20.87,14.77,19.46,24.16
46.74,46.26,45.78,46.1,46.42,46.89,47.36
85.67,85.98,86.28,86.56,86.85,87.2,87.56
73.8,74.56,75.33,77.86,80.39,78.99,77.59
15.92,7.96,0.0,0.0,0.0,0.0,0.0
10.32,14.25,18.18,20.44,22.7,32.84,42.97
67.14,64.82,62.5,61.68,60.87,54.12,47.36
67.94,68.64,69.34,68.26,67.18,64.11,61.04
23.53,21.56,19.58,21.14,22.7,19.37,16.04
42.53,53.61,64.69,67.6,70.52,67.32,64.13
76.6,77.06,77.52,78.0,78.48,79.98,81.48
0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.36,20.96,10.57,12.67,14.77,19.46,24.16
29.77,33.13,36.49,29.6,22.7,23.43,24.16
25.37,25.4,25.44,35.93,46.42,48.96,51.5
7.64,7.82,7.99,7.53,7.07,7.83,8.59
0.0,0.0,0.0,3.54,7.07,7.83,8.59
48.04,46.82,45.59,43.73,41.87,39.48,37.08
21.78,17.28,12.77,6.39,0.0,0.0,0.0
13.91,13.04,12.16,6.08,0.0,0.0,0.0
43.71,40.72,37.73,39.8,41.87,46.68,51.5
39.83,45.42,51.0,51.07,51.13,54.88,58.63
35.88,24.91,13.94,24.88,35.82,33.49,31.16
0.0,4.08,8.15,18.92,29.7,36.34,42.97
70.55,70.47,70.39,68.78,67.18,65.66,64.13
33.3,32.36,31.42,19.24,7.07,3.54,0.0
66.13,61.0,55.87,53.5,51.13,44.1,37.08
53.8,43.87,33.94,31.82,29.7,19.14,8.59
21.08,25.25,29.42,37.92,46.42,38.79,31.16
40.24,47.48,54.73,56.32,57.91,47.5,37.08
54.28,35.6,16.91,15.84,14.77,25.92,37.08
57.56,41.38,25.21,27.45,29.7,26.93,24.16
76.95,76.52,76.09,73.9,71.7,70.78,69.86
48.11,46.77,45.43,40.62,35.82,39.4,42.97
20.06,10.03,0.0,17.91,35.82,33.49,31.16
43.08,43.3,43.52,42.7,41.87,44.62,47.36
6.49,14.07,21.65,18.21,14.77,19.46,24.16
44.09,41.85,39.61,37.71,35.82,36.45,37.08
28.78,29.71,30.63,26.66,22.7,26.93,31.16
0.0,11.1,22.19,18.48,14.77,11.68,8.59
29.48,33.83,38.17,33.93,29.7,33.39,37.08
12.03,11.12,10.22,8.64,7.07,11.55,16.04
45.78,51.59,57.4,54.26,51.13,51.32,51.5
23.69,26.36,29.04,29.37,29.7,22.87,16.04
66.67,69.91,73.16,74.04,74.91,74.76,74.6
12.54,10.57,8.6,7.84,7.07,7.83,8.59
0.0,3.22,6.43,6.75,7.07,3.54,0.0
0.0,6.64,13.28,14.02,14.77,11.68,8.59
70.87,73.26,75.64,75.97,76.31,76.27,76.23
31.01,32.56,34.1,28.4,22.7,15.65,8.59
9.11,12.29,15.47,15.12,14.77,7.38,0.0
44.54,34.94,25.34,24.02,22.7,19.37,16.04
65.71,67.58,69.44,70.57,71.7,74.65,77.59
16.94,30.85,44.76,40.29,35.82,36.45,37.08
11.14,21.2,31.26,30.48,29.7,30.43,31.16
38.24,41.47,44.7,25.88,7.07,11.55,16.04
97.96,97.93,97.9,97.93,97.96,98.01,98.06
19.01,12.34,5.67,10.22,14.77,15.4,16.04
19.55,15.33,11.11,9.09,7.07,7.83,8.59
10.44,12.36,14.29,14.53,14.77,22.96,31.16
33.27,32.92,32.57,43.74,54.92,55.02,55.12
18.85,20.38,21.9,25.8,29.7,30.43,31.16
42.28,43.09,43.9,39.86,35.82,36.45,37.08
43.49,43.64,43.78,36.74,29.7,19.14,8.59
41.8,48.68,55.56,61.37,67.18,64.11,61.04
83.44,83.24,83.03,80.76,78.48,81.73,84.98
56.67,55.32,53.96,61.5,69.05,58.2,47.36
37.19,40.42,43.65,45.04,46.42,53.73,61.04
31.17,25.35,19.52,17.14,14.77,25.92,37.08
96.4,95.49,94.59,95.83,97.07,97.36,97.64
75.39,75.23,75.07,72.8,70.52,74.06,77.59
49.19,43.94,38.68,42.55,46.42,48.96,51.5
52.15,55.35,58.55,50.21,41.87,33.02,24.16
20.25,28.1,35.94,21.5,7.07,7.83,8.59
18.75,22.34,25.92,27.81,29.7,33.39,37.08
26.39,23.96,21.52,28.67,35.82,39.4,42.97
34.03,35.68,37.34,36.58,35.82,41.59,47.36
86.37,81.82,77.27,76.09,74.91,73.84,72.76
14.42,23.04,31.65,33.74,35.82,36.45,37.08
24.2,25.49,26.77,36.6,46.42,41.75,37.08
74.85,71.81,68.77,63.34,57.91,67.75,77.59
0.0,5.41,10.82,8.94,7.07,11.55,16.04
45.69,42.06,38.43,40.15,41.87,48.5,55.12
17.13,13.84,10.54,12.66,14.77,11.68,8.59
40.62,40.56,40.5,41.18,41.87,39.48,37.08
30.18,43.74,57.31,59.09,60.87,65.37,69.86
36.8,39.81,42.82,44.62,46.42,48.96,51.5
47.06,48.3,49.54,47.98,46.42,50.77,55.12
4.71,5.65,6.59,6.83,7.07,7.83,8.59
67.88,65.49,63.1,57.12,51.13,57.63,64.13
23.72,24.31,24.9,19.84,14.77,25.92,37.08
46.8,45.92,45.05,54.08,63.1,63.62,64.13
5.64,5.74,5.83,2.92,0.0,0.0,0.0
26.27,25.71,25.15,23.92,22.7,26.93,31.16
12.58,10.52,8.47,4.23,0.0,0.0,0.0
24.48,22.28,20.09,17.43,14.77,31.06,47.36
89.81,89.04,88.28,85.76,83.25,80.42,77.59
72.02,74.61,77.2,79.16,81.12,79.87,78.61
18.21,18.77,19.33,35.23,51.13,49.24,47.36
19.74,19.2,18.66,12.86,7.07,15.62,24.16
26.81,25.93,25.06,27.38,29.7,42.41,55.12
11.65,12.13,12.61,13.69,14.77,15.4,16.04
50.43,51.74,53.04,55.47,57.91,59.48,61.04
91.47,92.12,92.77,93.12,93.47,94.06,94.65
75.99,69.75,63.51,63.3,63.1,65.62,68.14
24.77,27.81,30.85,38.64,46.42,44.7,42.97
31.71,38.58,45.46,40.64,35.82,25.93,16.04
45.53,46.76,47.98,47.2,46.42,27.51,8.59
31.42,27.72,24.01,23.36,22.7,23.43,24.16
93.35,94.28,95.22,95.49,95.77,95.44,95.1
10.92,24.07,37.22,33.46,29.7,22.87,16.04
52.66,50.62,48.58,35.64,22.7,19.37,16.04
25.15,21.94,18.72,12.9,7.07,15.62,24.16
47.41,39.76,32.12,23.44,14.77,15.4,16.04
56.26,55.88,55.49,53.31,51.13,33.58,16.04
83.57,83.26,82.94,83.1,83.25,82.36,81.48
62.05,57.52,52.98,49.7,46.42,50.77,55.12
68.32,71.25,74.18,78.05,81.92,81.19,80.46
49.25,54.87,60.49,59.2,57.91,44.54,31.16
49.86,40.05,30.25,47.92,65.58,58.54,51.5
69.21,68.59,67.97,64.42,60.87,68.55,76.23
34.8,41.48,48.17,53.04,57.91,56.52,55.12
83.83,83.59,83.35,83.6,83.86,83.43,83.0
69.31,69.73,70.14,68.66,67.18,65.66,64.13
44.0,45.86,47.72,47.07,46.42,41.75,37.08
54.76,30.04,5.32,6.19,7.07,7.83,8.59
21.01,33.62,46.23,52.07,57.91,58.27,58.63
50.08,54.01,57.94,60.52,63.1,63.62,64.13
63.64,65.52,67.4,54.64,41.87,33.02,24.16
79.43,79.19,78.96,78.18,77.4,78.0,78.61
51.07,55.48,59.89,62.74,65.58,62.11,58.63
65.17,71.12,77.08,78.74,80.39,81.41,82.43
72.52,75.88,79.24,81.82,84.4,85.47,86.54
33.52,38.33,43.14,53.12,63.1,59.11,55.12
30.15,35.48,40.82,41.34,41.87,42.42,42.97
87.33,87.48,87.62,86.78,85.93,84.8,83.67
12.51,15.38,18.24,16.5,14.77,15.4,16.04
58.07,63.77,69.47,70.58,71.7,73.96,76.23
28.02,35.86,43.71,45.06,46.42,44.7,42.97
43.3,41.38,39.45,37.64,35.82,39.4,42.97
51.29,47.76,44.22,45.32,46.42,50.77,55.12
13.31,13.37,13.44,14.1,14.77,19.46,24.16
88.76,88.74,88.73,88.65,88.57,90.13,91.69
37.89,34.28,30.66,26.68,22.7,15.65,8.59
84.69,85.43,86.18,84.05,81.92,84.74,87.56
16.01,15.4,14.8,7.4,0.0,0.0,0.0
33.08,27.86,22.64,11.32,0.0,4.3,8.59
17.77,16.92,16.08,19.39,22.7,35.03,47.36
44.35,50.81,57.27,51.84,46.42,41.75,37.08
83.22,81.44,79.66,78.53,77.4,78.0,78.61
11.02,12.78,14.55,10.81,7.07,11.55,16.04
39.45,30.22,20.98,17.88,14.77,11.68,8.59
30.4,37.07,43.74,36.72,29.7,26.93,24.16
50.49,44.56,38.62,34.16,29.7,30.43,31.16
49.73,28.68,7.64,7.36,7.07,7.83,8.59
19.26,15.34,11.43,5.72,0.0,0.0,0.0
38.75,37.81,36.87,52.96,69.05,69.46,69.86
59.31,53.58,47.85,44.86,41.87,59.05,76.23
4.97,5.05,5.13,2.56,0.0,12.08,24.16
29.61,28.54,27.48,21.12,14.77,19.46,24.16
12.77,12.13,11.49,9.28,7.07,3.54,0.0
31.65,31.92,32.19,16.1,0.0,4.3,8.59
62.72,68.7,74.69,72.6,70.52,65.78,61.04
62.5,65.73,68.96,64.92,60.87,58.0,55.12
5.99,19.6,33.21,45.56,57.91,50.44,42.97
20.6,21.52,22.45,11.22,0.0,8.02,16.04
15.79,11.04,6.3,3.15,0.0,8.02,16.04
69.72,65.89,62.05,58.49,54.92,51.14,47.36
88.09,88.88,89.68,90.46,91.24,89.56,87.87
77.62,63.39,49.16,24.58,0.0,0.0,0.0
56.57,47.72,38.87,46.9,54.92,48.95,42.97
31.77,38.04,44.32,40.07,35.82,25.93,16.04
98.09,98.24,98.38,98.49,98.6,98.65,98.7
98.66,98.5,98.34,98.8,99.27,99.34,99.4
48.2,42.28,36.36,33.03,29.7,22.87,16.04
66.86,70.34,73.83,72.76,71.7,73.96,76.23
0.0,12.13,24.26,23.48,22.7,11.35,0.0
0.0,7.75,15.5,15.13,14.77,19.46,24.16
97.61,97.21,96.82,95.84,94.87,95.52,96.18
75.52,74.37,73.23,79.09,84.94,86.82,88.7
87.9,86.82,85.74,84.8,83.86,86.09,88.32
8.44,8.23,8.02,7.54,7.07,7.83,8.59
97.71,98.22,98.73,98.3,97.87,98.66,99.46
59.09,63.32,67.56,65.33,63.1,67.24,71.39
80.04,74.11,68.19,65.64,63.1,67.24,71.39
94.05,94.24,94.43,94.49,94.56,93.68,92.81
63.51,39.61,15.7,35.31,54.92,46.0,37.08
44.03,25.71,7.39,18.55,29.7,33.39,37.08
15.7,16.18,16.65,11.86,7.07,7.83,8.59
15.54,17.14,18.75,16.76,14.77,7.38,0.0
71.41,72.1,72.78,73.02,73.26,73.93,74.6
89.24,90.34,91.44,84.42,77.4,78.0,78.61
42.22,38.62,35.02,24.9,14.77,7.38,0.0
6.24,11.04,15.85,22.78,29.7,19.14,8.59
24.74,34.7,44.67,33.68,22.7,23.43,24.16
27.22,17.51,7.8,11.28,14.77,31.06,47.36
55.87,53.85,51.83,46.85,41.87,33.02,24.16
67.97,52.52,37.06,18.53,0.0,0.0,0.0
13.18,10.26,7.35,3.68,0.0,0.0,0.0
61.41,56.67,51.93,46.9,41.87,51.46,61.04
86.02,85.46,84.91,84.93,84.94,85.5,86.06
15.31,14.68,14.04,10.56,7.07,19.11,31.16
21.87,22.2,22.54,14.8,7.07,11.55,16.04
21.27,15.2,9.14,11.95,14.77,15.4,16.04
83.25,82.79,82.33,84.59,86.85,86.46,86.06
18.18,13.78,9.39,8.23,7.07,11.55,16.04
35.47,33.86,32.25,23.51,14.77,7.38,0.0
61.8,62.13,62.46,65.76,69.05,60.28,51.5
24.23,22.58,20.92,33.67,46.42,50.77,55.12
89.11,91.53,93.95,93.17,92.39,88.68,84.98
14.33,11.72,9.11,11.94,14.77,15.4,16.04
54.5,53.42,52.34,47.1,41.87,33.02,24.16
75.71,77.73,79.75,81.8,83.86,79.23,74.6
66.38,67.66,68.93,64.9,60.87,63.44,66.01
16.91,16.79,16.68,15.72,14.77,15.4,16.04
23.46,25.16,26.87,13.44,0.0,0.0,0.0
0.0,0.0,0.0,11.35,22.7,19.37,16.04
79.53,80.26,80.99,58.4,35.82,33.49,31.16
22.76,24.08,25.41,27.55,29.7,36.34,42.97
12.99,35.43,57.88,52.15,46.42,31.23,16.04
58.01,65.11,72.21,75.94,79.66,71.9,64.13
52.82,57.56,62.3,69.85,77.4,70.76,64.13
55.08,57.38,59.69,57.31,54.92,48.95,42.97
8.85,21.44,34.03,24.4,14.77,7.38,0.0
61.45,61.32,61.19,59.55,57.91,65.33,72.76
55.33,59.55,63.77,63.43,63.1,62.07,61.04
15.03,23.08,31.14,15.57,0.0,0.0,0.0
19.9,15.09,10.28,5.14,0.0,0.0,0.0
37.79,38.93,40.08,40.98,41.87,25.23,8.59
74.12,73.19,72.27,72.76,73.26,67.15,61.04
94.75,87.95,81.15,84.44,87.74,89.09,90.45
81.12,80.42,79.72,80.05,80.39,81.69,83.0
99.59,99.52,99.46,99.49,99.52,99.46,99.4
70.39,69.42,68.45,67.82,67.18,64.11,61.04
57.98,61.4,64.82,47.26,29.7,36.34,42.97
41.48,37.04,32.6,23.68,14.77,11.68,8.59
8.63,4.32,0.0,3.54,7.07,7.83,8.59
75.04,79.61,84.18,80.24,76.31,76.95,77.59
94.62,93.81,93.0,86.7,80.39,84.54,88.7
