2014 SVI Multi-Unit Structures Data and Encoding,2015 SVI Multi-Unit Structures Data and Encoding,2016 SVI Multi-Unit Structures Data and Encoding,2017 SVI Multi-Unit Structures Data and Encoding,2018 SVI Multi-Unit Structures Data and Encoding,2019 SVI Multi-Unit Structures Data and Encoding,2020 SVI Multi-Unit Structures Data and Encoding
23.56,28.96,34.35,30.07,25.79,17.23,8.66
44.64,47.87,51.1,50.28,49.47,43.72,37.97
9.87,7.68,5.48,6.19,6.91,6.99,7.07
2.96,5.33,7.7,11.41,15.12,23.03,30.94
19.23,18.3,17.38,12.14,6.91,22.44,37.97
91.21,91.77,92.33,93.28,94.24,93.8,93.35
50.43,54.84,59.25,59.28,59.31,57.85,56.4
10.22,10.32,10.41,11.14,11.88,11.88,11.87
16.46,16.08,15.7,16.62,17.54,31.5,45.45
43.36,40.14,36.93,36.38,35.82,30.74,25.65
42.31,47.9,53.49,57.47,61.45,62.8,64.16
54.28,50.88,47.47,45.32,43.17,40.57,37.97
26.39,25.94,25.5,22.54,19.58,12.0,4.42
25.31,18.24,11.17,10.76,10.35,8.71,7.07
54.98,49.42,43.87,41.44,39.0,34.97,30.94
6.91,27.54,48.17,52.52,56.86,60.08,63.3
56.57,56.92,57.27,58.72,60.17,57.7,55.22
8.72,4.36,0.0,0.0,0.0,0.0,0.0
32.16,29.77,27.38,28.59,29.8,30.37,30.94
9.11,8.34,7.58,8.01,8.44,39.6,70.75
82.33,82.76,83.19,84.06,84.94,87.08,89.21
68.99,67.8,66.6,70.39,74.18,74.32,74.47
26.17,28.94,31.71,22.7,13.69,10.38,7.07
13.72,10.25,6.78,4.74,2.71,7.29,11.87
3.82,12.16,20.5,20.04,19.58,16.52,13.46
57.91,57.03,56.16,57.02,57.88,59.19,60.5
37.31,29.99,22.67,25.32,27.98,31.34,34.69
24.99,22.4,19.8,11.84,3.88,14.76,25.65
48.62,53.38,58.13,55.73,53.33,47.9,42.46
30.44,31.09,31.74,34.49,37.25,42.76,48.28
29.99,23.84,17.7,19.93,22.16,20.12,18.08
9.49,7.82,6.14,6.52,6.91,6.99,7.07
5.73,4.58,3.44,15.71,27.98,40.31,52.64
17.86,11.5,5.13,10.12,15.12,11.89,8.66
14.9,21.17,27.44,27.71,27.98,37.4,46.82
35.98,36.02,36.07,38.22,40.37,40.72,41.06
57.5,54.7,51.89,51.35,50.81,50.72,50.64
51.29,48.9,46.51,47.99,49.47,40.2,30.94
46.32,49.25,52.18,53.34,54.5,54.19,53.88
6.88,6.21,5.54,4.71,3.88,4.15,4.42
73.29,74.02,74.75,78.16,81.57,84.29,87.01
57.34,46.64,35.94,38.82,41.71,23.75,5.79
6.81,8.0,9.2,8.06,6.91,6.99,7.07
55.52,57.69,59.85,52.16,44.48,45.65,46.82
31.01,33.11,35.21,37.79,40.37,34.73,29.09
31.17,36.14,41.1,45.96,50.81,48.13,45.45
22.35,21.26,20.18,16.93,13.69,15.88,18.08
57.21,56.76,56.32,51.54,46.77,47.94,49.11
46.0,56.26,66.51,66.97,67.43,60.65,53.88
20.44,20.09,19.74,15.04,10.35,10.19,10.03
23.18,26.33,29.48,28.73,27.98,23.9,19.83
8.4,4.2,0.0,5.18,10.35,10.19,10.03
3.76,3.76,3.76,9.44,15.12,13.5,11.87
41.8,38.4,34.99,28.58,22.16,20.12,18.08
79.88,80.43,80.99,79.92,78.86,77.26,75.65
10.95,7.92,4.9,10.01,15.12,15.48,15.85
22.73,15.74,8.76,7.14,5.51,6.29,7.07
3.63,3.56,3.5,1.75,0.0,0.0,0.0
32.73,34.58,36.42,31.11,25.79,20.82,15.85
86.98,85.58,84.18,84.24,84.3,83.93,83.55
99.4,99.38,99.36,99.34,99.33,99.33,99.33
86.79,83.91,81.03,67.77,54.5,30.14,5.79
90.7,89.81,88.92,89.11,89.3,91.23,93.16
97.93,97.96,97.99,97.93,97.87,97.78,97.68
82.81,82.27,81.73,82.72,83.7,83.49,83.29
3.09,3.16,3.22,1.61,0.0,1.58,3.15
78.35,77.58,76.82,75.5,74.18,74.71,75.24
28.84,39.98,51.13,51.58,52.02,50.15,48.28
27.51,28.42,29.32,34.16,39.0,37.61,36.22
41.26,35.76,30.25,30.02,29.8,25.99,22.18
80.32,80.36,80.39,81.34,82.3,83.82,85.33
0.0,1.26,2.52,2.62,2.71,2.93,3.15
71.7,71.74,71.79,71.87,71.95,69.59,67.22
69.56,69.88,70.2,71.84,73.48,75.04,76.61
53.68,55.5,57.31,56.51,55.71,53.18,50.64
50.46,58.47,66.48,64.44,62.4,59.89,57.38
0.0,0.0,0.0,0.0,0.0,0.0,0.0
46.99,48.54,50.08,51.7,53.33,51.22,49.11
7.16,13.29,19.42,28.34,37.25,43.18,49.11
55.49,56.11,56.73,55.62,54.5,54.86,55.22
46.86,45.54,44.22,31.9,19.58,9.79,0.0
49.03,52.04,55.05,52.26,49.47,48.14,46.82
31.42,32.2,32.98,29.38,25.79,38.69,51.59
30.18,34.92,39.67,37.74,35.82,32.46,29.09
5.38,12.84,20.31,21.24,22.16,27.39,32.62
4.11,5.6,7.1,9.49,11.88,12.67,13.46
53.04,57.36,61.67,56.84,52.02,58.09,64.16
23.37,28.43,33.49,40.13,46.77,50.32,53.88
7.86,10.46,13.05,13.37,13.69,14.77,15.85
11.94,13.4,14.87,21.42,27.98,21.92,15.85
24.1,25.83,27.57,31.7,35.82,22.92,10.03
80.52,79.58,78.64,77.94,77.24,77.28,77.31
95.29,95.3,95.32,95.27,95.22,94.65,94.08
21.97,20.0,18.02,17.78,17.54,13.1,8.66
24.29,26.53,28.78,23.16,17.54,18.69,19.83
7.13,13.04,18.94,16.32,13.69,10.38,7.07
98.63,98.9,99.17,99.3,99.43,99.44,99.46
31.04,35.0,38.97,40.34,41.71,42.86,44.02
72.91,72.13,71.35,70.04,68.74,71.37,74.0
0.0,5.66,11.33,12.51,13.69,9.06,4.42
11.52,12.76,14.01,11.22,8.44,7.76,7.07
17.64,33.27,48.9,47.32,45.75,46.28,46.82
5.54,12.43,19.33,13.12,6.91,9.39,11.87
64.53,65.33,66.13,66.33,66.54,64.02,61.49
57.08,59.45,61.83,58.16,54.5,51.39,48.28
55.08,52.88,50.68,53.77,56.86,57.68,58.5
36.58,35.82,35.05,43.54,52.02,51.8,51.59
70.96,58.6,46.23,46.5,46.77,41.5,36.22
67.4,69.12,70.84,68.27,65.71,67.12,68.52
80.55,79.93,79.31,83.52,87.74,87.5,87.27
62.85,61.26,59.66,58.26,56.86,56.04,55.22
52.98,58.87,64.76,62.46,60.17,53.5,46.82
64.63,52.61,40.59,46.3,52.02,53.62,55.22
55.05,57.76,60.46,59.17,57.88,60.2,62.51
22.45,17.18,11.91,8.71,5.51,4.96,4.42
44.0,50.21,56.42,57.15,57.88,60.2,62.51
42.76,48.87,54.98,56.43,57.88,47.05,36.22
98.31,98.34,98.38,98.44,98.5,98.58,98.66
64.85,63.93,63.01,64.36,65.71,65.37,65.02
19.68,23.29,26.9,25.53,24.16,18.81,13.46
17.32,15.63,13.94,12.91,11.88,13.86,15.85
41.39,40.69,39.99,42.87,45.75,42.62,39.5
88.06,88.9,89.75,89.02,88.28,87.33,86.38
98.73,98.68,98.63,98.55,98.47,98.47,98.47
10.0,12.14,14.29,18.22,22.16,29.19,36.22
5.99,10.06,14.14,15.84,17.54,13.78,10.03
93.63,93.25,92.87,92.9,92.93,92.88,92.84
58.61,54.4,50.18,50.5,50.81,41.72,32.62
48.52,50.48,52.44,53.47,54.5,55.94,57.38
96.85,96.9,96.94,96.84,96.75,96.62,96.5
52.66,49.88,47.09,44.4,41.71,47.8,53.88
9.14,18.24,27.35,24.76,22.16,16.1,10.03
67.21,67.7,68.19,66.47,64.76,65.3,65.85
29.39,26.8,24.2,28.1,32.0,32.31,32.62
65.65,61.92,58.2,53.1,48.01,52.7,57.38
44.86,45.45,46.04,45.26,44.48,40.35,36.22
61.95,60.95,59.95,60.7,61.45,53.45,45.45
15.47,12.04,8.6,9.48,10.35,18.67,26.99
8.15,7.22,6.3,4.5,2.71,2.93,3.15
66.03,68.64,71.25,68.9,66.54,66.2,65.85
44.06,35.24,26.42,21.98,17.54,14.71,11.87
22.92,25.02,27.13,27.55,27.98,27.48,26.99
2.87,2.72,2.58,1.29,0.0,0.0,0.0
6.97,8.46,9.96,8.43,6.91,6.35,5.79
66.19,62.83,59.47,62.11,64.76,60.58,56.4
57.18,54.06,50.94,47.06,43.17,37.9,32.62
94.81,94.51,94.21,93.89,93.57,94.06,94.56
35.21,37.71,40.21,33.0,25.79,22.81,19.83
78.03,78.04,78.06,77.4,76.73,74.79,72.85
45.14,44.33,43.52,45.14,46.77,37.93,29.09
35.28,33.78,32.28,37.72,43.17,44.31,45.45
29.77,26.78,23.78,22.97,22.16,22.17,22.18
83.13,83.0,82.87,81.56,80.26,80.63,81.0
71.67,71.86,72.05,70.98,69.91,72.29,74.67
67.3,70.44,73.58,71.47,69.37,66.33,63.3
81.41,82.76,84.11,83.33,82.55,81.77,81.0
89.91,89.98,90.04,90.16,90.29,90.56,90.83
63.39,63.77,64.15,63.74,63.32,62.4,61.49
73.42,67.04,60.65,55.06,49.47,59.44,69.41
65.9,65.31,64.72,64.02,63.32,69.96,76.61
59.66,62.8,65.93,65.34,64.76,60.58,56.4
69.98,66.0,62.02,61.1,60.17,66.1,72.02
92.2,91.53,90.86,90.58,90.29,90.02,89.75
61.6,62.43,63.26,62.36,61.45,60.98,60.5
94.43,94.73,95.03,95.19,95.35,95.3,95.26
87.62,87.09,86.56,86.29,86.02,85.92,85.81
32.28,33.41,34.54,34.22,33.91,35.07,36.22
64.79,65.11,65.43,67.4,69.37,68.48,67.6
53.61,52.52,51.42,47.3,43.17,41.34,39.5
16.14,17.23,18.31,16.0,13.69,17.94,22.18
38.27,25.83,13.4,13.55,13.69,12.78,11.87
61.32,57.02,52.72,45.86,39.0,39.25,39.5
53.39,51.18,48.97,43.11,37.25,39.16,41.06
42.82,44.04,45.27,48.64,52.02,50.56,49.11
36.9,37.8,38.71,42.23,45.75,45.6,45.45
56.73,50.82,44.92,41.08,37.25,39.16,41.06
79.75,80.44,81.12,80.93,80.74,77.99,75.24
50.75,49.35,47.95,47.98,48.01,54.75,61.49
58.26,59.56,60.87,59.38,57.88,63.2,68.52
92.68,92.66,92.65,92.94,93.22,92.9,92.58
75.39,73.45,71.51,68.61,65.71,69.28,72.85
25.53,32.04,38.55,38.78,39.0,46.44,53.88
34.32,23.26,12.19,12.04,11.88,11.88,11.87
14.29,11.82,9.36,6.04,2.71,2.93,3.15
52.94,45.1,37.25,35.58,33.91,35.07,36.22
2.67,2.72,2.77,4.14,5.51,4.33,3.15
28.11,26.65,25.18,33.44,41.71,42.08,42.46
60.68,58.48,56.29,58.87,61.45,58.34,55.22
89.27,89.19,89.11,89.43,89.75,89.91,90.07
75.84,75.71,75.58,75.5,75.42,74.94,74.47
53.84,48.82,43.81,50.33,56.86,63.14,69.41
83.89,84.1,84.3,83.42,82.55,81.6,80.65
29.32,27.82,26.33,21.94,17.54,39.02,60.5
3.69,3.82,3.95,3.33,2.71,1.36,0.0
31.9,34.52,37.15,35.53,33.91,35.94,37.97
0.0,0.0,0.0,4.22,8.44,9.24,10.03
70.04,73.94,77.84,79.46,81.09,79.2,77.31
71.63,71.46,71.28,71.62,71.95,72.66,73.36
50.18,49.9,49.63,48.82,48.01,48.56,49.11
76.38,76.2,76.03,75.28,74.53,73.94,73.36
72.52,74.9,77.27,76.55,75.84,67.17,58.5
64.44,58.46,52.47,54.09,55.71,58.6,61.49
22.19,24.94,27.7,23.64,19.58,11.36,3.15
34.38,37.65,40.91,40.64,40.37,45.5,50.64
29.0,25.4,21.81,28.82,35.82,36.9,37.97
69.12,68.53,67.94,67.24,66.54,64.53,62.51
75.74,75.37,75.01,74.77,74.53,73.94,73.36
55.33,52.04,48.74,47.76,46.77,47.94,49.11
83.22,82.7,82.17,82.23,82.3,81.65,81.0
40.82,39.59,38.36,37.8,37.25,37.61,37.97
78.7,78.12,77.55,75.87,74.18,73.1,72.02
89.46,88.95,88.44,88.09,87.74,87.14,86.54
78.96,79.52,80.07,80.16,80.26,80.85,81.44
37.89,28.05,18.21,23.1,27.98,29.46,30.94
51.58,52.71,53.84,45.54,37.25,47.88,58.5
77.81,77.2,76.6,79.57,82.55,81.77,81.0
11.49,18.53,25.57,39.45,53.33,52.98,52.64
27.16,22.99,18.82,22.31,25.79,28.36,30.94
49.38,45.26,41.13,45.3,49.47,44.48,39.5
83.48,83.72,83.95,84.12,84.3,82.87,81.44
42.53,46.22,49.92,45.82,41.71,39.84,37.97
68.58,68.68,68.77,69.71,70.65,67.84,65.02
31.26,30.27,29.29,24.44,19.58,17.72,15.85
57.72,63.2,68.67,68.05,67.43,64.46,61.49
62.88,68.04,73.19,72.57,71.95,70.68,69.41
64.12,59.7,55.27,59.63,63.99,68.42,72.85
62.97,64.96,66.95,66.74,66.54,64.92,63.3
81.73,81.76,81.79,80.96,80.13,80.56,81.0
55.4,59.13,62.85,59.85,56.86,63.14,69.41
83.64,83.93,84.21,83.86,83.51,83.53,83.55
67.81,66.66,65.52,67.44,69.37,68.74,68.11
79.31,80.34,81.38,79.31,77.24,78.44,79.63
29.16,22.81,16.46,18.02,19.58,19.71,19.83
39.7,41.45,43.2,39.51,35.82,34.22,32.62
45.97,39.3,32.63,37.17,41.71,44.26,46.82
65.87,63.39,60.9,59.39,57.88,61.86,65.85
76.82,75.77,74.72,74.45,74.18,71.14,68.11
44.83,46.28,47.72,40.82,33.91,30.45,26.99
84.21,84.74,85.26,85.64,86.02,86.74,87.46
52.79,56.14,59.5,62.6,65.71,62.1,58.5
41.55,41.02,40.5,38.16,35.82,39.14,42.46
72.05,70.63,69.21,71.69,74.18,75.4,76.61
72.62,70.68,68.74,65.57,62.4,58.14,53.88
78.57,79.21,79.85,79.52,79.18,78.24,77.31
50.72,49.18,47.63,46.69,45.75,47.43,49.11
54.19,56.36,58.52,59.98,61.45,65.43,69.41
24.42,29.99,35.56,41.78,48.01,48.14,48.28
24.77,26.32,27.86,37.94,48.01,45.24,42.46
47.66,44.46,41.26,46.64,52.02,60.07,68.11
24.13,21.24,18.34,20.25,22.16,15.41,8.66
86.63,86.62,86.6,85.3,83.99,83.1,82.21
74.82,73.53,72.24,71.81,71.38,74.23,77.08
55.56,56.09,56.61,56.16,55.71,57.55,59.39
21.36,18.75,16.14,15.63,15.12,13.5,11.87
84.3,84.56,84.81,83.68,82.55,82.72,82.88
78.06,78.04,78.03,77.38,76.73,75.04,73.36
53.23,51.54,49.86,47.8,45.75,46.28,46.82
65.36,64.03,62.69,63.34,63.99,63.64,63.3
94.49,94.46,94.43,94.19,93.95,93.4,92.84
56.03,55.9,55.78,57.98,60.17,59.78,59.39
13.66,12.37,11.08,11.48,11.88,14.98,18.08
30.6,34.74,38.87,38.06,37.25,37.61,37.97
96.88,96.56,96.24,96.38,96.53,96.37,96.21
62.02,61.18,60.33,66.14,71.95,68.9,65.85
34.8,38.96,43.11,46.29,49.47,46.74,44.02
41.45,37.64,33.84,30.91,27.98,20.72,13.46
60.27,59.22,58.17,55.1,52.02,53.62,55.22
63.32,62.91,62.5,65.62,68.74,69.74,70.75
59.28,56.91,54.54,54.52,54.5,54.19,53.88
28.18,25.49,22.8,20.17,17.54,16.7,15.85
13.82,13.9,13.98,19.07,24.16,29.42,34.69
70.46,67.34,64.22,65.82,67.43,72.99,78.55
33.52,25.79,18.05,25.02,32.0,34.11,36.22
75.9,75.38,74.85,73.11,71.38,72.37,73.36
32.22,35.66,39.1,39.05,39.0,44.06,49.11
29.83,21.28,12.73,16.16,19.58,31.02,42.46
45.69,43.53,41.36,46.08,50.81,51.72,52.64
44.41,43.87,43.33,45.67,48.01,43.76,39.5
68.29,72.7,77.11,78.48,79.85,75.3,70.75
48.23,50.72,53.2,52.61,52.02,59.3,66.58
88.38,89.03,89.68,89.78,89.88,88.88,87.87
62.72,57.74,52.75,51.11,49.47,54.98,60.5
70.36,67.18,63.99,63.65,63.32,65.46,67.6
42.5,39.08,35.66,35.74,35.82,32.46,29.09
22.32,22.19,22.06,27.98,33.91,33.26,32.62
57.27,60.38,63.48,63.74,63.99,56.14,48.28
61.67,65.36,69.05,72.45,75.84,72.18,68.52
33.08,33.34,33.59,35.42,37.25,36.74,36.22
96.75,96.54,96.34,96.37,96.4,96.35,96.31
46.64,42.9,39.16,24.76,10.35,5.18,0.0
49.57,53.64,57.72,54.27,50.81,43.52,36.22
92.9,92.22,91.53,90.76,90.0,89.35,88.7
45.37,48.76,52.15,58.45,64.76,58.18,51.59
84.02,83.14,82.27,80.85,79.43,80.44,81.44
51.32,50.68,50.05,49.03,48.01,48.14,48.28
7.8,7.61,7.42,8.88,10.35,13.1,15.85
52.05,58.64,65.23,67.3,69.37,66.33,63.3
37.19,31.68,26.17,19.02,11.88,12.67,13.46
76.7,78.59,80.48,78.86,77.24,74.63,72.02
68.32,67.81,67.3,65.31,63.32,53.67,44.02
25.92,23.88,21.84,17.76,13.69,27.38,41.06
61.29,62.91,64.53,55.65,46.77,49.7,52.64
33.94,32.71,31.49,32.7,33.91,38.18,42.46
20.31,23.54,26.77,25.46,24.16,18.81,13.46
42.95,50.91,58.87,59.52,60.17,53.5,46.82
73.83,69.56,65.3,63.38,61.45,57.66,53.88
3.28,5.08,6.88,6.9,6.91,5.66,4.42
39.32,39.83,40.34,37.12,33.91,34.3,34.69
90.29,90.24,90.19,90.38,90.58,90.22,89.85
75.77,79.14,82.52,82.82,83.13,83.75,84.37
63.67,61.94,60.2,63.82,67.43,70.4,73.36
33.65,36.44,39.22,39.8,40.37,39.93,39.5
80.29,78.82,77.36,78.11,78.86,83.36,87.87
48.2,47.42,46.64,43.5,40.37,39.17,37.97
57.15,57.49,57.82,56.16,54.5,51.39,48.28
72.56,73.82,75.07,74.8,74.53,75.32,76.1
69.4,68.73,68.07,63.69,59.31,60.4,61.49
34.89,32.95,31.01,32.46,33.91,29.78,25.65
81.53,81.61,81.69,81.82,81.95,82.42,82.88
83.6,82.16,80.71,78.97,77.24,75.62,74.0
61.57,61.67,61.76,53.76,45.75,44.88,44.02
54.54,55.59,56.64,59.04,61.45,60.42,59.39
84.5,82.56,80.61,79.9,79.18,76.92,74.67
59.44,56.04,52.63,54.17,55.71,59.51,63.3
80.71,82.64,84.56,84.59,84.62,84.5,84.37
74.15,74.13,74.12,67.79,61.45,57.04,52.64
91.88,92.02,92.17,93.2,94.24,94.67,95.1
20.73,21.24,21.74,22.95,24.16,22.0,19.83
68.42,69.76,71.09,70.23,69.37,71.11,72.85
46.04,44.74,43.43,45.1,46.77,46.79,46.82
74.24,74.16,74.08,75.4,76.73,76.42,76.1
81.34,83.52,85.71,85.32,84.94,83.19,81.44
83.92,83.57,83.22,82.88,82.55,83.7,84.85
49.22,53.2,57.18,50.83,44.48,49.18,53.88
44.89,47.14,49.38,46.28,43.17,44.31,45.45
65.84,54.84,43.84,45.92,48.01,48.56,49.11
37.22,34.83,32.44,28.3,24.16,29.42,34.69
11.08,10.19,9.3,8.87,8.44,9.24,10.03
42.34,36.7,31.07,34.16,37.25,42.04,46.82
39.99,33.59,27.19,22.36,17.54,23.32,29.09
35.78,39.68,43.58,41.29,39.0,34.04,29.09
57.37,65.1,72.84,75.68,78.51,79.18,79.85
36.42,46.14,55.87,57.59,59.31,61.3,63.3
49.73,45.18,40.62,41.16,41.71,47.18,52.64
53.96,52.87,51.77,49.89,48.01,46.02,44.02
56.16,58.58,61.0,58.93,56.86,51.84,46.82
42.98,44.11,45.24,42.81,40.37,34.73,29.09
62.24,61.68,61.13,59.0,56.86,41.92,26.99
59.25,59.98,60.71,56.36,52.02,50.56,49.11
50.62,50.6,50.59,54.95,59.31,55.97,52.64
49.6,48.71,47.82,42.54,37.25,39.85,42.46
80.17,80.52,80.87,80.8,80.74,79.03,77.31
53.3,57.23,61.16,65.54,69.91,68.57,67.22
98.25,98.18,98.12,98.08,98.03,97.98,97.93
63.71,61.99,60.27,58.56,56.86,58.13,59.39
12.13,21.39,30.66,30.23,29.8,21.63,13.46
42.38,47.01,51.64,57.48,63.32,70.76,78.2
73.45,74.04,74.63,75.24,75.84,75.74,75.65
92.87,92.68,92.49,91.96,91.44,91.4,91.37
20.18,20.86,21.55,17.62,13.69,11.86,10.03
71.28,72.32,73.35,75.3,77.24,79.34,81.44
60.65,58.31,55.97,59.64,63.32,65.27,67.22
45.65,41.56,37.47,32.72,27.98,31.34,34.69
70.07,69.76,69.44,63.66,57.88,59.68,61.49
74.72,76.98,79.24,80.16,81.09,79.99,78.9
76.79,77.02,77.24,76.16,75.07,76.98,78.9
41.71,45.14,48.58,45.14,41.71,37.17,32.62
30.85,29.37,27.89,36.18,44.48,49.85,55.22
71.98,70.84,69.69,66.5,63.32,64.95,66.58
38.52,44.88,51.23,33.17,15.12,23.87,32.62
48.87,45.96,43.04,36.42,29.8,29.44,29.09
80.67,79.22,77.78,77.74,77.71,76.68,75.65
81.98,77.6,73.23,71.57,69.91,70.96,72.02
34.07,33.21,32.35,34.08,35.82,44.85,53.88
68.35,73.98,79.62,79.74,79.85,80.12,80.39
67.46,70.74,74.02,75.16,76.31,73.84,71.36
59.38,58.88,58.39,56.44,54.5,55.94,57.38
25.06,25.47,25.88,24.02,22.16,19.0,15.85
96.31,96.47,96.63,96.77,96.91,96.94,96.98
88.83,88.35,87.87,86.94,86.02,86.74,87.46
71.06,65.12,59.18,65.74,72.3,73.48,74.67
31.36,28.88,26.39,27.18,27.98,30.3,32.62
39.06,38.93,38.81,33.39,27.98,23.03,18.08
91.34,91.23,91.12,90.21,89.3,88.65,88.0
57.12,48.52,39.92,37.87,35.82,44.85,53.88
64.76,62.42,60.08,61.7,63.32,61.36,59.39
98.85,98.84,98.82,98.82,98.82,98.84,98.85
29.61,31.68,33.75,31.78,29.8,28.4,26.99
55.27,48.3,41.32,39.29,37.25,30.56,23.87
79.85,80.32,80.8,79.02,77.24,76.67,76.1
16.62,15.0,13.37,12.62,11.88,13.86,15.85
74.88,75.65,76.41,75.74,75.07,76.81,78.55
85.32,85.05,84.78,85.13,85.48,84.74,83.99
73.51,73.0,72.49,71.2,69.91,64.65,59.39
9.81,7.3,4.78,4.33,3.88,3.52,3.15
73.16,71.6,70.04,72.94,75.84,77.74,79.63
76.6,65.54,54.47,53.9,53.33,57.92,62.51
56.8,58.58,60.36,56.84,53.33,51.22,49.11
87.87,86.9,85.93,86.39,86.85,86.44,86.03
21.49,18.46,15.44,17.51,19.58,16.52,13.46
69.02,64.0,58.99,57.35,55.71,57.55,59.39
57.05,59.96,62.88,59.3,55.71,54.18,52.64
51.54,47.5,43.46,40.35,37.25,26.55,15.85
79.43,79.7,79.97,79.7,79.43,78.26,77.08
47.82,51.28,54.73,58.09,61.45,55.28,49.11
52.91,54.58,56.26,52.86,49.47,52.34,55.22
71.57,67.1,62.62,55.32,48.01,51.62,55.22
51.07,54.86,58.64,55.33,52.02,50.56,49.11
63.07,66.88,70.68,69.06,67.43,61.33,55.22
0.0,1.74,3.47,3.09,2.71,4.25,5.79
12.93,18.07,23.21,31.79,40.37,33.01,25.65
27.83,26.8,25.76,25.78,25.79,28.36,30.94
19.39,28.12,36.84,32.41,27.98,21.92,15.85
39.83,45.59,51.35,44.3,37.25,22.96,8.66
43.14,48.96,54.79,58.12,61.45,65.43,69.41
60.84,53.17,45.5,43.6,41.71,40.61,39.5
35.63,40.08,44.54,44.51,44.48,37.71,30.94
50.49,49.86,49.22,41.57,33.91,35.07,36.22
63.93,64.13,64.34,63.37,62.4,56.52,50.64
82.04,80.45,78.86,80.58,82.3,79.46,76.61
41.64,44.81,47.98,38.89,29.8,24.82,19.83
66.6,62.1,57.59,54.8,52.02,58.09,64.16
14.26,23.26,32.25,33.08,33.91,33.26,32.62
94.24,94.66,95.07,95.4,95.73,95.83,95.93
49.0,53.92,58.83,61.8,64.76,61.07,57.38
9.46,8.15,6.84,4.78,2.71,1.36,0.0
82.52,81.79,81.06,78.45,75.84,75.26,74.67
8.28,30.14,51.99,53.25,54.5,53.57,52.64
73.99,73.06,72.14,71.4,70.65,67.4,64.16
78.67,76.79,74.91,71.17,67.43,64.97,62.51
57.94,60.91,63.87,63.93,63.99,60.2,56.4
93.03,93.76,94.49,93.86,93.22,92.7,92.17
18.53,12.46,6.4,21.11,35.82,31.4,26.99
16.01,23.0,29.99,28.98,27.98,26.82,25.65
11.14,11.89,12.64,6.32,0.0,0.0,0.0
28.65,29.46,30.28,34.64,39.0,37.61,36.22
46.77,53.68,60.59,55.03,49.47,45.26,41.06
16.24,12.9,9.55,8.23,6.91,5.03,3.15
0.0,0.0,0.0,5.94,11.88,11.88,11.87
39.22,47.02,54.82,52.14,49.47,39.28,29.09
67.37,68.23,69.09,68.26,67.43,69.09,70.75
8.6,6.56,4.52,2.26,0.0,4.33,8.66
0.0,0.0,0.0,0.0,0.0,5.01,10.03
47.44,50.91,54.38,53.2,52.02,49.42,46.82
23.11,21.32,19.52,16.6,13.69,12.78,11.87
23.3,23.96,24.61,29.26,33.91,31.5,29.09
90.54,90.51,90.48,90.24,90.0,90.34,90.67
9.39,6.38,3.37,12.76,22.16,20.12,18.08
41.99,43.32,44.64,37.22,29.8,23.94,18.08
81.25,80.49,79.72,73.58,67.43,61.92,56.4
65.14,63.78,62.43,59.64,56.86,59.18,61.49
51.35,40.84,30.34,17.11,3.88,20.05,36.22
56.29,55.35,54.41,54.46,54.5,55.45,56.4
40.75,43.09,45.43,41.34,37.25,39.85,42.46
25.85,24.88,23.91,18.8,13.69,17.94,22.18
56.1,54.7,53.3,51.39,49.47,43.72,37.97
91.66,90.75,89.84,89.8,89.75,90.88,92.01
50.14,53.1,56.06,58.76,61.45,60.98,60.5
47.28,41.04,34.8,35.31,35.82,33.38,30.94
51.38,53.78,56.19,50.97,45.75,37.42,29.09
6.08,5.74,5.41,2.7,0.0,0.0,0.0
58.42,53.22,48.01,42.63,37.25,38.38,39.5
49.92,52.53,55.14,49.81,44.48,46.38,48.28
73.19,69.29,65.39,63.9,62.4,66.58,70.75
48.84,49.82,50.81,48.79,46.77,46.79,46.82
16.27,12.2,8.12,6.82,5.51,4.33,3.15
66.13,65.94,65.74,66.14,66.54,71.32,76.1
36.93,40.01,43.08,51.62,60.17,57.7,55.22
56.83,59.87,62.91,55.46,48.01,37.5,26.99
85.04,82.66,80.29,79.4,78.51,76.59,74.67
51.89,54.87,57.85,51.8,45.75,39.18,32.62
46.13,36.18,26.23,15.87,5.51,4.96,4.42
27.32,23.29,19.26,22.52,25.79,29.2,32.62
55.43,47.39,39.35,31.76,24.16,27.55,30.94
48.04,47.24,46.45,50.48,54.5,56.5,58.5
35.75,39.74,43.74,42.06,40.37,36.49,32.62
74.91,77.24,79.56,75.93,72.3,65.84,59.39
32.86,17.84,2.83,12.5,22.16,23.9,25.65
65.68,69.48,73.29,73.91,74.53,75.92,77.31
47.85,48.93,50.02,58.28,66.54,64.92,63.3
34.73,38.87,43.01,48.17,53.33,60.46,67.6
98.82,98.65,98.47,98.23,97.99,97.64,97.29
31.77,38.06,44.35,40.08,35.82,33.38,30.94
19.13,21.94,24.74,21.14,17.54,14.71,11.87
62.66,68.32,73.99,70.26,66.54,64.92,63.3
75.1,72.9,70.71,70.31,69.91,74.6,79.28
0.0,9.79,19.58,42.17,64.76,67.76,70.75
91.4,91.22,91.05,90.18,89.3,89.26,89.21
61.76,60.55,59.34,61.67,63.99,68.01,72.02
91.79,91.9,92.01,91.84,91.66,90.54,89.43
50.88,45.48,40.08,38.66,37.25,30.56,23.87
68.64,65.35,62.05,59.96,57.88,61.02,64.16
15.57,20.1,24.64,30.23,35.82,35.26,34.69
3.92,1.96,0.0,2.76,5.51,10.68,15.85
