2014 SVI Unemployed Data and Encoding,2015 SVI Unemployed Data and Encoding,2016 SVI Unemployed Data and Encoding,2017 SVI Unemployed Data and Encoding,2018 SVI Unemployed Data and Encoding,2019 SVI Unemployed Data and Encoding,2020 SVI Unemployed Data and Encoding
25.76,30.54,35.31,55.57,75.83,81.71,87.59
51.74,51.45,51.16,52.3,53.44,34.26,15.09
83.25,79.43,75.61,78.55,81.5,79.19,76.89
79.82,82.6,85.39,87.96,90.54,90.9,91.25
85.9,86.95,88.0,84.26,80.51,76.72,72.92
23.78,20.28,16.78,17.5,18.22,16.1,13.97
23.78,28.38,32.98,34.66,36.34,46.1,55.86
67.34,58.46,49.57,39.4,29.24,33.44,37.65
91.5,89.24,86.98,88.76,90.54,92.8,95.07
72.78,64.15,55.52,57.92,60.32,52.09,43.86
55.21,62.29,69.37,62.09,54.81,53.27,51.72
76.5,80.62,84.75,75.1,65.45,58.58,51.72
88.19,80.94,73.7,65.2,56.69,58.2,59.71
81.31,59.04,36.77,37.58,38.38,47.12,55.86
40.08,53.04,66.0,50.44,34.87,28.42,21.96
96.98,98.09,99.2,97.6,95.99,97.9,99.81
51.74,50.65,49.57,38.51,27.45,30.34,33.23
90.61,86.6,82.59,82.04,81.5,86.79,92.08
88.98,90.4,91.82,93.09,94.36,94.19,94.02
90.29,88.32,86.34,83.02,79.71,78.88,78.04
60.74,78.19,95.64,96.58,97.52,93.06,88.61
68.04,69.84,71.63,66.85,62.07,66.79,71.51
56.45,65.07,73.7,77.1,80.51,63.96,47.42
90.61,88.34,86.06,79.19,72.32,54.98,37.65
80.58,84.0,87.42,88.76,90.1,82.8,75.49
99.49,98.1,96.72,92.84,88.95,91.31,93.67
93.47,94.28,95.1,92.82,90.54,83.72,76.89
92.71,86.01,79.31,80.82,82.32,79.6,76.89
95.89,94.24,92.58,92.16,91.75,63.57,35.39
60.74,43.31,25.88,23.88,21.88,43.15,64.42
98.54,98.76,98.98,97.8,96.62,72.02,47.42
6.08,11.81,17.54,13.07,8.6,6.02,3.44
97.87,95.83,93.79,90.54,87.29,86.07,84.85
83.25,83.3,83.35,83.78,84.2,78.56,72.92
49.38,37.63,25.88,18.56,11.24,12.06,12.89
54.09,71.64,89.18,91.77,94.36,88.81,83.26
84.97,80.29,75.61,62.83,50.06,42.72,35.39
19.33,30.14,40.94,47.19,53.44,72.96,92.49
91.5,90.02,88.54,85.43,82.32,74.24,66.17
91.05,84.28,77.52,68.92,60.32,72.58,84.85
66.35,64.2,62.05,67.18,72.32,52.77,33.23
89.88,83.7,77.52,49.03,20.54,33.98,47.42
87.17,90.88,94.59,89.64,84.68,61.17,37.65
72.78,62.67,52.56,59.0,65.45,72.68,79.92
55.21,59.41,63.61,61.08,58.54,52.98,47.42
48.2,41.21,34.22,26.22,18.22,26.8,35.39
98.92,96.76,94.59,89.0,83.41,54.42,25.43
86.37,87.46,88.54,83.22,77.9,65.88,53.85
81.76,88.51,95.26,87.48,79.71,69.71,59.71
49.38,38.29,27.19,16.46,5.73,39.96,74.19
24.86,42.16,59.47,77.61,95.76,89.51,83.26
33.43,27.98,22.54,25.0,27.45,24.7,21.96
82.36,82.04,81.73,72.74,63.76,66.96,70.15
54.09,59.38,64.66,69.06,73.47,71.09,68.71
72.78,72.84,72.91,51.08,29.24,18.61,7.99
28.84,43.48,58.13,66.98,75.83,80.85,85.87
79.82,73.98,68.13,67.55,66.97,71.23,75.49
60.74,59.44,58.13,57.41,56.69,65.44,74.19
22.86,24.37,25.88,27.56,29.24,32.32,35.39
0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.86,25.37,25.88,25.22,24.55,23.26,21.96
54.09,46.0,37.92,34.56,31.21,42.53,53.85
37.76,33.06,28.37,25.12,21.88,23.66,25.43
82.36,85.77,89.18,92.58,95.99,96.82,97.64
38.81,46.53,54.25,58.16,62.07,60.89,59.71
8.05,8.99,9.93,11.81,13.69,19.56,25.43
73.96,80.01,86.06,87.28,88.5,81.99,75.49
36.55,41.36,46.16,37.7,29.24,45.34,61.43
13.59,12.75,11.91,8.12,4.33,4.98,5.63
88.19,78.78,69.37,67.41,65.45,35.54,5.63
47.06,40.64,34.22,27.38,20.54,25.6,30.65
24.86,23.27,21.68,21.78,21.88,25.24,28.61
17.06,15.34,13.63,18.49,23.34,17.67,12.0
40.08,44.82,49.57,52.19,54.81,38.39,21.96
86.66,52.1,17.54,15.0,12.45,10.82,9.2
71.89,70.63,69.37,68.17,66.97,57.19,47.42
4.93,4.95,4.97,5.11,5.25,16.23,27.21
40.08,29.82,19.55,17.2,14.84,17.44,20.05
20.25,20.96,21.68,51.59,81.5,50.77,20.05
61.99,54.08,46.16,48.11,50.06,62.13,74.19
15.31,13.29,11.27,23.8,36.34,33.49,30.65
67.34,63.4,59.47,66.47,73.47,75.18,76.89
26.81,19.9,12.99,7.82,2.64,1.9,1.15
31.01,29.1,27.19,46.32,65.45,70.47,75.49
92.04,84.37,76.7,54.84,32.99,24.63,16.26
28.02,22.78,17.54,24.38,31.21,53.35,75.49
54.09,48.88,43.68,41.74,39.81,41.84,43.86
26.81,24.68,22.54,28.7,34.87,27.46,20.05
50.72,38.3,25.88,25.22,24.55,35.08,45.61
63.01,58.63,54.25,49.58,44.9,37.78,30.65
48.2,55.12,62.05,51.86,41.66,49.79,57.92
41.39,38.35,35.31,26.76,18.22,23.42,28.61
25.76,34.08,42.41,48.61,54.81,54.33,53.85
43.52,34.27,25.02,19.36,13.69,17.82,21.96
70.77,75.42,80.07,74.19,68.31,76.58,84.85
22.03,22.28,22.54,20.38,18.22,29.96,41.69
26.81,31.79,36.77,36.56,36.34,28.2,20.05
22.86,37.71,52.56,47.8,43.03,22.28,1.53
90.29,82.41,74.53,53.76,32.99,22.5,12.0
81.76,74.94,68.13,59.1,50.06,46.96,43.86
48.2,47.18,46.16,34.75,23.34,43.06,62.79
79.82,83.62,87.42,87.36,87.29,89.27,91.25
73.96,55.36,36.77,47.66,58.54,57.2,55.86
35.5,27.19,18.88,18.02,17.17,16.72,16.26
14.74,19.22,23.69,26.46,29.24,15.38,1.53
87.68,83.88,80.07,64.42,48.76,58.74,68.71
36.55,40.12,43.68,40.01,36.34,34.78,33.23
97.13,95.03,92.93,83.2,73.47,80.14,86.82
44.57,40.67,36.77,30.06,23.34,17.27,11.2
81.31,75.84,70.36,70.64,70.92,78.4,85.87
15.31,20.6,25.88,27.56,29.24,22.75,16.26
55.21,53.18,51.16,49.04,46.91,49.32,51.72
36.55,35.38,34.22,38.62,43.03,41.08,39.12
47.06,43.35,39.64,53.97,68.31,67.24,66.17
72.78,73.66,74.53,69.14,63.76,69.62,75.49
34.54,32.36,30.18,34.28,38.38,42.9,47.42
28.02,26.52,25.02,21.1,17.17,18.61,20.05
50.72,63.17,75.61,69.68,63.76,47.2,30.65
38.81,37.79,36.77,43.42,50.06,56.42,62.79
19.33,20.94,22.54,19.86,17.17,16.72,16.26
79.05,68.59,58.13,55.78,53.44,66.68,79.92
82.36,82.48,82.59,82.04,81.5,81.58,81.67
58.8,53.52,48.23,48.5,48.76,39.7,30.65
55.21,48.08,40.94,29.05,17.17,12.58,7.99
70.77,75.42,80.07,78.98,77.9,77.97,78.04
38.81,47.16,55.52,52.79,50.06,48.74,47.42
23.78,26.08,28.37,28.81,29.24,23.34,17.44
45.62,42.63,39.64,36.32,32.99,36.06,39.12
79.82,79.94,80.07,69.3,58.54,50.11,41.69
65.46,60.49,55.52,57.92,60.32,73.57,86.82
24.86,24.28,23.69,23.52,23.34,17.27,11.2
78.13,72.06,66.0,69.74,73.47,56.3,39.12
69.02,64.24,59.47,53.19,46.91,43.02,39.12
81.76,85.15,88.54,87.64,86.75,85.0,83.26
57.59,60.6,63.61,66.64,69.68,74.8,79.92
67.34,72.43,77.52,55.26,32.99,62.34,91.69
57.59,61.12,64.66,44.6,24.55,19.26,13.97
56.45,57.96,59.47,51.25,43.03,41.08,39.12
36.55,27.04,17.54,16.19,14.84,18.4,21.96
31.01,40.29,49.57,55.82,62.07,62.43,62.79
95.13,97.08,99.04,99.06,99.08,86.64,74.19
49.38,54.42,59.47,55.59,51.72,62.32,72.92
22.03,25.2,28.37,35.7,43.03,39.21,35.39
61.99,55.11,48.23,49.98,51.72,58.07,64.42
70.77,73.74,76.7,84.22,91.75,92.12,92.49
19.33,17.07,14.8,20.46,26.11,32.62,39.12
70.77,75.42,80.07,78.98,77.9,75.41,72.92
56.45,60.56,64.66,45.38,26.11,31.88,37.65
18.53,21.11,23.69,28.34,32.99,21.1,9.2
74.91,75.26,75.61,64.53,53.44,39.43,25.43
56.45,53.8,51.16,50.61,50.06,50.89,51.72
72.78,71.57,70.36,64.45,58.54,59.13,59.71
40.08,34.22,28.37,34.09,39.81,36.52,33.23
51.74,50.65,49.57,51.5,53.44,54.65,55.86
57.59,55.08,52.56,52.14,51.72,54.82,57.92
78.13,79.93,81.73,76.32,70.92,70.54,70.15
18.53,25.76,32.98,48.37,63.76,53.81,43.86
43.52,43.6,43.68,37.44,31.21,24.85,18.49
38.81,39.22,39.64,44.2,48.76,49.16,49.55
30.25,42.25,54.25,52.98,51.72,58.07,64.42
71.89,75.6,79.31,79.51,79.71,86.46,93.22
63.01,54.02,45.02,38.12,31.21,38.41,45.61
24.86,23.27,21.68,19.95,18.22,18.36,18.49
83.25,84.32,85.39,85.04,84.68,85.75,86.82
57.59,68.83,80.07,77.44,74.81,68.12,61.43
56.45,62.29,68.13,69.53,70.92,65.32,59.71
72.78,75.15,77.52,84.84,92.17,92.12,92.08
35.5,36.14,36.77,48.54,60.32,49.72,39.12
57.59,71.49,85.39,83.86,82.32,76.92,71.51
74.91,69.26,63.61,57.66,51.72,57.26,62.79
22.03,28.12,34.22,37.02,39.81,44.68,49.55
22.03,30.84,39.64,44.85,50.06,41.64,33.23
18.53,19.55,20.57,17.13,13.69,11.44,9.2
32.22,33.22,34.22,37.02,39.81,40.75,41.69
55.21,55.36,55.52,56.1,56.69,59.06,61.43
22.86,18.83,14.8,14.82,14.84,15.55,16.26
64.02,54.52,45.02,50.86,56.69,64.81,72.92
63.01,65.57,68.13,75.23,82.32,84.38,86.44
66.35,56.26,46.16,58.54,70.92,67.67,64.42
22.03,32.22,42.41,34.93,27.45,26.44,25.43
25.76,35.96,46.16,47.46,48.76,55.09,61.43
60.74,66.18,71.63,85.28,98.92,89.42,79.92
89.37,91.31,93.25,92.23,91.21,84.05,76.89
78.13,56.72,35.31,27.39,19.46,15.73,12.0
28.84,28.02,27.19,35.11,43.03,41.08,39.12
32.22,32.6,32.98,43.9,54.81,50.21,45.61
48.2,55.12,62.05,64.51,66.97,66.57,66.17
57.59,63.48,69.37,72.09,74.81,67.26,59.71
90.61,92.54,94.46,93.78,93.09,90.54,88.0
47.06,53.27,59.47,61.61,63.76,57.74,51.72
17.06,29.0,40.94,45.5,50.06,66.66,83.26
56.45,69.52,82.59,76.13,69.68,46.72,23.77
33.43,31.8,30.18,32.53,34.87,32.76,30.65
44.57,47.86,51.16,34.69,18.22,17.83,17.44
80.58,76.1,71.63,73.22,74.81,77.36,79.92
31.01,28.44,25.88,27.56,29.24,32.32,35.39
65.46,53.94,42.41,55.36,68.31,62.08,55.86
83.25,82.92,82.59,80.77,78.95,72.56,66.17
57.59,65.25,72.91,64.8,56.69,47.9,39.12
70.77,68.96,67.14,68.41,69.68,80.32,90.96
22.86,26.52,30.18,28.82,27.45,41.66,55.86
20.25,23.72,27.19,22.7,18.22,21.82,25.43
42.73,57.18,71.63,76.98,82.32,76.24,70.15
57.59,53.58,49.57,48.24,46.91,36.17,25.43
56.45,53.01,49.57,47.24,44.9,47.22,49.55
41.39,51.08,60.78,58.74,56.69,57.31,57.92
85.9,86.66,87.42,88.76,90.1,88.84,87.59
28.84,28.61,28.37,27.24,26.11,24.94,23.77
36.55,34.06,31.58,25.52,19.46,17.28,15.09
57.59,55.08,52.56,52.14,51.72,51.72,51.72
20.25,23.72,27.19,32.78,38.38,38.75,39.12
22.03,21.3,20.57,24.01,27.45,22.97,18.49
77.3,73.33,69.37,67.41,65.45,68.48,71.51
14.23,11.67,9.11,8.44,7.77,13.91,20.05
47.06,40.02,32.98,34.66,36.34,35.86,35.39
55.21,53.18,51.16,39.3,27.45,19.32,11.2
65.46,63.12,60.78,59.66,58.54,48.83,39.12
47.06,44.0,40.94,42.92,44.9,39.06,33.23
58.8,51.24,43.68,45.3,46.91,45.38,43.86
49.38,43.65,37.92,38.15,38.38,31.07,23.77
43.52,42.96,42.41,32.88,23.34,18.66,13.97
17.77,24.68,31.58,28.84,26.11,24.04,21.96
47.06,50.66,54.25,47.03,39.81,29.93,20.05
56.45,42.41,28.37,29.79,31.21,30.93,30.65
52.88,46.91,40.94,37.9,34.87,30.15,25.43
80.58,80.32,80.07,74.88,69.68,72.58,75.49
11.11,9.1,7.1,5.2,3.31,5.33,7.35
54.09,49.56,45.02,40.68,36.34,37.73,39.12
90.61,84.56,78.51,60.08,41.66,40.39,39.12
47.06,45.37,43.68,38.34,32.99,33.11,33.23
64.02,65.01,66.0,60.4,54.81,57.26,59.71
36.55,37.24,37.92,30.63,23.34,16.27,9.2
35.5,36.71,37.92,36.39,34.87,57.79,80.71
21.11,17.37,13.63,14.24,14.84,14.96,15.09
60.74,63.94,67.14,72.2,77.26,80.54,83.83
55.21,48.08,40.94,46.33,51.72,56.58,61.43
15.31,12.99,10.67,10.96,11.24,12.06,12.89
30.25,26.97,23.69,17.02,10.35,11.18,12.0
52.88,50.56,48.23,55.15,62.07,56.9,51.72
24.86,24.94,25.02,24.18,23.34,23.56,23.77
80.58,75.47,70.36,65.34,60.32,47.86,35.39
70.77,65.78,60.78,58.74,56.69,57.31,57.92
54.09,40.64,27.19,22.18,17.17,13.18,9.2
52.88,42.93,32.98,33.92,34.87,26.68,18.49
36.55,40.12,43.68,36.46,29.24,37.42,45.61
60.74,60.76,60.78,54.77,48.76,33.62,18.49
69.02,63.58,58.13,58.34,58.54,39.3,20.05
82.87,65.55,48.23,37.17,26.11,21.78,17.44
35.5,33.54,31.58,29.52,27.45,25.61,23.77
30.25,29.31,28.37,35.7,43.03,33.4,23.77
42.73,35.55,28.37,26.46,24.55,24.16,23.77
35.5,25.62,15.73,11.75,7.77,13.91,20.05
79.05,80.39,81.73,82.57,83.41,82.54,81.67
77.3,75.91,74.53,78.01,81.5,71.46,61.43
49.38,41.18,32.98,36.39,39.81,37.6,35.39
70.77,67.19,63.61,61.96,60.32,60.01,59.71
79.05,77.88,76.7,75.76,74.81,69.62,64.42
66.35,64.2,62.05,57.74,53.44,36.74,20.05
35.5,32.84,30.18,21.94,13.69,8.72,3.76
83.92,79.76,75.61,71.96,68.31,58.93,49.55
40.08,43.12,46.16,55.8,65.45,70.47,75.49
56.45,43.32,30.18,28.14,26.11,27.36,28.61
45.62,44.65,43.68,50.18,56.69,56.28,55.86
66.35,60.94,55.52,61.92,68.31,76.07,83.83
68.04,60.3,52.56,43.72,34.87,32.76,30.65
59.82,48.3,36.77,21.62,6.46,6.04,5.63
56.45,44.02,31.58,31.4,31.21,22.05,12.89
52.88,51.22,49.57,49.82,50.06,49.8,49.55
40.08,46.32,52.56,52.14,51.72,47.79,43.86
31.01,23.37,15.73,13.04,10.35,15.2,20.05
23.78,18.7,13.63,20.54,27.45,21.86,16.26
45.62,44.02,42.41,39.38,36.34,39.02,41.69
22.03,21.3,20.57,24.01,27.45,25.61,23.77
55.21,53.89,52.56,53.68,54.81,60.49,66.17
48.2,46.61,45.02,36.24,27.45,17.72,7.99
48.2,45.94,43.68,42.67,41.66,44.54,47.42
40.08,43.12,46.16,48.11,50.06,44.59,39.12
55.21,44.72,34.22,37.94,41.66,50.68,59.71
69.91,64.69,59.47,53.19,46.91,48.23,49.55
87.17,67.7,48.23,48.5,48.76,43.94,39.12
58.8,60.42,62.05,44.75,27.45,25.61,23.77
40.08,37.15,34.22,30.16,26.11,28.38,30.65
92.04,86.56,81.09,77.28,73.47,68.13,62.79
54.09,45.43,36.77,29.33,21.88,44.02,66.17
45.62,39.3,32.98,47.52,62.07,48.73,35.39
81.31,66.24,51.16,52.3,53.44,57.43,61.43
40.08,40.51,40.94,39.66,38.38,34.51,30.65
28.84,28.61,28.37,21.6,14.84,17.44,20.05
50.72,40.45,30.18,19.84,9.49,11.73,13.97
33.43,33.83,34.22,37.02,39.81,45.76,51.72
37.76,39.35,40.94,41.98,43.03,65.82,88.61
47.06,57.1,67.14,74.73,82.32,75.52,68.71
38.81,37.79,36.77,33.01,29.24,33.44,37.65
21.11,23.06,25.02,23.45,21.88,19.66,17.44
25.76,22.66,19.55,17.83,16.11,19.04,21.96
75.68,74.69,73.7,67.01,60.32,47.86,35.39
73.96,65.47,56.99,55.9,54.81,48.25,41.69
16.17,14.58,12.99,10.04,7.1,9.15,11.2
31.01,30.6,30.18,28.82,27.45,34.57,41.69
28.02,24.85,21.68,16.46,11.24,25.18,39.12
7.04,6.82,6.59,12.4,18.22,43.46,68.71
9.65,8.92,8.18,9.26,10.35,17.06,23.77
30.25,25.96,21.68,14.72,7.77,10.33,12.89
43.52,44.84,46.16,47.46,48.76,63.4,78.04
3.85,5.22,6.59,7.18,7.77,5.2,2.64
11.11,12.05,12.99,12.12,11.24,9.62,7.99
43.52,42.96,42.41,37.7,32.99,45.46,57.92
17.77,17.65,17.54,19.71,21.88,14.62,7.35
17.77,13.18,8.6,11.72,14.84,15.55,16.26
12.86,12.92,12.99,12.72,12.45,13.21,13.97
12.13,15.84,19.55,33.23,46.91,57.81,68.71
12.13,10.36,8.6,12.35,16.11,21.66,27.21
12.13,9.06,5.99,5.86,5.73,7.46,9.2
3.37,4.47,5.57,5.41,5.25,5.44,5.63
7.04,8.08,9.11,8.1,7.1,6.36,5.63
7.48,8.3,9.11,9.3,9.49,11.19,12.89
17.06,16.4,15.73,20.92,26.11,22.3,18.49
7.48,8.04,8.6,7.53,6.46,7.83,9.2
18.53,13.56,8.6,6.46,4.33,5.84,7.35
19.33,19.95,20.57,17.7,14.84,10.72,6.59
13.31,11.21,9.11,14.28,19.46,31.66,43.86
17.06,15.93,14.8,10.02,5.25,6.3,7.35
18.53,19.55,20.57,25.89,31.21,35.16,39.12
17.77,26.0,34.22,53.84,73.47,64.66,55.86
5.35,4.73,4.11,5.6,7.1,12.27,17.44
20.25,17.99,15.73,13.04,10.35,12.72,15.09
38.81,37.06,35.31,33.26,31.21,30.93,30.65
10.54,10.24,9.93,8.2,6.46,5.3,4.14
38.81,36.52,34.22,40.56,46.91,41.15,35.39
16.17,13.05,9.93,10.14,10.35,7.99,5.63
13.59,14.19,14.8,20.46,26.11,29.67,33.23
13.59,20.98,28.37,22.24,16.11,15.6,15.09
16.17,16.86,17.54,17.35,17.17,12.58,7.99
16.17,13.42,10.67,9.22,7.77,9.49,11.2
7.48,18.83,30.18,26.76,23.34,32.52,41.69
12.13,12.88,13.63,17.08,20.54,23.88,27.21
33.43,34.37,35.31,41.11,46.91,42.28,37.65
15.31,14.15,12.99,9.12,5.25,7.22,9.2
12.86,10.98,9.11,13.14,17.17,22.19,27.21
16.17,11.86,7.55,10.0,12.45,14.36,16.26
4.27,3.41,2.55,3.44,4.33,5.46,6.59
26.81,18.37,9.93,6.94,3.95,7.97,12.0
10.54,8.57,6.59,4.82,3.06,6.62,10.18
28.02,25.86,23.69,34.29,44.9,46.16,47.42
8.05,9.98,11.91,9.84,7.77,8.49,9.2
14.74,14.18,13.63,17.08,20.54,22.98,25.43
6.08,8.67,11.27,19.36,27.45,17.72,7.99
4.27,3.41,2.55,6.02,9.49,14.77,20.05
10.54,16.54,22.54,25.89,29.24,43.58,57.92
21.11,22.4,23.69,31.75,39.81,30.88,21.96
13.31,29.74,46.16,57.92,69.68,76.76,83.83
8.05,8.32,8.6,12.35,16.11,20.77,25.43
23.78,21.66,19.55,20.72,21.88,30.5,39.12
14.23,22.91,31.58,35.7,39.81,33.51,27.21
2.55,2.55,2.55,8.12,13.69,19.56,25.43
54.09,59.38,64.66,70.24,75.83,65.84,55.86
16.17,16.48,16.78,17.5,18.22,23.42,28.61
30.25,23.9,17.54,30.28,43.03,38.13,33.23
54.09,39.99,25.88,32.84,39.81,29.15,18.49
4.93,4.0,3.06,3.96,4.87,5.73,6.59
41.39,31.96,22.54,23.54,24.55,19.82,15.09
48.2,45.3,42.41,44.66,46.91,32.17,17.44
11.56,12.6,13.63,13.04,12.45,11.32,10.18
30.25,33.51,36.77,39.9,43.03,49.44,55.86
9.04,11.34,13.63,17.76,21.88,26.26,30.65
12.13,11.7,11.27,12.48,13.69,8.57,3.44
16.17,15.95,15.73,14.71,13.69,11.44,9.2
28.02,32.4,36.77,46.73,56.69,53.12,49.55
67.34,68.85,70.36,70.64,70.92,45.49,20.05
25.76,22.66,19.55,13.32,7.1,12.8,18.49
4.93,5.46,5.99,5.86,5.73,5.3,4.87
7.48,6.74,5.99,6.88,7.77,11.43,15.09
18.53,18.04,17.54,23.39,29.24,41.54,53.85
8.63,6.06,3.5,2.54,1.59,3.23,4.87
7.48,9.38,11.27,8.86,6.46,6.52,6.59
12.13,17.34,22.54,18.69,14.84,22.74,30.65
23.78,25.49,27.19,28.22,29.24,36.55,43.86
22.86,23.28,23.69,26.46,29.24,32.32,35.39
21.11,19.32,17.54,26.2,34.87,43.3,51.72
17.77,23.07,28.37,29.79,31.21,23.15,15.09
9.04,11.34,13.63,13.04,12.45,12.67,12.89
22.86,23.28,23.69,25.57,27.45,29.05,30.65
7.04,8.08,9.11,11.98,14.84,18.4,21.96
2.07,2.31,2.55,5.57,8.6,7.97,7.35
21.11,24.15,27.19,28.22,29.24,46.83,64.42
30.25,32.24,34.22,28.05,21.88,26.26,30.65
10.54,9.83,9.11,14.82,20.54,16.27,12.0
28.84,22.28,15.73,30.32,44.9,46.16,47.42
30.25,21.08,11.91,24.13,36.34,40.98,45.61
56.45,54.5,52.56,59.0,65.45,59.65,53.85
21.11,24.15,27.19,21.65,16.11,17.3,18.49
15.31,16.05,16.78,22.12,27.45,20.17,12.89
37.76,22.66,7.55,7.0,6.46,4.71,2.96
61.99,54.08,46.16,39.58,32.99,24.63,16.26
20.25,33.2,46.16,40.52,34.87,25.56,16.26
5.7,5.49,5.28,4.8,4.33,5.46,6.59
20.25,22.64,25.02,30.68,36.34,40.98,45.61
18.53,30.47,42.41,39.38,36.34,28.2,20.05
31.01,35.98,40.94,44.85,48.76,30.82,12.89
38.81,33.59,28.37,31.62,34.87,35.13,35.39
49.38,30.64,11.91,11.58,11.24,29.33,47.42
44.57,46.4,48.23,41.55,34.87,31.04,27.21
3.37,5.98,8.6,6.13,3.66,7.43,11.2
34.54,33.06,31.58,27.46,23.34,21.7,20.05
14.23,9.75,5.28,6.52,7.77,14.86,21.96
21.11,17.37,13.63,16.54,19.46,31.66,43.86
31.01,29.69,28.37,27.91,27.45,31.42,35.39
7.04,11.39,15.73,24.36,32.99,25.22,17.44
22.86,31.9,40.94,59.42,77.9,76.7,75.49
28.84,36.93,45.02,40.68,36.34,22.17,7.99
5.35,3.87,2.39,7.42,12.45,9.9,7.35
1.72,2.39,3.06,2.5,1.94,2.69,3.44
2.23,5.2,8.18,7.98,7.77,9.49,11.2
25.76,31.26,36.77,36.56,36.34,26.89,17.44
26.81,24.68,22.54,26.88,31.21,38.41,45.61
10.09,15.88,21.68,14.07,6.46,10.78,15.09
49.38,45.16,40.94,40.38,39.81,46.83,53.85
25.76,30.54,35.31,34.15,32.99,44.42,55.86
19.33,12.96,6.59,6.52,6.46,17.54,28.61
32.22,32.6,32.98,43.9,54.81,34.39,13.97
22.86,24.37,25.88,23.88,21.88,12.26,2.64
31.01,29.69,28.37,29.79,31.21,34.43,37.65
5.7,3.88,2.07,3.9,5.73,5.68,5.63
14.74,25.02,35.31,49.54,63.76,66.96,70.15
14.23,12.08,9.93,8.52,7.1,13.57,20.05
13.59,11.76,9.93,14.7,19.46,11.8,4.14
12.13,17.34,22.54,29.44,36.34,35.86,35.39
30.25,42.88,55.52,56.1,56.69,51.15,45.61
36.55,37.24,37.92,35.46,32.99,24.63,16.26
60.74,69.62,78.51,73.41,68.31,48.46,28.61
2.55,2.55,2.55,3.25,3.95,8.96,13.97
3.85,2.96,2.07,10.14,18.22,25.72,33.23
38.81,31.92,25.02,35.97,46.91,59.21,71.51
4.93,6.24,7.55,9.4,11.24,9.62,7.99
3.37,2.32,1.27,1.21,1.15,0.57,0.0
17.06,16.4,15.73,14.71,13.69,10.84,7.99
3.37,2.96,2.55,3.9,5.25,2.62,0.0
12.13,15.5,18.88,16.28,13.69,31.62,49.55
15.31,13.61,11.91,12.18,12.45,17.2,21.96
17.06,15.34,13.63,11.12,8.6,9.39,10.18
7.04,4.3,1.56,7.62,13.69,16.87,20.05
12.86,20.02,27.19,41.0,54.81,45.1,35.39
34.54,44.4,54.25,52.15,50.06,36.01,21.96
4.62,4.36,4.11,6.36,8.6,5.78,2.96
15.31,15.52,15.73,14.71,13.69,15.57,17.44
6.08,5.35,4.62,11.42,18.22,10.99,3.76
23.78,27.68,31.58,39.25,46.91,37.76,28.61
11.56,12.6,13.63,11.12,8.6,10.74,12.89
31.01,29.69,28.37,26.46,24.55,19.26,13.97
8.63,9.95,11.27,8.86,6.46,8.32,10.18
35.5,30.26,25.02,24.18,23.34,43.88,64.42
32.22,39.19,46.16,42.27,38.38,21.26,4.14
71.89,59.02,46.16,51.42,56.69,53.12,49.55
11.11,11.19,11.27,7.61,3.95,2.62,1.3
41.39,43.78,46.16,49.8,53.44,42.04,30.65
6.65,5.81,4.97,5.72,6.46,4.55,2.64
21.11,21.4,21.68,26.44,31.21,30.93,30.65
5.35,7.23,9.11,18.28,27.45,19.32,11.2
6.65,5.81,4.97,7.66,10.35,9.17,7.99
34.54,26.04,17.54,16.19,14.84,9.86,4.87
4.62,5.6,6.59,10.14,13.69,13.29,12.89
68.04,63.08,58.13,54.1,50.06,52.96,55.86
9.65,7.82,5.99,10.42,14.84,13.42,12.0
10.54,37.6,64.66,42.06,19.46,11.21,2.96
1.72,2.14,2.55,3.44,4.33,5.28,6.24
21.11,15.52,9.93,15.9,21.88,22.82,23.77
4.62,6.86,9.11,9.3,9.49,6.06,2.64
1.37,1.88,2.39,2.16,1.94,9.69,17.44
54.09,59.38,64.66,55.78,46.91,40.07,33.23
9.04,11.02,12.99,10.38,7.77,7.0,6.24
18.53,17.65,16.78,12.69,8.6,8.3,7.99
7.48,4.38,1.27,3.5,5.73,5.3,4.87
13.31,10.43,7.55,7.66,7.77,8.98,10.18
9.04,13.29,17.54,21.04,24.55,15.95,7.35
12.86,20.62,28.37,25.12,21.88,20.18,18.49
1.37,3.17,4.97,4.01,3.06,2.38,1.69
28.84,28.02,27.19,30.09,32.99,36.06,39.12
10.09,10.68,11.27,9.52,7.77,4.89,2.01
34.54,32.36,30.18,38.54,46.91,45.38,43.86
17.77,26.0,34.22,42.14,50.06,50.89,51.72
10.09,12.91,15.73,20.14,24.55,15.95,7.35
32.22,29.7,27.19,22.18,17.17,20.47,23.77
19.33,32.17,45.02,54.39,63.76,51.44,39.12
20.25,19.9,19.55,20.72,21.88,26.26,30.65
12.86,17.7,22.54,22.21,21.88,11.78,1.69
45.62,41.77,37.92,41.41,44.9,50.38,55.86
51.74,61.68,71.63,59.27,46.91,35.34,23.77
36.55,37.24,37.92,35.46,32.99,33.11,33.23
2.55,2.05,1.56,3.64,5.73,7.46,9.2
28.02,19.96,11.91,19.68,27.45,43.58,59.71
14.74,13.0,11.27,10.81,10.35,11.18,12.0
3.37,7.02,10.67,19.96,29.24,34.18,39.12
3.37,2.22,1.08,2.07,3.06,5.2,7.35
5.35,8.63,11.91,22.45,32.99,56.46,79.92
36.55,37.24,37.92,29.23,20.54,37.2,53.85
