2014 SVI Aged 65 or Older Data and Encoding,2015 SVI Aged 65 or Older Data and Encoding,2016 SVI Aged 65 or Older Data and Encoding,2017 SVI Aged 65 or Older Data and Encoding,2018 SVI Aged 65 or Older Data and Encoding,2019 SVI Aged 65 or Older Data and Encoding,2020 SVI Aged 65 or Older Data and Encoding
24.45,24.83,25.21,25.93,26.65,28.42,30.2
37.47,40.49,43.52,43.87,44.22,45.34,46.47
28.72,30.02,31.33,30.12,28.91,29.11,29.31
54.66,56.1,57.53,57.85,58.17,59.08,59.99
11.17,12.56,13.94,14.68,15.41,15.09,14.77
10.28,9.71,9.14,8.92,8.69,8.66,8.63
7.26,7.82,8.37,7.84,7.32,7.41,7.51
12.8,14.62,16.43,17.14,17.86,17.54,17.22
46.39,48.28,50.18,50.2,50.21,45.56,40.9
1.69,1.83,1.97,2.02,2.07,2.08,2.1
12.23,13.36,14.49,18.29,22.09,22.0,21.9
74.21,75.76,77.3,75.93,74.56,75.0,75.43
30.85,31.09,31.33,32.92,34.51,33.34,32.18
21.36,22.24,23.11,23.35,23.59,22.74,21.9
24.45,25.15,25.85,23.97,22.09,20.5,18.91
46.39,52.92,59.44,58.8,58.17,61.57,64.96
79.11,80.97,82.84,84.52,86.21,85.62,85.04
90.64,92.71,94.78,94.98,95.19,96.59,97.99
93.35,94.06,94.78,95.16,95.54,95.58,95.61
61.0,60.74,60.49,69.02,77.55,77.59,77.63
12.23,11.94,11.65,11.43,11.21,11.22,11.23
10.28,10.96,11.65,12.02,12.38,12.86,13.34
46.39,37.89,29.39,31.95,34.51,28.68,22.85
43.33,43.42,43.52,44.84,46.16,48.62,51.08
81.41,82.12,82.84,82.66,82.49,82.8,83.1
32.12,35.53,38.94,39.42,39.89,41.54,43.19
59.85,60.17,60.49,60.22,59.95,60.99,62.03
32.12,30.22,28.33,25.21,22.09,18.43,14.77
21.87,23.86,25.85,26.98,28.11,28.0,27.88
65.62,68.86,72.11,78.29,84.46,86.04,87.62
94.62,90.59,86.56,88.92,91.28,93.97,96.66
11.17,10.41,9.65,11.22,12.8,11.21,9.61
51.74,54.64,57.53,56.94,56.35,61.17,65.98
28.72,28.52,28.33,32.98,37.63,40.41,43.19
47.56,50.43,53.3,52.72,52.15,53.11,54.07
43.33,42.54,41.74,41.32,40.91,40.9,40.9
20.73,19.1,17.48,17.18,16.87,16.22,15.56
26.77,26.58,26.39,28.69,30.98,28.24,25.49
99.33,99.4,99.46,99.44,99.43,99.34,99.24
63.77,56.97,50.18,55.66,61.13,47.08,33.04
17.7,17.27,16.84,16.49,16.14,15.85,15.56
51.74,56.62,61.51,55.22,48.93,50.0,51.08
65.04,68.06,71.09,74.32,77.55,78.88,80.2
99.11,99.14,99.17,99.17,99.17,99.04,98.92
52.82,53.06,53.3,51.12,48.93,46.74,44.56
43.33,43.03,42.73,46.47,50.21,47.78,45.35
17.7,19.32,20.95,21.04,21.14,20.8,20.46
41.74,38.74,35.75,35.13,34.51,32.84,31.16
76.44,77.6,78.76,77.1,75.45,76.54,77.63
32.12,33.93,35.75,35.7,35.66,38.85,42.04
22.76,22.94,23.11,22.12,21.14,21.52,21.9
59.06,55.72,52.37,63.91,75.45,82.06,88.67
5.54,9.74,13.94,14.18,14.42,14.77,15.12
73.26,74.28,75.29,77.38,79.47,80.04,80.62
11.72,12.04,12.35,12.58,12.8,12.02,11.23
35.59,36.74,37.89,35.44,32.98,31.14,29.31
82.33,82.86,83.38,84.38,85.39,84.72,84.05
53.87,54.56,55.24,53.18,51.13,52.6,54.07
42.22,43.98,45.75,47.98,50.21,51.6,52.99
46.39,49.84,53.3,57.82,62.34,65.74,69.13
37.47,36.61,35.75,36.69,37.63,38.07,38.51
98.98,93.95,88.92,58.92,28.91,14.46,0.0
47.56,49.38,51.19,54.18,57.18,59.14,61.11
25.18,27.29,29.39,33.51,37.63,40.41,43.19
9.87,10.76,11.65,12.22,12.8,13.53,14.26
92.14,92.76,93.38,95.22,97.07,97.14,97.2
10.7,11.18,11.65,12.02,12.38,12.86,13.34
76.44,75.87,75.29,73.89,72.49,69.24,65.98
78.41,80.4,82.39,81.88,81.38,80.79,80.2
13.5,13.72,13.94,13.8,13.66,12.8,11.94
25.95,31.4,36.84,39.37,41.9,44.6,47.29
77.36,81.69,86.02,88.33,90.64,90.93,91.22
76.44,79.91,83.38,84.8,86.21,87.28,88.35
9.11,9.22,9.33,9.24,9.14,8.48,7.83
73.26,74.28,75.29,75.97,76.66,77.82,78.99
73.26,75.28,77.3,79.12,80.93,79.07,77.21
61.0,54.41,47.82,67.9,87.97,60.08,32.18
10.7,10.9,11.11,11.16,11.21,10.98,10.76
48.55,46.66,44.76,39.22,33.68,31.18,28.68
17.7,16.57,15.44,14.39,13.34,12.28,11.23
30.85,18.98,7.1,4.73,2.36,7.15,11.94
94.08,93.87,93.66,93.9,94.14,94.04,93.95
81.41,87.4,93.38,95.99,98.6,98.8,99.01
9.39,8.88,8.37,9.14,9.9,8.86,7.83
17.7,17.27,16.84,15.09,13.34,12.28,11.23
34.42,36.68,38.94,36.31,33.68,34.08,34.47
80.74,82.06,83.38,80.84,78.29,76.53,74.76
48.55,45.14,41.74,38.7,35.66,35.07,34.47
90.93,91.44,91.95,93.04,94.14,94.49,94.84
5.19,4.54,3.88,3.52,3.15,2.99,2.83
10.7,10.9,11.11,9.71,8.31,7.58,6.84
42.22,43.98,45.75,47.34,48.93,49.48,50.03
7.8,7.8,7.8,8.24,8.69,9.72,10.76
94.62,95.86,97.1,97.26,97.42,97.31,97.2
92.45,92.2,91.95,90.92,89.88,90.84,91.79
10.7,11.18,11.65,9.72,7.8,8.22,8.63
0.19,0.18,0.16,0.13,0.1,0.1,0.1
35.59,32.49,29.39,27.55,25.72,24.28,22.85
69.02,67.94,66.86,65.04,63.23,61.08,58.94
71.06,70.08,69.09,65.11,61.13,58.14,55.16
39.64,40.69,41.74,42.98,44.22,44.39,44.56
47.56,47.2,46.83,44.36,41.9,42.54,43.19
17.7,20.4,23.11,24.88,26.65,23.56,20.46
83.06,83.44,83.83,83.58,83.32,83.0,82.69
0.73,0.78,0.83,1.52,2.2,2.84,3.47
28.72,26.96,25.21,22.85,20.5,20.15,19.8
74.21,78.79,83.38,85.48,87.58,91.21,94.84
86.98,87.95,88.92,88.94,88.95,89.54,90.13
65.62,64.47,63.32,63.8,64.28,63.5,62.73
61.0,63.04,65.07,68.08,71.09,75.25,79.41
43.33,44.04,44.76,44.49,44.22,46.78,49.33
15.79,16.32,16.84,18.29,19.74,20.1,20.46
17.03,15.76,14.49,15.32,16.14,16.16,16.17
73.26,74.28,75.29,75.64,75.99,76.25,76.51
86.98,87.41,87.84,86.84,85.83,85.7,85.58
88.83,88.72,88.6,89.24,89.88,89.83,89.78
41.74,40.86,39.99,37.82,35.66,37.08,38.51
5.54,5.46,5.38,5.7,6.02,6.43,6.84
65.62,64.03,62.43,61.19,59.95,59.06,58.18
66.6,65.48,64.37,62.16,59.95,59.44,58.94
67.65,66.78,65.9,65.84,65.78,65.37,64.96
39.64,37.7,35.75,33.36,30.98,31.58,32.18
28.72,28.02,27.32,28.58,29.83,31.0,32.18
14.65,14.3,13.94,14.18,14.42,14.77,15.12
62.81,61.65,60.49,57.0,53.52,52.3,51.08
57.12,57.32,57.53,57.36,57.18,58.58,59.99
5.19,5.44,5.7,5.86,6.02,6.11,6.21
59.06,57.78,56.51,54.33,52.15,52.57,52.99
45.34,42.14,38.94,40.42,41.9,41.4,40.9
15.19,15.54,15.89,16.88,17.86,19.16,20.46
76.44,76.6,76.76,76.38,75.99,77.12,78.26
69.02,69.56,70.11,71.3,72.49,71.84,71.2
45.34,44.43,43.52,40.08,36.64,36.2,35.77
50.68,47.72,44.76,48.46,52.15,52.15,52.16
76.44,74.28,72.11,63.66,55.21,53.14,51.08
72.43,71.27,70.11,68.45,66.79,66.39,65.98
69.02,67.46,65.9,65.41,64.92,66.1,67.28
87.93,87.79,87.65,87.81,87.97,86.78,85.58
63.77,62.64,61.51,59.35,57.18,56.6,56.02
12.8,13.15,13.5,12.7,11.91,11.57,11.23
80.17,78.46,76.76,76.38,75.99,73.99,71.99
85.8,86.72,87.65,85.69,83.73,84.38,85.04
89.68,72.46,55.24,66.77,78.29,83.48,88.67
90.04,89.74,89.43,90.35,91.28,91.1,90.93
62.81,62.62,62.43,65.16,67.88,66.93,65.98
79.11,78.94,78.76,77.1,75.45,74.37,73.3
13.5,14.0,14.49,15.68,16.87,18.34,19.8
59.85,58.18,56.51,56.43,56.35,56.78,57.22
54.66,54.95,55.24,53.7,52.15,52.15,52.16
52.82,53.06,53.3,54.26,55.21,54.64,54.07
91.95,92.34,92.74,93.66,94.59,94.86,95.13
68.29,67.58,66.86,69.24,71.63,72.13,72.63
6.34,7.07,7.8,8.24,8.69,9.5,10.31
25.95,26.17,26.39,27.25,28.11,28.4,28.68
1.18,1.37,1.56,1.58,1.59,1.61,1.62
74.21,73.16,72.11,71.87,71.63,72.13,72.63
9.11,9.38,9.65,10.43,11.21,12.28,13.34
56.03,54.2,52.37,51.29,50.21,49.77,49.33
49.51,46.51,43.52,41.7,39.89,37.83,35.77
51.74,52.06,52.37,53.39,54.41,55.22,56.02
48.55,49.36,50.18,51.16,52.15,53.65,55.16
49.51,48.17,46.83,46.5,46.16,44.68,43.19
30.02,28.67,27.32,30.92,34.51,36.51,38.51
8.15,8.9,9.65,11.22,12.8,13.78,14.77
6.34,6.55,6.75,7.03,7.32,7.79,8.27
56.03,55.64,55.24,56.71,58.17,59.08,59.99
63.77,64.07,64.37,62.75,61.13,61.12,61.11
35.59,33.92,32.25,32.97,33.68,33.65,33.61
63.77,62.64,61.51,60.73,59.95,59.44,58.94
84.34,85.18,86.02,85.4,84.78,83.74,82.69
80.74,79.75,78.76,79.66,80.55,79.77,78.99
74.98,76.87,78.76,77.71,76.66,72.41,68.17
53.87,56.16,58.45,57.82,57.18,56.6,56.02
77.97,77.64,77.3,75.93,74.56,73.6,72.63
36.39,36.61,36.84,36.25,35.66,37.08,38.51
63.77,63.1,62.43,63.67,64.92,63.02,61.11
61.0,61.72,62.43,62.39,62.34,61.72,61.11
69.02,67.46,65.9,59.71,53.52,52.3,51.08
48.55,48.18,47.82,47.48,47.15,47.22,47.29
28.72,27.56,26.39,27.65,28.91,30.04,31.16
52.82,50.96,49.09,49.01,48.93,48.6,48.28
59.06,59.25,59.44,58.8,58.17,57.1,56.02
77.36,75.56,73.77,72.43,71.09,70.56,70.02
84.34,90.08,95.83,96.9,97.96,97.78,97.61
74.21,75.48,76.76,77.16,77.55,77.9,78.26
71.6,73.76,75.93,79.41,82.9,82.25,81.6
53.87,51.48,49.09,49.01,48.93,49.48,50.03
78.41,76.09,73.77,70.28,66.79,66.39,65.98
54.66,53.52,52.37,52.26,52.15,52.57,52.99
18.69,18.44,18.18,18.96,19.74,20.43,21.13
72.43,69.98,67.53,66.66,65.78,62.89,59.99
30.85,31.55,32.25,33.96,35.66,37.79,39.91
70.33,71.22,72.11,75.2,78.29,80.49,82.69
68.29,67.58,66.86,65.04,63.23,65.7,68.17
79.11,78.51,77.91,78.69,79.47,79.44,79.41
90.04,91.17,92.3,85.88,79.47,77.99,76.51
79.72,79.57,79.43,79.16,78.89,80.58,82.27
47.56,47.2,46.83,46.99,47.15,48.24,49.33
73.26,72.18,71.09,69.8,68.51,68.82,69.13
52.82,52.0,51.19,51.67,52.15,52.57,52.99
70.33,68.12,65.9,66.35,66.79,67.96,69.13
61.0,60.74,60.49,56.32,52.15,52.15,52.16
65.62,64.03,62.43,62.39,62.34,65.74,69.13
80.17,77.43,74.69,74.63,74.56,74.39,74.22
86.5,85.78,85.07,82.27,79.47,78.55,77.63
67.65,66.78,65.9,66.89,67.88,67.58,67.28
4.68,5.19,5.7,6.22,6.75,7.29,7.83
54.66,53.52,52.37,51.29,50.21,50.12,50.03
32.12,32.18,32.25,33.38,34.51,35.14,35.77
40.78,40.38,39.99,38.81,37.63,38.07,38.51
25.95,24.53,23.11,21.8,20.5,19.38,18.27
14.65,14.57,14.49,14.46,14.42,14.6,14.77
30.02,28.2,26.39,26.06,25.72,24.86,24.0
44.29,42.14,39.99,39.94,39.89,38.6,37.3
74.21,73.99,73.77,73.78,73.8,72.9,71.99
14.17,13.26,12.35,10.52,8.69,8.48,8.27
77.97,79.68,81.38,84.08,86.79,86.96,87.14
54.66,54.95,55.24,56.21,57.18,57.2,57.22
40.78,39.86,38.94,39.42,39.89,38.21,36.54
20.73,20.84,20.95,21.04,21.14,20.8,20.46
44.29,42.6,40.91,41.4,41.9,43.62,45.35
34.42,33.94,33.46,31.18,28.91,27.57,26.23
44.29,47.24,50.18,54.18,58.17,59.08,59.99
26.77,24.94,23.11,22.12,21.14,20.02,18.91
25.95,26.64,27.32,30.5,33.68,34.72,35.77
33.17,33.32,33.46,31.18,28.91,28.8,28.68
25.18,24.93,24.67,24.84,25.02,24.51,24.0
38.62,37.73,36.84,35.68,34.51,33.34,32.18
39.64,38.24,36.84,35.26,33.68,33.65,33.61
16.11,15.78,15.44,15.24,15.03,14.9,14.77
61.0,61.72,62.43,61.78,61.13,61.12,61.11
21.87,22.49,23.11,22.92,22.73,23.36,24.0
68.29,67.1,65.9,64.12,62.34,60.64,58.94
34.42,34.53,34.64,37.26,39.89,41.54,43.19
56.03,55.19,54.35,54.78,55.21,56.7,58.18
42.22,41.57,40.91,39.27,37.63,36.05,34.47
54.66,54.5,54.35,53.25,52.15,51.62,51.08
56.03,57.24,58.45,58.31,58.17,57.1,56.02
3.15,3.52,3.88,4.18,4.49,4.95,5.41
23.75,24.48,25.21,25.46,25.72,26.8,27.88
35.59,36.74,37.89,37.76,37.63,37.47,37.3
9.87,10.27,10.67,10.51,10.35,10.33,10.31
56.03,56.78,57.53,54.84,52.15,51.09,50.03
58.36,57.44,56.51,55.86,55.21,54.1,52.99
37.47,36.61,35.75,34.71,33.68,34.08,34.47
34.42,31.9,29.39,28.02,26.65,25.32,24.0
32.12,32.18,32.25,34.94,37.63,38.77,39.91
46.39,44.56,42.73,41.31,39.89,40.96,42.04
37.47,37.16,36.84,36.74,36.64,38.77,40.9
22.76,23.98,25.21,25.93,26.65,25.66,24.67
17.7,17.59,17.48,16.81,16.14,15.46,14.77
47.56,45.14,42.73,41.31,39.89,39.2,38.51
25.95,25.9,25.85,26.66,27.48,27.3,27.12
12.8,12.22,11.65,11.43,11.21,11.22,11.23
24.45,24.23,24.01,25.33,26.65,26.89,27.12
33.17,33.32,33.46,35.05,36.64,36.97,37.3
57.12,57.32,57.53,59.33,61.13,61.93,62.73
47.56,46.66,45.75,45.51,45.27,44.23,43.19
7.26,6.76,6.27,6.34,6.4,6.13,5.86
38.62,38.78,38.94,38.96,38.97,37.76,36.54
49.51,48.67,47.82,51.12,54.41,55.82,57.22
34.42,35.08,35.75,36.69,37.63,36.05,34.47
6.34,6.3,6.27,6.68,7.1,7.14,7.19
46.39,45.58,44.76,44.49,44.22,43.7,43.19
25.95,26.17,26.39,27.25,28.11,28.0,27.88
54.66,53.52,52.37,52.26,52.15,51.62,51.08
21.87,22.08,22.29,21.72,21.14,21.52,21.9
68.29,69.2,70.11,71.6,73.1,73.93,74.76
51.74,51.46,51.19,53.2,55.21,55.18,55.16
45.34,47.76,50.18,51.85,53.52,54.77,56.02
49.51,48.67,47.82,49.98,52.15,53.65,55.16
44.29,43.9,43.52,45.34,47.15,47.72,48.28
65.04,64.7,64.37,64.64,64.92,63.82,62.73
20.73,21.51,22.29,23.65,25.02,25.62,26.23
36.39,38.65,40.91,42.06,43.2,45.74,48.28
62.81,60.63,58.45,56.83,55.21,55.62,56.02
27.67,27.5,27.32,27.4,27.48,27.68,27.88
63.77,63.55,63.32,62.83,62.34,62.18,62.03
45.34,46.58,47.82,43.4,38.97,38.14,37.3
56.03,53.61,51.19,47.7,44.22,43.7,43.19
23.75,22.68,21.62,21.86,22.09,22.0,21.9
33.17,34.46,35.75,33.36,30.98,31.58,32.18
33.17,32.25,31.33,31.16,30.98,31.07,31.16
51.74,53.49,55.24,55.22,55.21,57.08,58.94
45.34,45.05,44.76,43.98,43.2,43.88,44.56
45.34,47.22,49.09,53.14,57.18,59.6,62.03
40.78,40.38,39.99,38.32,36.64,36.59,36.54
38.62,42.18,45.75,44.98,44.22,46.25,48.28
3.98,3.56,3.15,3.23,3.31,3.23,3.15
71.06,70.08,69.09,67.94,66.79,67.04,67.28
44.29,47.24,50.18,50.2,50.21,53.72,57.22
32.12,30.76,29.39,29.61,29.83,30.02,30.2
62.81,63.59,64.37,62.75,61.13,60.56,59.99
23.75,24.21,24.67,24.84,25.02,25.26,25.49
72.43,71.27,70.11,69.31,68.51,68.34,68.17
67.65,68.37,69.09,67.44,65.78,66.98,68.17
33.17,35.53,37.89,36.78,35.66,35.07,34.47
30.85,31.09,31.33,32.51,33.68,32.42,31.16
57.12,56.82,56.51,55.86,55.21,53.14,51.08
52.82,52.0,51.19,48.68,46.16,44.1,42.04
63.77,63.55,63.32,62.22,61.13,60.04,58.94
34.42,36.68,38.94,39.92,40.91,40.41,39.91
89.68,88.76,87.84,84.91,81.98,80.49,78.99
87.93,87.15,86.37,85.42,84.46,83.36,82.27
82.59,82.49,82.39,81.66,80.93,80.56,80.2
85.29,84.76,84.24,84.51,84.78,83.94,83.1
93.35,92.65,91.95,91.15,90.35,89.26,88.16
45.34,45.05,44.76,45.46,46.16,45.76,45.35
26.77,25.99,25.21,25.12,25.02,26.07,27.12
49.51,48.17,46.83,44.36,41.9,41.97,42.04
62.81,62.62,62.43,61.78,61.13,59.65,58.18
43.33,43.42,43.52,42.71,41.9,41.4,40.9
34.42,28.76,23.11,20.28,17.45,17.34,17.22
82.59,82.49,82.39,82.44,82.49,80.95,79.41
90.93,89.08,87.23,86.0,84.78,82.94,81.09
72.43,70.3,68.16,65.69,63.23,63.35,63.46
85.42,84.4,83.38,82.94,82.49,82.04,81.6
61.0,60.22,59.44,58.31,57.18,56.6,56.02
71.6,72.3,73.0,73.05,73.1,73.2,73.3
88.48,88.16,87.84,87.12,86.41,86.12,85.84
75.71,71.62,67.53,67.16,66.79,66.39,65.98
59.85,56.58,53.3,49.28,45.27,43.08,40.9
73.26,71.18,69.09,69.72,70.36,70.19,70.02
80.74,81.06,81.38,82.56,83.73,83.89,84.05
59.85,60.17,60.49,60.22,59.95,58.58,57.22
54.66,48.7,42.73,40.18,37.63,34.39,31.16
5.19,5.73,6.27,5.54,4.81,4.56,4.3
57.12,53.65,50.18,47.2,44.22,40.0,35.77
66.6,64.96,63.32,61.64,59.95,61.71,63.46
59.06,58.3,57.53,57.36,57.18,56.17,55.16
66.6,65.83,65.07,65.42,65.78,66.53,67.28
92.45,92.06,91.66,91.66,91.66,91.72,91.79
41.74,40.34,38.94,38.29,37.63,38.07,38.51
74.21,73.6,73.0,71.25,69.5,70.02,70.53
79.72,79.24,78.76,77.71,76.66,74.64,72.63
82.33,82.36,82.39,79.97,77.55,77.38,77.21
76.44,75.1,73.77,73.44,73.1,73.93,74.76
83.06,83.44,83.83,82.9,81.98,79.8,77.63
84.81,83.32,81.82,80.64,79.47,79.44,79.41
76.44,74.72,73.0,71.68,70.36,69.26,68.17
83.86,83.35,82.84,82.11,81.38,81.0,80.62
74.98,72.54,70.11,67.94,65.78,65.88,65.98
77.97,77.64,77.3,78.38,79.47,78.86,78.26
85.42,83.4,81.38,79.02,76.66,76.04,75.43
66.6,66.73,66.86,63.4,59.95,58.58,57.22
51.74,53.04,54.35,52.28,50.21,49.24,48.28
78.41,77.17,75.93,73.51,71.09,67.64,64.19
82.59,81.01,79.43,75.96,72.49,69.88,67.28
85.29,84.93,84.56,82.97,81.38,78.4,75.43
62.81,60.17,57.53,53.87,50.21,49.77,49.33
76.44,74.72,73.0,71.68,70.36,69.26,68.17
58.36,57.94,57.53,57.36,57.18,54.13,51.08
48.55,53.5,58.45,64.4,70.36,74.0,77.63
2.36,2.46,2.55,2.85,3.15,3.31,3.47
62.81,63.06,63.32,64.12,64.92,66.1,67.28
80.74,79.02,77.3,77.42,77.55,76.49,75.43
87.93,86.98,86.02,85.4,84.78,84.42,84.05
62.81,63.94,65.07,65.0,64.92,63.82,62.73
21.87,21.74,21.62,22.18,22.73,22.79,22.85
42.22,41.1,39.99,41.6,43.2,46.26,49.33
83.86,84.05,84.24,80.45,76.66,74.98,73.3
52.82,49.82,46.83,46.05,45.27,44.92,44.56
40.78,38.81,36.84,34.91,32.98,33.29,33.61
52.82,50.32,47.82,47.48,47.15,44.6,42.04
45.34,44.04,42.73,42.32,41.9,40.2,38.51
52.82,51.5,50.18,46.04,41.9,41.4,40.9
30.85,31.55,32.25,37.08,41.9,45.96,50.03
87.93,86.08,84.24,81.86,79.47,76.38,73.3
94.08,93.52,92.96,91.42,89.88,89.66,89.43
71.6,69.23,66.86,63.4,59.95,59.44,58.94
82.59,81.81,81.03,77.42,73.8,72.5,71.2
28.72,28.52,28.33,27.9,27.48,26.85,26.23
83.06,81.24,79.43,76.26,73.1,70.64,68.17
80.17,78.46,76.76,74.62,72.49,72.9,73.3
80.74,79.02,77.3,77.8,78.29,78.28,78.26
84.81,83.32,81.82,80.36,78.89,77.16,75.43
59.06,56.71,54.35,51.64,48.93,48.11,47.29
89.68,88.33,86.98,85.72,84.46,82.78,81.09
8.72,8.26,7.8,7.8,7.8,7.82,7.83
33.17,33.32,33.46,33.57,33.68,34.72,35.77
72.43,70.76,69.09,67.44,65.78,64.98,64.19
94.56,94.3,94.05,91.69,89.33,87.46,85.58
89.68,88.46,87.23,86.31,85.39,85.0,84.6
22.76,22.52,22.29,22.94,23.59,24.13,24.67
87.93,87.24,86.56,84.94,83.32,83.0,82.69
27.67,25.39,23.11,21.8,20.5,20.15,19.8
4.68,4.71,4.74,4.49,4.23,4.63,5.03
72.43,70.76,69.09,65.11,61.13,60.04,58.94
85.42,82.98,80.55,80.96,81.38,81.0,80.62
70.33,68.6,66.86,66.32,65.78,64.62,63.46
82.33,80.88,79.43,78.49,77.55,78.48,79.41
50.68,47.1,43.52,41.7,39.89,38.6,37.3
25.95,25.9,25.85,24.29,22.73,22.32,21.9
65.62,64.03,62.43,58.82,55.21,53.14,51.08
91.37,89.18,86.98,83.51,80.04,77.13,74.22
54.66,50.74,46.83,45.52,44.22,45.34,46.47
80.17,78.74,77.3,73.83,70.36,70.78,71.2
59.06,58.76,58.45,60.84,63.23,64.6,65.98
19.8,18.64,17.48,17.46,17.45,17.03,16.61
74.98,74.38,73.77,70.28,66.79,68.4,70.02
84.81,83.32,81.82,80.93,80.04,78.83,77.63
76.44,74.72,73.0,72.04,71.09,69.18,67.28
81.85,80.88,79.91,77.95,75.99,73.26,70.53
42.22,40.06,37.89,36.78,35.66,33.92,32.18
80.17,80.99,81.82,80.64,79.47,77.45,75.43
59.06,55.72,52.37,51.75,51.13,53.58,56.02
61.8,60.13,58.45,59.79,61.13,61.12,61.11
69.02,67.94,66.86,64.0,61.13,60.04,58.94
19.01,18.93,18.85,18.15,17.45,17.58,17.7
90.39,90.68,90.96,89.46,87.97,87.56,87.14
96.28,95.68,95.07,94.43,93.79,91.47,89.15
54.66,53.98,53.3,53.41,53.52,53.79,54.07
97.33,96.9,96.47,95.4,94.33,93.58,92.84
92.45,87.92,83.38,81.14,78.89,81.47,84.05
86.5,85.53,84.56,84.98,85.39,86.87,88.35
84.81,82.68,80.55,77.18,73.8,72.17,70.53
71.06,72.03,73.0,73.05,73.1,73.66,74.22
96.28,94.12,91.95,92.73,93.51,94.28,95.04
49.51,48.67,47.82,46.54,45.27,44.92,44.56
28.72,26.96,25.21,23.18,21.14,19.71,18.27
97.96,97.74,97.52,97.02,96.53,95.56,94.59
65.04,63.27,61.51,59.84,58.17,58.56,58.94
52.82,52.0,51.19,53.2,55.21,54.1,52.99
3.31,3.44,3.57,3.9,4.23,4.63,5.03
80.17,80.36,80.55,74.53,68.51,70.25,71.99
97.07,97.32,97.58,97.47,97.36,96.74,96.12
22.76,21.49,20.22,19.98,19.74,19.77,19.8
75.71,76.5,77.3,75.55,73.8,69.89,65.98
2.1,2.1,2.1,2.15,2.2,2.2,2.2
4.33,4.11,3.88,3.28,2.67,2.44,2.2
34.42,33.94,33.46,31.18,28.91,30.04,31.16
0.73,0.68,0.64,0.52,0.41,0.41,0.41
93.6,93.17,92.74,93.96,95.19,91.93,88.67
95.96,95.56,95.16,95.26,95.35,94.97,94.59
2.26,3.5,4.74,5.38,6.02,7.32,8.63
21.87,22.94,24.01,21.59,19.17,18.44,17.7
86.06,86.64,87.23,78.79,70.36,61.68,52.99
91.72,91.69,91.66,91.47,91.28,90.35,89.43
22.76,15.57,8.37,8.09,7.8,6.83,5.86
86.5,85.16,83.83,82.38,80.93,80.56,80.2
59.06,58.76,58.45,57.82,57.18,54.13,51.08
16.11,16.48,16.84,15.93,15.03,12.67,10.31
89.46,89.8,90.13,87.98,85.83,82.41,78.99
49.51,50.35,51.19,53.2,55.21,54.1,52.99
50.68,51.52,52.37,51.75,51.13,51.1,51.08
98.25,97.9,97.55,97.71,97.87,97.7,97.52
11.17,11.76,12.35,12.84,13.34,13.8,14.26
24.45,22.04,19.64,18.55,17.45,17.58,17.7
83.86,83.62,83.38,81.71,80.04,77.74,75.43
74.21,71.18,68.16,71.8,75.45,75.74,76.03
58.36,57.44,56.51,53.36,50.21,50.65,51.08
86.5,84.16,81.82,70.0,58.17,65.4,72.63
10.7,11.18,11.65,12.22,12.8,13.32,13.84
86.06,84.45,82.84,84.34,85.83,85.84,85.84
81.85,79.88,77.91,79.64,81.38,79.51,77.63
81.85,79.57,77.3,76.38,75.45,72.29,69.13
17.7,16.79,15.89,16.88,17.86,17.78,17.7
70.33,69.24,68.16,64.64,61.13,59.65,58.18
87.71,87.47,87.23,86.31,85.39,84.43,83.48
85.42,84.4,83.38,80.84,78.29,77.4,76.51
57.12,56.82,56.51,51.33,46.16,40.32,34.47
28.72,30.02,31.33,33.49,35.66,34.64,33.61
87.71,87.68,87.65,87.22,86.79,85.14,83.48
61.8,61.65,61.51,61.32,61.13,57.6,54.07
92.14,91.24,90.35,89.65,88.95,88.28,87.62
62.81,56.5,50.18,51.16,52.15,56.07,59.99
81.85,78.89,75.93,70.43,64.92,61.93,58.94
65.04,62.24,59.44,59.36,59.28,60.65,62.03
96.66,94.16,91.66,91.28,90.89,88.85,86.82
75.71,72.91,70.11,68.99,67.88,68.03,68.17
62.81,61.65,60.49,60.22,59.95,59.06,58.18
95.64,94.65,93.66,91.77,89.88,89.12,88.35
62.81,61.65,60.49,61.42,62.34,63.65,64.96
61.8,62.56,63.32,71.1,78.89,78.05,77.21
83.41,83.12,82.84,82.87,82.9,83.48,84.05
16.11,15.46,14.8,14.42,14.04,13.69,13.34
65.04,59.7,54.35,53.25,52.15,54.09,56.02
97.33,96.9,96.47,95.53,94.59,93.71,92.84
59.85,58.69,57.53,57.36,57.18,58.06,58.94
97.87,97.62,97.36,96.74,96.12,94.84,93.57
63.77,58.54,53.3,51.76,50.21,51.6,52.99
0.89,0.8,0.7,0.68,0.67,0.72,0.76
82.33,80.12,77.91,78.69,79.47,79.44,79.41
94.87,93.92,92.96,91.14,89.33,89.0,88.67
93.35,91.14,88.92,89.24,89.56,87.82,86.09
37.47,34.86,32.25,33.38,34.51,34.06,33.61
69.02,61.16,53.3,42.65,32.0,40.14,48.28
12.8,12.81,12.83,13.08,13.34,13.8,14.26
2.36,1.98,1.59,1.67,1.75,1.43,1.11
36.39,36.61,36.84,38.36,39.89,40.39,40.9
90.04,89.32,88.6,86.69,84.78,84.69,84.6
69.02,68.59,68.16,62.26,56.35,59.19,62.03
97.58,97.22,96.85,96.56,96.28,95.56,94.84
83.86,81.31,78.76,75.93,73.1,71.56,70.02
