2014 Mortality Data and Encoding,2015 Mortality Data and Encoding,2016 Mortality Data and Encoding,2017 Mortality Data and Encoding,2018 Mortality Data and Encoding,2019 Mortality Data and Encoding,2020 Mortality Data and Encoding,2014 Dispensing Data and Encoding,2015 Dispensing Data and Encoding,2016 Dispensing Data and Encoding,2017 Dispensing Data and Encoding,2018 Dispensing Data and Encoding,2019 Dispensing Data and Encoding,2020 Dispensing Data and Encoding,2014 SVI Aged 17 or Younger Data and Encoding,2015 SVI Aged 17 or Younger Data and Encoding,2016 SVI Aged 17 or Younger Data and Encoding,2017 SVI Aged 17 or Younger Data and Encoding,2018 SVI Aged 17 or Younger Data and Encoding,2019 SVI Aged 17 or Younger Data and Encoding,2020 SVI Aged 17 or Younger Data and Encoding,2014 SVI Aged 65 or Older Data and Encoding,2015 SVI Aged 65 or Older Data and Encoding,2016 SVI Aged 65 or Older Data and Encoding,2017 SVI Aged 65 or Older Data and Encoding,2018 SVI Aged 65 or Older Data and Encoding,2019 SVI Aged 65 or Older Data and Encoding,2020 SVI Aged 65 or Older Data and Encoding,2014 SVI Below Poverty Data and Encoding,2015 SVI Below Poverty Data and Encoding,2016 SVI Below Poverty Data and Encoding,2017 SVI Below Poverty Data and Encoding,2018 SVI Below Poverty Data and Encoding,2019 SVI Below Poverty Data and Encoding,2020 SVI Below Poverty Data and Encoding,2014 SVI Crowding Data and Encoding,2015 SVI Crowding Data and Encoding,2016 SVI Crowding Data and Encoding,2017 SVI Crowding Data and Encoding,2018 SVI Crowding Data and Encoding,2019 SVI Crowding Data and Encoding,2020 SVI Crowding Data and Encoding,2014 SVI Disability Data and Encoding,2015 SVI Disability Data and Encoding,2016 SVI Disability Data and Encoding,2017 SVI Disability Data and Encoding,2018 SVI Disability Data and Encoding,2019 SVI Disability Data and Encoding,2020 SVI Disability Data and Encoding,2014 SVI Group Quarters Data and Encoding,2015 SVI Group Quarters Data and Encoding,2016 SVI Group Quarters Data and Encoding,2017 SVI Group Quarters Data and Encoding,2018 SVI Group Quarters Data and Encoding,2019 SVI Group Quarters Data and Encoding,2020 SVI Group Quarters Data and Encoding,2014 SVI Limited English Ability Data and Encoding,2015 SVI Limited English Ability Data and Encoding,2016 SVI Limited English Ability Data and Encoding,2017 SVI Limited English Ability Data and Encoding,2018 SVI Limited English Ability Data and Encoding,2019 SVI Limited English Ability Data and Encoding,2020 SVI Limited English Ability Data and Encoding,2014 SVI Minority Status Data and Encoding,2015 SVI Minority Status Data and Encoding,2016 SVI Minority Status Data and Encoding,2017 SVI Minority Status Data and Encoding,2018 SVI Minority Status Data and Encoding,2019 SVI Minority Status Data and Encoding,2020 SVI Minority Status Data and Encoding,2014 SVI Mobile Homes Data and Encoding,2015 SVI Mobile Homes Data and Encoding,2016 SVI Mobile Homes Data and Encoding,2017 SVI Mobile Homes Data and Encoding,2018 SVI Mobile Homes Data and Encoding,2019 SVI Mobile Homes Data and Encoding,2020 SVI Mobile Homes Data and Encoding,2014 SVI Multi-Unit Structures Data and Encoding,2015 SVI Multi-Unit Structures Data and Encoding,2016 SVI Multi-Unit Structures Data and Encoding,2017 SVI Multi-Unit Structures Data and Encoding,2018 SVI Multi-Unit Structures Data and Encoding,2019 SVI Multi-Unit Structures Data and Encoding,2020 SVI Multi-Unit Structures Data and Encoding,2014 SVI No High School Diploma Data and Encoding,2015 SVI No High School Diploma Data and Encoding,2016 SVI No High School Diploma Data and Encoding,2017 SVI No High School Diploma Data and Encoding,2018 SVI No High School Diploma Data and Encoding,2019 SVI No High School Diploma Data and Encoding,2020 SVI No High School Diploma Data and Encoding,2014 SVI No Vehicle Data and Encoding,2015 SVI No Vehicle Data and Encoding,2016 SVI No Vehicle Data and Encoding,2017 SVI No Vehicle Data and Encoding,2018 SVI No Vehicle Data and Encoding,2019 SVI No Vehicle Data and Encoding,2020 SVI No Vehicle Data and Encoding,2014 SVI Single-Parent Household Data and Encoding,2015 SVI Single-Parent Household Data and Encoding,2016 SVI Single-Parent Household Data and Encoding,2017 SVI Single-Parent Household Data and Encoding,2018 SVI Single-Parent Household Data and Encoding,2019 SVI Single-Parent Household Data and Encoding,2020 SVI Single-Parent Household Data and Encoding,2014 SVI Unemployed Data and Encoding,2015 SVI Unemployed Data and Encoding,2016 SVI Unemployed Data and Encoding,2017 SVI Unemployed Data and Encoding,2018 SVI Unemployed Data and Encoding,2019 SVI Unemployed Data and Encoding,2020 SVI Unemployed Data and Encoding
26.0,17.6,20.6,21.3,20.8,17.9,21.6,182.6,172.0,166.2,144.7,126.7,87.1,81.1,48.65,49.02,49.38,51.21,53.04,53.36,53.69,54.66,54.95,55.24,52.08,48.93,47.14,45.35,61.67,60.46,59.25,58.0,56.75,48.88,41.02,52.47,48.98,45.5,45.04,44.57,47.44,50.32,66.92,59.9,52.88,60.17,67.46,71.64,75.81,29.96,31.52,33.08,33.83,34.57,34.87,35.17,57.5,57.82,58.13,50.0,41.87,42.42,42.97,29.93,28.9,27.86,27.51,27.16,27.34,27.53,77.75,79.56,81.38,82.9,84.43,84.45,84.47,54.12,49.54,44.95,44.72,44.48,46.38,48.28,71.89,72.59,73.29,75.79,78.29,80.1,81.92,27.98,24.18,20.38,22.29,24.2,17.79,11.39,36.2,31.82,27.44,26.4,25.37,38.3,51.24,57.59,48.61,39.64,44.85,50.06,50.89,51.72
8.9,10.0,10.5,9.2,10.3,11.0,12.7,71.5,63.8,78.7,69.4,69.6,34.0,31.8,67.94,66.88,65.81,64.94,64.06,63.22,62.38,27.67,29.01,30.34,30.08,29.83,30.02,30.2,66.19,71.6,77.01,74.68,72.36,74.94,77.53,33.72,33.19,32.66,36.61,40.56,27.32,14.07,81.95,84.67,87.39,87.6,87.81,87.52,87.24,59.54,59.35,59.15,59.87,60.59,63.22,65.85,49.06,51.6,54.15,56.03,57.91,54.71,51.5,70.33,70.08,69.82,70.0,70.17,70.22,70.27,73.93,72.82,71.7,72.7,73.7,76.65,79.6,31.65,28.06,24.48,23.32,22.16,21.0,19.83,58.2,57.77,57.34,59.32,61.29,65.56,69.83,45.88,51.94,58.01,52.39,46.77,44.79,42.81,65.74,61.26,56.77,53.65,50.53,66.32,82.11,75.68,81.33,86.98,87.74,88.5,90.72,92.93
6.4,5.8,6.6,7.4,6.4,6.6,7.8,123.3,115.7,117.8,102.1,82.0,65.0,62.7,85.42,84.37,83.32,80.36,77.4,77.0,76.61,33.17,33.32,33.46,35.05,36.64,38.77,40.9,98.76,98.55,98.34,97.98,97.61,96.98,96.34,96.08,93.33,90.58,84.3,78.03,50.9,23.77,87.33,79.29,71.25,70.1,68.96,69.69,70.43,28.33,31.39,34.45,34.51,34.57,34.87,35.17,10.89,10.88,10.86,8.96,7.07,11.55,16.04,97.29,97.26,97.23,97.2,97.17,97.14,97.1,75.9,77.57,79.24,79.31,79.37,78.64,77.91,21.68,21.69,21.71,24.84,27.98,30.3,32.62,84.34,84.18,84.02,83.28,82.55,79.15,75.75,97.99,97.84,97.68,97.56,97.45,97.56,97.68,98.76,98.24,97.71,97.09,96.47,95.2,93.92,98.28,98.01,97.74,97.23,96.72,96.58,96.44
12.1,22.8,23.6,30.6,21.7,27.2,27.2,122.7,117.6,114.4,105.0,98.2,62.6,64.3,79.91,79.67,79.43,79.35,79.27,78.91,78.55,32.12,31.72,31.33,31.66,32.0,31.58,31.16,73.77,74.04,74.31,79.86,85.41,87.55,89.69,84.59,80.37,76.15,75.24,74.34,75.76,77.18,57.62,53.84,50.05,50.05,50.05,39.39,28.74,21.97,24.36,26.74,26.28,25.82,28.69,31.57,89.65,88.88,88.12,87.48,86.85,86.93,87.01,56.48,56.14,55.81,55.58,55.36,54.88,54.39,84.88,85.78,86.69,86.38,86.06,85.74,85.42,29.7,22.64,15.57,17.58,19.58,19.71,19.83,94.33,95.38,96.43,96.26,96.08,94.78,93.48,22.03,23.49,24.96,33.6,42.25,41.64,41.02,30.02,44.24,58.45,64.09,69.72,60.48,51.24,63.01,52.71,42.41,37.7,32.99,37.34,41.69
8.6,6.9,9.6,10.0,8.5,10.3,12.1,122.7,113.1,117.3,113.6,98.5,28.1,26.8,53.26,54.1,54.95,53.23,51.51,51.86,52.2,16.56,17.7,18.85,18.36,17.86,18.83,19.8,29.19,35.07,40.94,37.02,33.09,27.86,22.63,12.99,17.19,21.39,25.52,29.64,28.62,27.59,50.08,58.76,67.43,68.62,69.82,60.14,50.45,86.79,85.36,83.92,83.27,82.62,83.13,83.64,54.03,53.82,53.61,50.02,46.42,48.96,51.5,66.19,65.89,65.58,65.47,65.36,64.97,64.58,71.28,70.46,69.63,67.46,65.3,65.75,66.2,51.77,49.98,48.2,46.98,45.75,47.02,48.28,44.95,48.72,52.5,55.4,58.29,59.08,59.87,22.03,24.16,26.3,29.15,32.0,33.06,34.12,69.82,67.51,65.2,66.11,67.02,64.8,62.57,52.88,56.18,59.47,60.77,62.07,47.65,33.23
27.9,25.2,26.3,33.4,31.5,34.4,34.6,166.8,174.3,173.9,156.5,137.4,76.6,81.2,42.66,44.2,45.75,47.4,49.06,51.38,53.69,43.33,43.42,43.52,42.71,41.9,41.97,42.04,91.24,90.86,90.48,90.16,89.84,91.24,92.65,34.64,48.18,61.73,56.76,51.8,39.7,27.59,84.75,84.27,83.79,80.09,76.38,75.73,75.08,87.52,87.09,86.66,87.84,89.02,89.84,90.67,14.77,15.46,16.14,25.98,35.82,36.45,37.08,80.48,80.32,80.17,80.05,79.94,79.64,79.34,80.32,76.5,72.68,72.27,71.86,72.9,73.93,26.23,24.53,22.83,20.18,17.54,16.7,15.85,81.63,80.02,78.41,78.82,79.24,83.67,88.1,57.15,50.36,43.58,39.65,35.72,49.91,64.1,95.54,80.82,66.09,61.03,55.97,67.05,78.13,96.47,97.2,97.93,97.9,97.87,96.92,95.96
16.8,19.8,17.1,29.5,24.7,19.8,22.7,191.4,171.9,156.8,132.5,126.1,102.8,102.8,45.02,43.46,41.9,40.26,38.62,39.7,40.77,50.68,50.93,51.19,51.67,52.15,51.62,51.08,71.28,69.16,67.05,67.06,67.07,65.1,63.14,47.63,44.06,40.5,31.26,22.03,22.9,23.77,84.75,83.08,81.41,81.17,80.93,75.28,69.64,33.27,31.6,29.93,27.88,25.82,26.34,26.86,60.87,65.26,69.66,66.38,63.1,60.86,58.63,59.66,59.52,59.38,59.18,58.99,58.65,58.31,50.97,51.78,52.59,51.43,50.27,50.74,51.21,58.74,56.38,54.03,53.02,52.02,52.33,52.64,69.47,70.84,72.21,70.12,68.04,68.94,69.83,65.97,61.99,58.01,58.54,59.06,56.34,53.63,65.07,64.15,63.23,62.78,62.34,70.78,79.22,74.91,73.27,71.63,69.3,66.97,65.69,64.42
14.6,14.9,19.7,21.0,17.2,23.1,26.9,162.5,162.0,133.3,113.6,92.2,48.5,53.6,36.1,35.84,35.59,36.53,37.47,37.1,36.73,70.33,70.71,71.09,71.79,72.49,70.81,69.13,76.66,68.58,60.49,69.69,78.89,81.32,83.74,8.88,20.06,31.23,25.06,18.88,13.82,8.75,97.01,97.92,98.82,98.2,97.58,96.82,96.05,48.17,48.79,49.41,49.68,49.95,48.88,47.8,8.34,4.17,0.0,0.0,0.0,0.0,0.0,48.46,48.22,47.98,47.92,47.85,47.72,47.58,79.72,80.3,80.87,82.14,83.41,79.69,75.97,48.11,39.74,31.36,35.18,39.0,40.73,42.46,89.08,86.14,83.19,79.7,76.22,75.42,74.63,94.3,92.1,89.91,79.1,68.29,74.09,79.89,71.82,56.94,42.06,38.2,34.35,36.7,39.05,79.82,77.18,74.53,74.0,73.47,81.04,88.61
16.4,15.9,17.5,14.7,16.3,16.6,23.0,225.5,222.4,223.3,184.9,152.3,92.3,89.4,70.65,72.59,74.53,77.35,80.17,82.36,84.56,42.22,39.53,36.84,33.91,30.98,29.05,27.12,87.93,85.78,83.64,81.66,79.68,82.42,85.17,90.54,89.76,88.98,84.94,80.9,78.22,75.53,78.16,77.54,76.92,63.48,50.05,38.58,27.12,15.19,14.26,13.34,11.35,9.36,8.67,7.99,94.14,93.36,92.58,92.26,91.95,92.99,94.02,59.44,59.6,59.76,60.13,60.49,60.54,60.6,68.42,68.74,69.05,70.3,71.54,68.44,65.34,59.5,58.0,56.51,56.11,55.71,52.0,48.28,92.65,92.7,92.74,92.77,92.8,92.42,92.04,52.98,46.42,39.86,39.38,38.9,45.56,52.23,86.02,82.32,78.61,69.0,59.38,65.49,71.61,63.01,72.8,82.59,71.46,60.32,53.87,47.42
8.4,11.3,10.8,15.0,15.2,12.0,18.1,50.4,56.4,50.2,44.1,38.9,15.1,17.0,40.5,42.36,44.22,45.32,46.42,47.24,48.06,68.29,67.58,66.86,65.04,63.23,63.35,63.46,83.09,84.11,85.13,87.48,89.84,88.1,86.35,68.61,56.4,44.19,46.18,48.17,37.88,27.59,92.36,91.64,90.93,89.78,88.63,92.34,96.05,11.4,12.92,14.45,13.05,11.65,12.12,12.6,62.69,60.13,57.56,49.72,41.87,39.48,37.08,51.48,51.13,50.78,50.36,49.95,49.72,49.49,92.74,92.88,93.03,92.49,91.95,90.26,88.57,10.16,8.01,5.86,5.68,5.51,5.65,5.79,82.87,85.42,87.97,87.74,87.52,85.48,83.45,47.63,52.82,58.01,52.39,46.77,56.98,67.19,75.87,74.87,73.86,71.79,69.72,56.44,43.16,74.91,80.62,86.34,86.82,87.29,56.36,25.43
4.8,5.2,5.9,6.4,6.1,6.3,8.1,98.6,78.7,79.8,53.9,36.8,25.2,16.5,59.34,59.22,59.09,52.76,46.42,43.6,40.77,54.66,56.1,57.53,64.58,71.63,74.94,78.26,99.04,99.1,99.17,99.26,99.36,99.4,99.43,86.44,83.74,81.03,79.53,78.03,65.74,53.44,97.1,97.61,98.12,97.48,96.85,92.66,88.48,4.93,6.16,7.39,7.34,7.29,17.08,26.86,10.51,5.26,0.0,0.0,0.0,4.3,8.59,98.66,98.65,98.63,98.63,98.63,98.56,98.5,99.11,99.11,99.11,98.86,98.6,98.57,98.54,72.75,75.1,77.46,75.99,74.53,63.58,52.64,91.44,90.82,90.19,92.02,93.86,90.2,86.54,95.16,96.64,98.12,98.2,98.28,98.49,98.7,88.73,90.92,93.12,84.96,76.79,54.64,32.5,99.75,99.42,99.08,99.06,99.04,98.84,98.63
5.9,6.1,6.5,7.8,7.5,6.8,9.2,100.2,85.1,97.7,99.3,74.6,22.2,22.6,64.85,64.28,63.71,63.88,64.06,64.47,64.89,49.51,51.93,54.35,53.25,52.15,53.11,54.07,94.33,93.0,91.66,92.48,93.31,93.04,92.78,47.25,62.08,76.92,78.22,79.53,81.77,84.02,91.12,89.86,88.6,87.7,86.79,91.42,96.05,48.52,43.62,38.71,32.26,25.82,26.34,26.86,36.9,37.46,38.01,22.54,7.07,15.62,24.16,93.7,93.51,93.31,93.2,93.09,93.22,93.35,96.53,97.1,97.68,97.58,97.48,98.28,99.08,48.42,53.34,58.26,53.14,48.01,33.04,18.08,79.21,77.48,75.74,73.8,71.86,79.5,87.14,97.8,97.16,96.53,96.36,96.18,90.77,85.36,96.53,88.14,79.75,81.38,83.0,68.22,53.44,90.61,92.2,93.79,95.34,96.88,95.05,93.22
6.1,7.1,7.5,9.6,7.7,7.9,10.7,37.3,49.2,30.7,26.5,21.3,52.3,46.2,34.57,33.07,31.58,31.24,30.91,31.38,31.86,75.71,77.57,79.43,79.74,80.04,79.72,79.41,41.29,44.42,47.56,44.36,41.15,51.02,60.88,11.05,11.7,12.35,11.08,9.81,9.28,8.75,81.31,81.07,80.83,78.29,75.74,74.79,73.84,21.62,29.88,38.14,41.31,44.48,46.14,47.8,60.65,54.46,48.26,35.48,22.7,19.37,16.04,72.78,72.12,71.47,70.86,70.26,69.71,69.16,87.71,87.92,88.12,88.58,89.05,89.45,89.85,24.39,20.57,16.75,15.22,13.69,16.76,19.83,78.89,78.35,77.81,80.93,84.05,85.92,87.78,65.97,64.47,62.97,54.87,46.77,63.0,79.22,37.7,34.08,30.47,30.85,31.23,31.86,32.5,78.13,68.8,59.47,64.58,69.68,65.55,61.43
11.3,11.9,10.7,14.2,15.3,11.8,16.4,161.1,146.6,142.8,136.4,127.8,146.1,136.5,67.78,67.81,67.84,65.95,64.06,63.82,63.59,38.62,37.73,36.84,37.24,37.63,37.47,37.3,64.31,67.11,69.91,70.84,71.78,71.24,70.69,24.42,24.52,24.61,23.32,22.03,26.93,31.83,69.02,68.96,68.9,68.93,68.96,62.39,55.82,14.36,14.08,13.79,12.72,11.65,13.67,15.69,50.14,50.36,50.59,46.23,41.87,36.52,31.16,72.97,72.78,72.59,72.51,72.43,72.6,72.76,63.42,63.46,63.51,62.27,61.03,59.28,57.54,55.14,60.25,65.36,68.01,70.65,68.25,65.85,60.24,60.74,61.25,61.57,61.89,61.92,61.94,57.15,56.8,56.45,57.16,57.88,58.65,59.42,85.96,85.43,84.91,82.84,80.77,81.44,82.11,47.06,57.1,67.14,70.3,73.47,68.13,62.79
10.4,10.1,10.1,13.5,13.1,11.1,12.8,135.6,117.3,144.6,142.9,130.5,82.3,71.7,38.75,38.64,38.52,37.4,36.29,35.28,34.28,59.85,61.14,62.43,61.19,59.95,60.53,61.11,63.13,66.28,69.44,74.56,79.68,78.75,77.82,41.42,48.0,54.57,56.29,58.01,62.72,67.44,76.5,72.7,68.9,72.64,76.38,79.39,82.4,20.22,23.08,25.95,25.88,25.82,24.4,22.98,47.02,43.28,39.54,34.62,29.7,33.39,37.08,38.52,38.17,37.82,37.09,36.36,35.62,34.88,85.67,81.98,78.29,77.81,77.33,79.97,82.62,22.95,20.03,17.1,21.45,25.79,25.72,25.65,91.05,86.66,82.27,79.07,75.87,76.64,77.4,38.2,37.23,36.26,33.19,30.12,24.99,19.86,40.69,36.8,32.92,34.52,36.13,41.64,47.14,71.89,72.4,72.91,64.8,56.69,56.28,55.86
25.6,24.2,29.5,30.8,27.7,28.8,40.0,130.2,123.4,116.7,105.1,95.8,143.5,139.0,56.0,57.19,58.39,58.77,59.15,59.44,59.74,21.87,21.74,21.62,21.38,21.14,21.52,21.9,66.19,65.89,65.58,65.26,64.94,60.27,55.6,33.05,31.66,30.28,31.94,33.59,32.71,31.83,43.11,44.75,46.39,48.22,50.05,49.28,48.5,57.75,58.26,58.77,58.23,57.69,57.87,58.05,69.47,67.56,65.65,64.38,63.1,62.07,61.04,88.16,88.14,88.12,88.0,87.87,87.87,87.87,13.69,13.32,12.96,12.24,11.52,11.7,11.87,93.89,93.7,93.51,93.51,93.51,93.43,93.35,41.1,39.3,37.5,37.3,37.09,36.78,36.47,77.17,77.76,78.35,77.1,75.84,77.1,78.36,81.31,82.6,83.89,82.33,80.77,82.46,84.15,67.34,67.74,68.13,72.69,77.26,75.72,74.19
7.5,8.7,9.3,11.2,9.5,9.8,13.9,105.8,107.9,104.7,81.2,82.0,13.8,10.7,34.22,36.04,37.85,41.44,45.02,46.54,48.06,74.98,75.87,76.76,76.71,76.66,75.44,74.22,83.09,85.37,87.65,85.22,82.8,73.88,64.96,63.29,39.86,16.43,28.5,40.56,45.44,50.32,94.97,94.38,93.79,94.82,95.86,95.2,94.53,42.25,37.3,32.35,29.08,25.82,28.69,31.57,42.85,34.67,26.49,13.24,0.0,4.3,8.59,47.63,46.84,46.04,45.42,44.79,43.99,43.19,71.6,71.17,70.74,72.41,74.08,77.16,80.24,25.47,17.3,9.14,8.02,6.91,29.25,51.59,83.6,86.18,88.76,82.49,76.22,77.9,79.57,60.17,56.05,51.93,60.97,70.01,65.43,60.85,78.86,66.65,54.44,32.73,11.02,28.09,45.16,65.46,73.28,81.09,82.25,83.41,68.63,53.85
9.5,9.6,12.2,12.7,13.8,12.6,11.7,151.0,140.2,127.5,112.8,100.8,58.5,57.3,25.85,25.49,25.12,23.37,21.62,21.63,21.64,61.0,60.74,60.49,61.42,62.34,61.72,61.11,66.19,66.35,66.51,59.69,52.87,53.7,54.52,10.03,17.11,24.2,23.12,22.03,19.42,16.8,55.71,53.94,52.18,47.34,42.5,41.04,39.59,53.77,55.17,56.57,57.13,57.69,56.98,56.27,51.8,46.94,42.09,41.98,41.87,42.42,42.97,49.63,49.24,48.84,48.22,47.6,47.68,47.77,41.77,43.3,44.83,43.79,42.76,41.72,40.67,69.09,69.99,70.9,71.43,71.95,75.25,78.55,61.48,61.36,61.25,56.97,52.69,52.3,51.91,67.53,70.18,72.84,70.56,68.29,66.92,65.56,46.29,43.65,41.01,40.31,39.61,44.38,49.14,44.57,52.68,60.78,53.84,46.91,46.26,45.61
13.7,13.3,17.8,16.4,14.3,14.7,16.2,140.5,126.2,114.1,101.8,88.0,30.4,28.3,43.71,41.8,39.89,40.84,41.8,42.12,42.43,39.64,39.29,38.94,41.07,43.2,42.05,40.9,56.29,61.4,66.51,65.23,63.95,66.71,69.48,15.44,25.79,36.13,34.86,33.59,26.78,19.96,87.81,86.46,85.1,84.86,84.62,88.52,92.43,5.99,6.7,7.42,7.36,7.29,8.53,9.77,11.33,11.84,12.35,13.56,14.77,22.96,31.16,62.91,62.48,62.05,61.8,61.54,60.94,60.34,85.2,85.2,85.2,84.46,83.73,86.72,89.72,18.43,17.6,16.78,15.24,13.69,13.57,13.46,82.87,85.65,88.44,88.12,87.81,87.35,86.89,27.98,25.69,23.4,35.08,46.77,48.66,50.54,50.97,45.48,39.99,37.17,34.35,30.43,26.51,80.58,74.97,69.37,61.4,53.44,40.33,27.21
7.1,8.9,7.2,9.1,7.7,7.8,11.8,70.0,63.2,64.5,58.7,52.2,39.5,35.4,37.44,38.14,38.84,38.16,37.47,36.6,35.74,3.53,3.44,3.34,3.56,3.79,4.3,4.81,86.15,86.0,85.86,84.57,83.28,76.77,70.27,46.04,49.4,52.75,65.39,78.03,81.02,84.02,18.31,19.28,20.25,23.75,27.25,26.24,25.24,73.54,73.67,73.8,73.58,73.35,73.1,72.85,71.92,68.83,65.74,64.42,63.1,64.56,66.01,72.3,72.24,72.17,72.02,71.86,71.68,71.51,73.93,71.86,69.79,68.78,67.78,68.74,69.7,92.58,92.58,92.58,92.16,91.75,92.02,92.3,42.5,41.12,39.73,35.21,30.69,34.14,37.59,38.2,38.17,38.14,34.13,30.12,30.34,30.55,50.75,60.28,69.82,73.76,77.71,71.54,65.37,50.72,45.18,39.64,46.54,53.44,49.52,45.61
7.4,8.2,8.6,10.1,10.2,8.3,9.0,79.1,70.2,76.5,69.4,61.4,33.1,26.9,61.25,61.73,62.21,60.68,59.15,57.18,55.22,17.7,18.27,18.85,19.01,19.17,18.72,18.27,37.15,38.48,39.8,41.04,42.29,38.65,35.01,51.77,52.8,53.84,49.2,44.57,47.44,50.32,32.51,39.91,47.31,52.43,57.56,53.52,49.49,78.48,74.26,70.04,69.11,68.19,68.12,68.05,69.09,66.42,63.74,60.82,57.91,59.48,61.04,61.0,60.92,60.84,60.89,60.94,61.11,61.27,55.68,55.54,55.4,56.1,56.8,54.0,51.21,49.54,52.52,55.49,56.68,57.88,56.55,55.22,67.56,68.4,69.25,69.04,68.83,69.33,69.83,19.33,22.82,26.3,21.02,15.73,19.85,23.97,43.94,42.26,40.59,40.1,39.61,45.42,51.24,50.72,57.69,64.66,68.49,72.32,63.08,53.85
5.0,6.5,6.2,7.0,6.3,6.5,8.4,1.9,0.4,0.7,0.4,0.0,9.2,8.3,60.78,60.32,59.85,57.82,55.78,53.99,52.2,43.33,46.76,50.18,49.18,48.17,49.1,50.03,95.45,95.46,95.48,95.51,95.54,96.08,96.63,78.61,48.72,18.82,29.69,40.56,40.4,40.23,87.81,90.99,94.17,95.46,96.75,97.6,98.44,9.81,10.73,11.65,11.65,11.65,15.39,19.13,5.54,6.25,6.97,7.02,7.07,3.54,0.0,97.87,97.9,97.93,97.85,97.77,97.68,97.58,96.28,96.82,97.36,97.5,97.64,98.01,98.38,5.6,5.33,5.06,4.47,3.88,1.94,0.0,95.0,94.65,94.3,92.8,91.31,86.78,82.24,95.38,95.73,96.08,96.7,97.33,95.85,94.37,96.47,96.69,96.91,97.4,97.9,98.76,99.62,97.13,95.68,94.24,95.3,96.37,96.48,96.59
5.7,6.2,7.0,8.0,7.2,7.4,8.9,67.2,62.3,60.1,45.5,42.4,10.6,11.3,10.79,8.92,7.04,7.45,7.86,7.62,7.38,39.64,41.58,43.52,49.36,55.21,57.6,59.99,92.1,91.6,91.09,92.02,92.96,92.24,91.53,57.56,47.96,38.36,32.2,26.04,26.82,27.59,73.96,70.34,66.73,66.16,65.58,66.35,67.12,93.92,94.36,94.81,95.05,95.29,95.3,95.32,42.06,24.94,7.83,3.91,0.0,0.0,0.0,98.89,98.86,98.82,98.76,98.69,98.68,98.66,81.34,78.67,75.99,75.78,75.58,78.44,81.29,47.79,43.72,39.64,42.06,44.48,48.56,52.64,72.68,75.54,78.41,78.46,78.51,77.78,77.05,97.29,97.4,97.52,97.17,96.82,94.18,91.53,96.4,93.88,91.37,86.61,81.85,84.75,87.65,98.76,98.26,97.77,97.44,97.1,97.12,97.14
7.7,11.4,16.0,19.7,12.8,19.6,24.6,122.0,117.4,113.7,101.1,85.4,97.8,87.3,52.34,50.94,49.54,47.98,46.42,46.1,45.77,17.03,17.26,17.48,17.18,16.87,16.74,16.61,32.35,33.59,34.83,36.96,39.08,32.62,26.16,34.77,30.18,25.6,25.82,26.04,26.82,27.59,24.45,24.7,24.96,25.72,26.49,25.87,25.24,56.38,57.67,58.96,59.2,59.44,58.74,58.05,65.39,64.69,63.99,62.43,60.87,60.96,61.04,75.42,75.12,74.82,74.77,74.72,74.6,74.47,21.68,20.66,19.64,19.71,19.77,19.46,19.16,87.27,87.52,87.77,87.94,88.12,88.3,88.48,24.67,24.42,24.16,25.12,26.07,26.94,27.82,34.8,34.76,34.73,35.22,35.72,30.74,25.75,52.02,50.86,49.7,49.35,49.0,63.57,78.13,64.02,60.5,56.99,55.9,54.81,48.25,41.69
4.7,4.8,5.4,6.2,6.3,6.1,8.7,140.9,130.8,131.7,130.1,147.9,72.3,58.8,56.86,57.12,57.37,57.26,57.15,61.02,64.89,62.81,63.06,63.32,60.74,58.17,58.18,58.18,89.37,92.0,94.62,89.54,84.46,83.93,83.39,30.63,27.59,24.55,16.18,7.8,4.9,2.01,93.22,94.19,95.16,95.96,96.75,96.72,96.69,17.67,19.26,20.85,21.34,21.84,22.41,22.98,17.73,12.62,7.51,7.29,7.07,7.83,8.59,90.96,90.83,90.7,90.46,90.23,90.06,89.88,84.75,85.08,85.42,86.28,87.14,89.53,91.92,42.92,44.35,45.78,35.78,25.79,28.36,30.94,60.24,63.02,65.81,68.46,71.12,70.32,69.51,94.91,95.3,95.7,93.84,91.98,91.92,91.85,88.38,88.52,88.67,59.14,29.61,52.5,75.4,77.3,87.1,96.91,94.89,92.87,86.79,80.71
5.6,6.8,6.9,8.7,7.1,8.6,10.1,207.3,192.9,182.1,164.7,140.2,108.7,106.0,26.55,28.94,31.33,32.3,33.27,32.56,31.86,75.71,75.82,75.93,75.24,74.56,72.88,71.2,70.23,69.2,68.16,68.16,68.15,72.98,77.82,35.02,30.45,25.88,41.94,58.01,58.79,59.58,96.63,96.69,96.75,97.23,97.71,97.72,97.74,62.75,56.38,50.02,45.64,41.26,42.94,44.62,29.51,25.37,21.24,28.53,35.82,41.59,47.36,30.95,30.26,29.58,28.64,27.7,27.74,27.78,79.24,79.82,80.39,81.9,83.41,85.53,87.65,36.13,34.0,31.87,27.02,22.16,20.12,18.08,91.82,86.38,80.93,83.35,85.77,85.72,85.68,47.63,45.6,43.58,37.79,32.0,36.51,41.02,35.21,43.92,52.63,48.9,45.18,38.84,32.5,80.58,70.68,60.78,56.25,51.72,62.32,72.92
