2014 SVI Crowding Data and Encoding,2015 SVI Crowding Data and Encoding,2016 SVI Crowding Data and Encoding,2017 SVI Crowding Data and Encoding,2018 SVI Crowding Data and Encoding,2019 SVI Crowding Data and Encoding,2020 SVI Crowding Data and Encoding
26.39,35.96,45.53,27.67,9.81,36.11,62.41
94.05,91.1,88.16,84.53,80.9,82.46,84.02
59.09,59.88,60.68,57.83,54.98,58.7,62.41
60.27,51.88,43.49,49.23,54.98,45.49,36.0
13.88,20.25,26.62,33.59,40.56,30.26,19.96
31.45,20.56,9.68,27.12,44.57,49.0,53.44
41.13,45.28,49.44,45.0,40.56,34.08,27.59
41.64,50.03,58.42,51.5,44.57,40.28,36.0
24.01,38.24,52.47,55.24,58.01,69.08,80.14
70.9,54.96,39.03,27.26,15.5,17.73,19.96
52.34,55.54,58.74,42.39,26.04,31.02,36.0
83.86,82.51,81.15,80.34,79.53,82.2,84.88
74.56,72.16,69.75,40.99,12.23,53.12,94.02
13.79,20.06,26.33,19.28,12.23,38.53,64.83
69.82,37.4,4.97,42.25,79.53,78.35,77.18
28.91,35.42,41.93,52.53,63.13,47.48,31.83
86.66,84.21,81.76,80.64,79.53,78.35,77.18
66.25,61.3,56.35,54.08,51.8,46.02,40.23
75.04,70.17,65.3,60.14,54.98,68.05,81.13
71.09,67.24,63.39,63.26,63.13,33.1,3.06
13.75,43.96,74.18,74.26,74.34,75.76,77.18
83.29,79.64,75.99,82.8,89.62,90.56,91.5
74.28,70.52,66.76,64.94,63.13,41.54,19.96
78.89,75.47,72.05,61.93,51.8,35.88,19.96
12.54,16.52,20.5,14.15,7.8,12.3,16.8
64.15,68.97,73.8,72.23,70.65,57.14,43.63
66.99,65.81,64.63,70.43,76.22,71.83,67.44
88.98,71.33,53.68,59.95,66.22,36.57,6.91
82.14,81.3,80.45,84.78,89.11,89.06,89.02
87.62,89.53,91.44,84.74,78.03,39.86,1.69
85.23,79.68,74.12,61.14,48.17,67.26,86.35
85.29,69.72,54.15,70.32,86.5,88.38,90.26
46.8,60.56,74.31,78.14,81.98,62.8,43.63
48.87,40.24,31.61,38.09,44.57,36.08,27.59
84.24,88.66,93.09,91.1,89.11,85.12,81.13
25.25,19.71,14.17,13.2,12.23,14.52,16.8
30.21,28.35,26.49,50.42,74.34,45.57,16.8
80.1,66.35,52.59,48.58,44.57,59.27,73.97
92.1,91.32,90.54,90.08,89.62,46.34,3.06
8.21,6.67,5.13,4.72,4.3,33.35,62.41
7.13,7.32,7.51,14.77,22.03,54.86,87.68
82.04,77.89,73.73,57.14,40.56,27.32,14.07
78.38,78.98,79.59,71.36,63.13,51.68,40.23
41.61,45.42,49.22,43.12,37.03,45.24,53.44
88.73,76.82,64.92,52.74,40.56,34.08,27.59
32.73,32.06,31.39,23.44,15.5,16.15,16.8
60.43,68.96,77.49,71.86,66.22,64.32,62.41
22.13,33.17,44.22,59.28,74.34,66.96,59.58
2.93,12.48,22.03,13.16,4.3,2.15,0.0
3.37,27.55,51.74,66.32,80.9,58.45,36.0
31.71,33.7,35.69,27.28,18.88,43.16,67.44
94.3,94.6,94.91,95.34,95.77,94.45,93.13
75.55,63.98,52.4,55.2,58.01,42.8,27.59
24.93,24.61,24.29,13.29,2.29,11.12,19.96
28.72,48.74,68.77,64.63,60.49,62.66,64.83
50.14,34.91,19.68,12.68,5.67,7.21,8.75
97.36,96.8,96.24,96.13,96.02,96.58,97.14
97.96,98.15,98.34,98.47,98.6,98.33,98.06
0.0,0.0,0.0,0.0,0.0,0.0,0.0
97.61,97.6,97.58,97.52,97.45,97.54,97.64
99.04,99.09,99.14,99.03,98.92,98.62,98.31
46.29,40.05,33.81,31.72,29.64,32.82,36.0
24.71,34.91,45.11,48.46,51.8,51.06,50.32
70.07,68.0,65.93,63.21,60.49,61.45,62.41
45.4,45.34,45.27,50.12,54.98,61.21,67.44
91.69,91.29,90.89,92.52,94.14,90.24,86.35
93.22,90.7,88.19,86.38,84.56,82.84,81.13
74.66,57.44,40.21,36.9,33.59,54.56,75.53
9.07,9.36,9.65,15.84,22.03,42.22,62.41
59.15,66.46,73.77,62.78,51.8,63.66,75.53
56.1,65.37,74.63,74.48,74.34,77.24,80.14
46.99,63.27,79.56,76.95,74.34,74.15,73.97
26.42,20.47,14.52,27.54,40.56,32.16,23.77
36.99,58.62,80.26,54.95,29.64,41.54,53.44
91.53,90.0,88.48,88.8,89.11,86.1,83.1
21.78,41.84,61.89,62.51,63.13,68.55,73.97
90.48,90.37,90.26,84.9,79.53,82.2,84.88
99.49,99.62,99.75,99.7,99.65,82.24,64.83
20.57,16.6,12.64,28.61,44.57,44.1,43.63
45.59,51.33,57.08,45.34,33.59,26.78,19.96
87.11,80.93,74.75,61.46,48.17,47.8,47.42
76.22,69.04,61.86,73.68,85.51,88.68,91.85
93.19,93.52,93.86,90.48,87.11,89.77,92.43
41.58,54.98,68.39,56.48,44.57,68.21,91.85
97.26,96.61,95.96,93.76,91.56,85.16,78.77
57.31,67.84,78.38,82.44,86.5,81.01,75.53
72.49,77.95,83.41,85.84,88.28,86.88,85.49
95.64,95.84,96.05,95.54,95.03,89.06,83.1
75.39,67.66,59.92,52.24,44.57,46.0,47.42
46.51,37.61,28.72,32.88,37.03,46.79,56.56
43.2,52.15,61.1,72.29,83.48,75.46,67.44
66.09,69.84,73.58,68.36,63.13,56.72,50.32
94.87,92.66,90.45,92.47,94.49,94.0,93.51
98.09,98.2,98.31,98.1,97.9,98.24,98.57
90.13,89.7,89.27,86.38,83.48,86.87,90.26
32.35,43.22,54.09,56.05,58.01,58.79,59.58
71.22,77.3,83.38,82.14,80.9,67.17,53.44
97.55,96.06,94.56,94.84,95.13,94.4,93.67
71.47,82.49,93.51,93.82,94.14,94.21,94.27
96.15,88.19,80.23,81.86,83.48,72.94,62.41
78.26,74.71,71.16,64.59,58.01,42.8,27.59
72.27,68.56,64.85,59.92,54.98,39.38,23.77
83.03,79.87,76.7,73.68,70.65,67.74,64.83
54.12,51.52,48.93,26.62,4.3,18.07,31.83
86.09,79.68,73.26,71.96,70.65,63.6,56.56
12.83,14.28,15.73,15.62,15.5,29.56,43.63
72.14,75.68,79.21,63.69,48.17,34.06,19.96
35.43,52.28,69.12,75.01,80.9,85.88,90.87
74.85,70.88,66.92,73.91,80.9,67.17,53.44
64.63,68.08,71.54,67.33,63.13,67.75,72.37
20.73,28.38,36.04,29.04,22.03,21.0,19.96
55.05,57.76,60.46,45.05,29.64,21.86,14.07
28.78,26.41,24.04,14.17,4.3,3.15,2.01
61.22,62.91,64.6,68.54,72.49,56.36,40.23
24.48,53.14,81.79,87.07,92.36,87.73,83.1
59.63,36.08,12.54,17.28,22.03,18.05,14.07
31.36,39.74,48.11,42.57,37.03,32.31,27.59
63.2,71.62,80.04,81.01,81.98,67.71,53.44
16.49,17.64,18.78,26.18,33.59,41.96,50.32
10.06,13.08,16.11,17.5,18.88,31.26,43.63
86.37,85.64,84.91,83.44,81.98,81.06,80.14
41.96,32.76,23.56,24.8,26.04,46.74,67.44
67.97,62.65,57.34,47.18,37.03,34.43,31.83
66.0,69.07,72.14,58.36,44.57,42.4,40.23
12.42,19.9,27.38,30.48,33.59,21.17,8.75
68.07,59.16,50.24,61.36,72.49,74.01,75.53
67.24,66.02,64.79,63.96,63.13,61.36,59.58
4.78,5.88,6.97,8.39,9.81,9.28,8.75
6.11,8.6,11.08,18.56,26.04,28.94,31.83
7.39,12.94,18.5,35.15,51.8,64.49,77.18
47.91,50.84,53.77,47.16,40.56,42.1,43.63
31.17,25.22,19.26,14.54,9.81,8.36,6.91
27.51,24.22,20.92,27.25,33.59,41.96,50.32
15.09,17.35,19.61,26.6,33.59,21.17,8.75
27.03,18.6,10.16,18.1,26.04,20.06,14.07
25.63,25.88,26.14,24.08,22.03,14.47,6.91
49.89,40.03,30.18,26.1,22.03,19.42,16.8
14.93,11.92,8.91,8.36,7.8,21.9,36.0
38.3,31.87,25.44,23.74,22.03,22.9,23.77
13.44,9.73,6.02,9.12,12.23,14.52,16.8
16.52,16.49,16.46,19.24,22.03,26.93,31.83
14.2,9.71,5.22,5.44,5.67,9.87,14.07
41.1,43.95,46.8,43.68,40.56,36.2,31.83
33.75,22.18,10.6,16.31,22.03,24.81,27.59
2.96,2.28,1.59,17.59,33.59,50.52,67.44
40.18,45.7,51.23,40.44,29.64,32.82,36.0
12.73,11.58,10.44,12.97,15.5,10.5,5.51
14.04,14.9,15.76,20.9,26.04,33.14,40.23
30.15,30.64,31.14,26.59,22.03,16.57,11.11
90.16,89.08,88.0,86.76,85.51,83.32,81.13
33.27,33.04,32.82,34.92,37.03,42.22,47.42
53.42,51.48,49.54,48.86,48.17,42.08,36.0
26.84,27.26,27.67,34.12,40.56,36.2,31.83
67.34,68.45,69.56,66.34,63.13,62.77,62.41
16.05,16.14,16.24,19.13,22.03,29.02,36.0
47.18,63.15,79.11,78.57,78.03,57.01,36.0
5.89,21.49,37.09,31.56,26.04,17.4,8.75
14.65,19.39,24.13,28.86,33.59,32.71,31.83
6.24,7.74,9.23,7.45,5.67,6.29,6.91
22.83,37.64,52.44,44.74,37.03,25.55,14.07
45.56,44.02,42.47,38.03,33.59,36.91,40.23
43.94,40.8,37.66,31.85,26.04,23.0,19.96
32.25,32.86,33.46,26.17,18.88,19.42,19.96
37.63,36.55,35.47,28.75,22.03,16.57,11.11
15.79,16.65,17.51,23.58,29.64,26.7,23.77
54.92,54.9,54.89,47.73,40.56,36.2,31.83
11.24,13.36,15.47,12.64,9.81,26.72,43.63
16.3,14.2,12.1,13.8,15.5,12.12,8.75
14.68,25.94,37.19,50.16,63.13,67.75,72.37
53.39,51.18,48.97,37.51,26.04,16.48,6.91
9.23,8.12,7.0,6.34,5.67,7.21,8.75
16.56,12.99,9.42,8.61,7.8,5.43,3.06
29.8,27.46,25.12,29.35,33.59,32.71,31.83
12.61,15.95,19.29,17.4,15.5,12.12,8.75
60.2,64.94,69.69,75.3,80.9,72.87,64.83
38.71,40.99,43.27,50.64,58.01,57.28,56.56
45.08,42.24,39.41,30.72,22.03,32.83,43.63
40.02,24.39,8.76,12.13,15.5,17.73,19.96
3.41,3.01,2.61,2.45,2.29,3.09,3.88
22.95,20.38,17.8,18.34,18.88,21.32,23.77
2.48,12.92,23.37,17.8,12.23,7.12,2.01
52.47,31.81,11.14,8.4,5.67,8.39,11.11
18.5,19.89,21.27,23.66,26.04,28.94,31.83
9.42,11.78,14.14,13.18,12.23,13.15,14.07
68.51,54.68,40.85,22.04,3.22,11.59,19.96
55.4,58.0,60.59,56.19,51.8,46.02,40.23
33.56,36.06,38.55,30.29,22.03,26.93,31.83
39.13,47.85,56.57,52.37,48.17,42.08,36.0
34.51,32.66,30.82,33.92,37.03,38.63,40.23
30.18,17.81,5.44,3.86,2.29,5.52,8.75
30.37,30.54,30.72,39.44,48.17,32.48,16.8
17.51,23.58,29.64,31.62,33.59,57.83,82.08
36.45,27.01,17.57,12.68,7.8,3.9,0.0
12.89,10.14,7.39,7.59,7.8,12.3,16.8
16.91,21.3,25.69,23.86,22.03,19.42,16.8
23.69,43.81,63.93,69.13,74.34,58.98,43.63
26.11,29.6,33.08,35.06,37.03,34.43,31.83
38.2,36.68,35.15,27.02,18.88,21.32,23.77
77.4,78.2,78.99,82.74,86.5,81.01,75.53
35.05,35.35,35.66,43.73,51.8,46.02,40.23
37.95,39.03,40.11,45.96,51.8,47.72,43.63
41.36,38.0,34.64,30.34,26.04,24.9,23.77
21.24,24.1,26.97,21.24,15.5,21.54,27.59
59.44,55.81,52.18,48.38,44.57,47.44,50.32
21.55,20.26,18.97,17.24,15.5,11.2,6.91
53.23,52.62,52.02,53.5,54.98,54.21,53.44
32.98,23.24,13.5,12.87,12.23,11.67,11.11
91.37,90.74,90.1,91.23,92.36,88.92,85.49
43.46,45.32,47.18,40.38,33.59,32.71,31.83
55.62,62.55,69.47,70.98,72.49,64.53,56.56
37.85,40.78,43.71,44.14,44.57,59.27,73.97
16.75,24.47,32.19,42.0,51.8,35.88,19.96
37.82,35.7,33.59,29.82,26.04,17.4,8.75
16.08,29.91,43.74,45.96,48.17,67.64,87.11
53.8,51.7,49.6,43.32,37.03,38.63,40.23
77.78,75.96,74.15,59.36,44.57,42.4,40.23
35.66,27.51,19.36,17.43,15.5,25.75,36.0
30.4,42.02,53.65,50.91,48.17,52.36,56.56
70.96,61.17,51.38,53.18,54.98,54.21,53.44
13.05,18.46,23.88,42.18,60.49,58.53,56.56
54.66,59.44,64.22,73.1,81.98,88.3,94.62
23.56,28.84,34.13,30.08,26.04,20.06,14.07
50.3,49.78,49.25,34.06,18.88,15.0,11.11
22.64,21.89,21.14,16.68,12.23,16.1,19.96
22.09,18.14,14.2,20.12,26.04,31.02,36.0
56.22,61.06,65.9,60.44,54.98,35.89,16.8
71.35,72.91,74.47,71.56,68.64,68.04,67.44
20.63,29.22,37.82,47.92,58.01,44.92,31.83
29.86,21.78,13.69,9.0,4.3,4.09,3.88
28.75,25.95,23.15,21.02,18.88,15.0,11.11
65.17,50.5,35.82,36.43,37.03,48.3,59.58
29.39,18.93,8.47,13.68,18.88,17.84,16.8
45.02,51.14,57.27,61.74,66.22,70.88,75.53
37.79,31.5,25.21,20.36,15.5,27.86,40.23
71.76,74.09,76.41,80.49,84.56,83.83,83.1
5.73,8.38,11.02,11.62,12.23,11.67,11.11
5.0,6.58,8.15,10.19,12.23,11.67,11.11
32.86,33.91,34.96,35.99,37.03,36.52,36.0
26.52,26.71,26.9,22.89,18.88,27.44,36.0
18.31,12.72,7.13,13.0,18.88,29.56,40.23
8.91,7.56,6.21,7.0,7.8,12.3,16.8
50.33,35.96,21.59,21.81,22.03,16.57,11.11
56.26,52.07,47.88,36.96,26.04,33.14,40.23
35.88,41.31,46.74,49.27,51.8,31.46,11.11
59.89,67.61,75.33,76.68,78.03,67.29,56.56
69.75,72.52,75.29,63.55,51.8,51.06,50.32
62.85,58.14,53.42,59.82,66.22,61.39,56.56
55.3,50.64,45.97,41.5,37.03,28.5,19.96
36.33,28.76,21.2,25.42,29.64,34.94,40.23
51.96,55.03,58.1,56.54,54.98,61.21,67.44
93.09,92.52,91.95,89.22,86.5,83.82,81.13
64.79,64.33,63.87,62.18,60.49,55.4,50.32
58.13,57.29,56.45,62.55,68.64,65.53,62.41
53.07,47.3,41.52,35.58,29.64,36.64,43.63
35.34,30.88,26.42,28.03,29.64,26.7,23.77
62.11,59.77,57.43,54.62,51.8,49.61,47.42
84.15,86.79,89.43,86.46,83.48,75.46,67.44
39.22,32.98,26.74,28.19,29.64,44.61,59.58
50.72,48.82,46.93,53.71,60.49,37.28,14.07
17.86,20.6,23.34,30.18,37.03,30.4,23.77
43.23,30.99,18.75,29.65,40.56,28.68,16.8
39.38,43.7,48.01,48.09,48.17,44.2,40.23
9.65,18.9,28.14,25.08,22.03,21.0,19.96
88.38,83.19,78.0,70.56,63.13,69.33,75.53
46.55,30.62,14.68,8.2,1.72,5.24,8.75
74.82,71.24,67.65,59.73,51.8,35.88,19.96
84.11,81.28,78.45,74.55,70.65,70.43,70.21
73.1,68.02,62.94,68.64,74.34,82.92,91.5
20.82,14.36,7.9,11.7,15.5,42.86,70.21
7.04,4.99,2.93,4.3,5.67,12.81,19.96
39.26,43.49,47.72,36.88,26.04,33.14,40.23
32.38,30.42,28.46,17.07,5.67,4.36,3.06
5.09,22.1,39.1,38.07,37.03,30.4,23.77
41.01,48.42,55.84,62.24,68.64,70.5,72.37
33.4,19.32,5.25,8.74,12.23,27.93,43.63
49.0,60.89,72.78,77.38,81.98,82.54,83.1
3.6,3.24,2.87,5.33,7.8,15.78,23.77
29.29,31.79,34.29,37.42,40.56,42.1,43.63
27.83,14.84,1.85,11.94,22.03,48.0,73.97
53.74,52.32,50.91,47.74,44.57,57.39,70.21
41.17,37.98,34.8,25.15,15.5,19.63,23.77
55.27,54.58,53.9,51.04,48.17,42.08,36.0
17.99,15.87,13.75,16.32,18.88,10.97,3.06
54.82,66.95,79.08,69.78,60.49,70.32,80.14
79.62,79.12,78.61,83.24,87.87,88.44,89.02
58.04,54.38,50.72,47.64,44.57,40.28,36.0
10.63,12.26,13.88,19.96,26.04,17.4,8.75
24.86,19.43,14.01,21.82,29.64,32.82,36.0
60.17,55.6,51.03,44.03,37.03,30.4,23.77
46.39,29.58,12.77,43.56,74.34,75.76,77.18
47.06,48.03,49.0,50.4,51.8,62.08,72.37
50.37,33.61,16.84,19.43,22.03,24.81,27.59
57.43,57.67,57.91,51.24,44.57,36.08,27.59
29.07,38.03,46.99,43.78,40.56,28.68,16.8
44.86,45.28,45.69,37.66,29.64,21.86,14.07
38.05,40.15,42.25,34.15,26.04,23.0,19.96
39.06,23.06,7.07,5.14,3.22,5.07,6.91
48.97,47.64,46.32,37.98,29.64,30.74,31.83
19.33,22.43,25.53,15.6,5.67,5.59,5.51
32.79,22.12,11.46,7.88,4.3,4.9,5.51
6.75,4.23,1.72,3.7,5.67,7.21,8.75
46.96,48.52,50.08,50.94,51.8,41.82,31.83
18.27,29.16,40.05,44.11,48.17,44.2,40.23
2.77,3.12,3.47,4.57,5.67,4.78,3.88
15.95,17.59,19.23,15.73,12.23,11.67,11.11
40.5,38.04,35.59,32.62,29.64,41.54,53.44
65.23,62.54,59.85,54.01,48.17,32.48,16.8
8.72,7.4,6.08,5.19,4.3,9.18,14.07
23.24,16.97,10.7,14.79,18.88,25.36,31.83
93.98,95.03,96.08,96.37,96.66,94.26,91.85
23.85,24.36,24.86,17.34,9.81,9.28,8.75
1.62,14.49,27.35,32.19,37.03,45.24,53.44
5.06,4.9,4.74,3.98,3.22,3.14,3.06
1.88,2.22,2.55,2.42,2.29,6.7,11.11
9.81,7.69,5.57,7.69,9.81,11.94,14.07
7.55,8.71,9.87,12.68,15.5,21.54,27.59
2.2,2.63,3.06,3.14,3.22,5.98,8.75
10.35,7.86,5.38,4.84,4.3,5.6,6.91
52.56,59.18,65.81,71.02,76.22,86.09,95.96
52.05,54.41,56.77,45.18,33.59,21.17,8.75
41.48,43.14,44.79,44.68,44.57,46.0,47.42
15.38,9.38,3.37,4.52,5.67,9.87,14.07
76.82,78.86,80.9,85.0,89.11,92.87,96.63
32.41,39.06,45.72,46.94,48.17,49.24,50.32
87.68,89.74,91.79,94.78,97.77,96.32,94.88
48.42,56.4,64.37,66.51,68.64,50.24,31.83
3.85,11.74,19.64,28.34,37.03,25.55,14.07
24.8,28.52,32.25,22.24,12.23,18.0,23.77
11.21,10.76,10.32,10.06,9.81,7.66,5.51
16.11,14.68,13.24,19.64,26.04,21.42,16.8
4.81,19.26,33.72,54.97,76.22,77.5,78.77
13.31,12.84,12.38,12.3,12.23,10.49,8.75
38.43,40.38,42.34,39.68,37.03,28.5,19.96
9.96,15.38,20.79,15.3,9.81,10.46,11.11
19.64,25.77,31.9,36.23,40.56,27.32,14.07
3.98,6.24,8.5,28.34,48.17,61.85,75.53
7.42,11.68,15.95,12.88,9.81,7.66,5.51
26.77,37.66,48.55,39.1,29.64,36.64,43.63
28.97,28.59,28.21,23.54,18.88,11.38,3.88
11.88,9.54,7.2,8.51,9.81,14.89,19.96
17.8,20.7,23.59,22.81,22.03,26.93,31.83
9.01,11.32,13.63,11.72,9.81,10.46,11.11
20.92,28.92,36.93,24.58,12.23,8.87,5.51
6.14,5.32,4.49,3.39,2.29,9.54,16.8
2.04,2.12,2.2,3.93,5.67,4.36,3.06
16.36,9.16,1.97,4.89,7.8,25.72,43.63
17.96,16.54,15.12,15.31,15.5,13.3,11.11
12.19,9.01,5.83,5.75,5.67,4.78,3.88
31.42,39.44,47.47,44.02,40.56,34.08,27.59
19.9,28.61,37.31,23.56,9.81,16.79,23.77
55.87,53.72,51.58,53.28,54.98,54.21,53.44
5.76,10.66,15.57,24.58,33.59,28.68,23.77
63.48,61.35,59.22,34.51,9.81,16.79,23.77
5.35,9.35,13.34,12.78,12.23,11.67,11.11
7.96,10.38,12.8,15.84,18.88,13.82,8.75
21.94,22.1,22.25,25.94,29.64,32.82,36.0
90.29,85.4,80.52,78.37,76.22,74.3,72.37
76.5,69.79,63.07,33.15,3.22,3.55,3.88
39.61,28.96,18.31,14.06,9.81,20.82,31.83
25.02,18.66,12.29,7.75,3.22,3.55,3.88
9.26,9.88,10.51,27.54,44.57,32.26,19.96
11.91,15.32,18.72,22.38,26.04,31.02,36.0
72.78,75.77,78.76,79.83,80.9,83.62,86.35
29.35,20.16,10.98,20.31,29.64,38.53,47.42
25.98,18.13,10.28,11.26,12.23,8.06,3.88
9.17,9.9,10.63,11.43,12.23,10.49,8.75
73.54,68.86,64.18,39.84,15.5,41.47,67.44
31.2,31.95,32.7,43.84,54.98,39.38,23.77
51.89,54.25,56.61,52.39,48.17,56.5,64.83
17.35,16.68,16.01,22.82,29.64,53.41,77.18
76.28,69.32,62.37,67.43,72.49,44.64,16.8
54.09,58.38,62.66,36.24,9.81,9.28,8.75
22.67,23.54,24.42,29.0,33.59,22.35,11.11
1.94,2.78,3.63,5.72,7.8,12.3,16.8
20.28,18.52,16.75,11.21,5.67,5.59,5.51
65.07,67.97,70.87,68.54,66.22,68.22,70.21
49.51,45.3,41.1,44.64,48.17,47.8,47.42
2.71,2.69,2.67,4.17,5.67,9.87,14.07
65.84,47.3,28.75,22.12,15.5,23.67,31.83
5.38,4.61,3.85,5.82,7.8,37.62,67.44
19.39,20.1,20.82,21.42,22.03,24.81,27.59
2.58,8.31,14.04,16.46,18.88,17.84,16.8
63.42,70.76,78.1,74.38,70.65,57.14,43.63
40.82,40.72,40.62,29.75,18.88,12.9,6.91
49.19,61.54,73.89,72.27,70.65,74.71,78.77
30.09,25.63,21.17,18.34,15.5,12.12,8.75
1.72,4.04,6.37,12.62,18.88,33.15,47.42
72.46,57.54,42.63,52.88,63.13,70.95,78.77
66.92,72.98,79.05,75.77,72.49,67.45,62.41
20.44,19.98,19.52,17.51,15.5,27.86,40.23
21.97,24.34,26.71,26.38,26.04,16.48,6.91
63.9,74.63,85.35,87.48,89.62,87.56,85.49
3.47,2.74,2.01,8.75,15.5,27.86,40.23
5.67,6.18,6.69,12.78,18.88,15.0,11.11
2.29,3.26,4.23,4.26,4.3,7.71,11.11
61.95,61.38,60.81,63.52,66.22,64.32,62.41
47.15,31.86,16.56,9.89,3.22,13.5,23.77
20.69,22.84,24.99,23.51,22.03,22.9,23.77
36.71,36.65,36.58,29.31,22.03,13.77,5.51
1.56,7.48,13.4,17.72,22.03,15.39,8.75
7.74,14.37,21.01,30.78,40.56,28.68,16.8
39.8,31.01,22.22,31.39,40.56,63.02,85.49
58.61,52.43,46.26,37.95,29.64,19.2,8.75
40.66,53.15,65.65,76.38,87.11,80.54,73.97
29.1,32.6,36.1,40.34,44.57,42.4,40.23
28.46,43.4,58.33,56.66,54.98,49.3,43.63
14.71,19.18,23.65,42.07,60.49,37.28,14.07
2.61,9.63,16.65,41.44,66.22,79.94,93.67
36.64,28.38,20.12,21.08,22.03,34.72,47.42
0.0,1.02,2.04,3.17,4.3,10.55,16.8
74.53,79.91,85.29,76.96,68.64,39.88,11.11
3.06,4.5,5.95,3.83,1.72,29.14,56.56
7.77,7.66,7.55,4.92,2.29,2.68,3.06
31.9,37.24,42.57,45.37,48.17,49.24,50.32
0.0,0.0,0.0,20.28,40.56,50.07,59.58
54.03,51.39,48.74,48.46,48.17,45.9,43.63
85.26,85.86,86.47,87.79,89.11,76.97,64.83
8.28,5.92,3.57,3.93,4.3,5.6,6.91
13.24,21.58,29.93,31.76,33.59,26.78,19.96
71.12,68.98,66.83,48.24,29.64,43.1,56.56
42.15,42.62,43.08,43.82,44.57,46.0,47.42
47.21,36.84,26.46,24.24,22.03,12.02,2.01
60.9,69.23,77.55,41.61,5.67,16.63,27.59
15.25,16.81,18.37,15.3,12.23,16.1,19.96
2.01,15.0,27.98,36.28,44.57,44.1,43.63
95.67,96.07,96.47,97.25,98.03,97.78,97.52
94.65,94.96,95.26,96.01,96.75,96.14,95.54
40.88,37.08,33.27,31.46,29.64,38.53,47.42
91.98,88.76,85.55,83.76,81.98,78.76,75.53
9.3,24.42,39.54,30.78,22.03,34.72,47.42
1.53,1.82,2.1,1.05,0.0,0.0,0.0
82.94,86.2,89.46,79.05,68.64,82.09,95.54
84.72,82.54,80.36,74.5,68.64,72.08,75.53
0.0,36.24,72.49,70.56,68.64,34.32,0.0
21.68,21.57,21.46,38.22,54.98,54.21,53.44
89.97,76.74,63.51,34.59,5.67,32.63,59.58
10.95,7.24,3.53,5.66,7.8,33.69,59.58
21.52,15.12,8.72,13.8,18.88,43.16,67.44
43.78,66.84,89.91,92.96,96.02,83.12,70.21
19.93,14.44,8.95,30.37,51.8,34.3,16.8
37.28,41.94,46.61,40.1,33.59,38.61,43.63
50.75,43.03,35.31,25.4,15.5,13.3,11.11
8.37,5.98,3.6,2.47,1.34,6.22,11.11
25.53,23.66,21.78,23.91,26.04,28.94,31.83
4.97,6.36,7.74,7.77,7.8,17.7,27.59
62.62,54.18,45.75,26.78,7.8,13.88,19.96
3.44,8.22,12.99,14.24,15.5,11.2,6.91
80.13,83.14,86.15,81.18,76.22,67.9,59.58
0.0,0.0,0.0,4.9,9.81,22.9,36.0
30.6,33.64,36.68,36.86,37.03,38.63,40.23
18.66,20.23,21.81,31.18,40.56,21.28,2.01
66.73,79.07,91.4,83.81,76.22,84.68,93.13
89.37,79.34,69.31,56.94,44.57,32.26,19.96
65.04,59.66,54.28,66.9,79.53,80.33,81.13
7.64,5.41,3.18,3.74,4.3,9.18,14.07
24.74,28.75,32.76,25.82,18.88,15.0,11.11
58.74,37.65,16.56,25.07,33.59,43.52,53.44
72.68,74.83,76.98,49.5,22.03,16.57,11.11
14.9,10.12,5.35,8.79,12.23,14.52,16.8
19.99,30.4,40.82,57.58,74.34,47.15,19.96
48.14,51.04,53.93,52.87,51.8,47.72,43.63
35.47,22.13,8.79,6.01,3.22,2.46,1.69
9.55,12.16,14.77,7.38,0.0,0.0,0.0
22.8,20.42,18.05,16.78,15.5,9.69,3.88
60.14,62.67,65.2,58.5,51.8,59.62,67.44
49.95,39.84,29.74,19.78,9.81,4.9,0.0
88.12,80.4,72.68,60.42,48.17,27.54,6.91
33.81,40.22,46.64,36.34,26.04,28.94,31.83
32.82,33.39,33.97,18.13,2.29,9.54,16.8
4.46,6.22,7.99,6.83,5.67,5.59,5.51
0.0,1.21,2.42,2.07,1.72,1.86,2.01
32.57,27.9,23.24,48.79,74.34,79.92,85.49
50.46,60.61,70.77,66.95,63.13,71.64,80.14
22.86,35.82,48.77,67.64,86.5,81.01,75.53
12.96,7.86,2.77,5.28,7.8,32.18,56.56
29.04,51.07,73.1,73.72,74.34,69.58,64.83
8.63,7.56,6.49,8.15,9.81,8.36,6.91
70.81,58.23,45.65,37.65,29.64,15.82,2.01
97.9,95.22,92.55,84.38,76.22,71.83,67.44
61.13,46.45,31.77,17.5,3.22,2.46,1.69
59.57,41.39,23.21,13.22,3.22,3.55,3.88
17.67,10.97,4.27,8.25,12.23,35.9,59.58
53.45,35.99,18.53,20.28,22.03,18.05,14.07
87.87,80.1,72.33,74.28,76.22,59.92,43.63
58.87,57.71,56.54,58.52,60.49,63.96,67.44
94.91,95.61,96.31,96.34,96.37,89.22,82.08
59.06,60.1,61.13,62.13,63.13,59.84,56.56
0.0,1.4,2.8,3.01,3.22,1.61,0.0
0.0,1.06,2.13,26.96,51.8,27.84,3.88
1.27,1.4,1.53,1.62,1.72,2.8,3.88
53.96,44.14,34.32,30.18,26.04,28.94,31.83
47.79,31.86,15.92,15.71,15.5,13.3,11.11
4.9,3.93,2.96,28.97,54.98,68.05,81.13
15.15,19.74,24.32,23.18,22.03,22.9,23.77
8.31,12.96,17.61,10.96,4.3,3.15,2.01
